"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"1079","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>ES</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","1082","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","3494","0.0-1.0","Win32","1280","720","1280","720","true","firefox","106.0.0","false","Windows 10","true","146.34","true","true","","","","",""
"871","
<p class=""webgaze-experiment-compact"" id=""paragraph"">La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como <span id=""meco_para_12_qa_2"">bicicletas, botes o tractores puede variar por jurisdicción</span>. El identificador de registro es <span id=""meco_para_12_qa_3"">una serie de letras o números</span> que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. <span id=""meco_para_12_qa_0"">Francia fue el primer país en introducir la patente</span>, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. <span id=""meco_para_12_qa_1"">La estandarización de patentes llegó a fines de los años cincuenta</span>, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.</p>"," ","html-keyboard-response","2","4367","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_12","[]","{""#paragraph"":{""x"":50,""y"":58.899993896484375,""width"":1180,""height"":625.2000122070312,""top"":58.899993896484375,""right"":1230,""bottom"":684.1000061035156,""left"":50},""#meco_para_12_qa_0"":{""x"":70,""y"":377.3999938964844,""width"":1085.8333740234375,""height"":71.80000305175781,""top"":377.3999938964844,""right"":1155.8333740234375,""bottom"":449.1999969482422,""left"":70},""#meco_para_12_qa_1"":{""x"":70,""y"":544.5999755859375,""width"":1090.2833251953125,""height"":71.79998779296875,""top"":544.5999755859375,""right"":1160.2833251953125,""bottom"":616.3999633789062,""left"":70},""#meco_para_12_qa_2"":{""x"":158.0833282470703,""y"":210.1999969482422,""width"":754.0833740234375,""height"":30,""top"":210.1999969482422,""right"":912.1667022705078,""bottom"":240.1999969482422,""left"":158.0833282470703},""#meco_para_12_qa_3"":{""x"":233.64999389648438,""y"":252,""width"":431.41668701171875,""height"":30,""top"":252,""right"":665.0666809082031,""bottom"":282,""left"":233.64999389648438}}","",""
"708","<p class=""webgaze-experiment"" id=""question"">El tamaño de las patentes fue estandarizado antes de la Segunda Guerra Mundial. ","0","html-button-response","3","5075","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_12_qa_1","[]","{""#question"":{""x"":50,""y"":249.3000030517578,""width"":1180,""height"":184,""top"":249.3000030517578,""right"":1230,""bottom"":433.3000030517578,""left"":50}}","False",""
"394","
<p class=""webgaze-experiment"" id=""paragraph"">El <span id=""a_Kenya_1_qa_0"">28 de febrero de 2008</span>, Kibaki y Odinga firmaron un acuerdo sobre la formación de un gobierno de coalición en el que Odinga se convertiría en el segundo <span id=""a_Kenya_1_qa_1"">primer ministro</span> de Kenia. Según el acuerdo, el presidente nombraría ministros del gabinete de las facciones <span id=""a_Kenya_1_qa_2"">PNU y ODM</span> dependiendo de <span id=""a_Kenya_1_qa_3"">la fuerza de cada partido en el parlamento</span>. El acuerdo estipulaba que el gabinete incluiría un vicepresidente y dos viceprimeros ministros. Después de los debates, el parlamento aprobó que la coalición se mantendría <span id=""a_Kenya_1_qa_4"">hasta el final del parlamento actual o hasta que alguna de las partes se retirara</span>.</p>"," ","html-keyboard-response","4","5472","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_Kenya_1","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Kenya_1_qa_0"":{""x"":120.63333129882812,""y"":68,""width"":347.3500061035156,""height"":33,""top"":68,""right"":467.98333740234375,""bottom"":101,""left"":120.63333129882812},""#a_Kenya_1_qa_1"":{""x"":248.51666259765625,""y"":212,""width"":200.61666870117188,""height"":33,""top"":212,""right"":449.1333312988281,""bottom"":245,""left"":248.51666259765625},""#a_Kenya_1_qa_2"":{""x"":806.9000244140625,""y"":284,""width"":182.15000915527344,""height"":33,""top"":284,""right"":989.0500335693359,""bottom"":317,""left"":806.9000244140625},""#a_Kenya_1_qa_3"":{""x"":129.39999389648438,""y"":356,""width"":649.6666870117188,""height"":33,""top"":356,""right"":779.0666809082031,""bottom"":389,""left"":129.39999389648438},""#a_Kenya_1_qa_4"":{""x"":70,""y"":500,""width"":1108.699951171875,""height"":177,""top"":500,""right"":1178.699951171875,""bottom"":677,""left"":70}}","",""
"707","","{""Q0"":""1""}","survey-text","5","6180","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_Kenya_1_qa_0","[]","{""#question"":{""x"":50,""y"":251.6999969482422,""width"":1180,""height"":184,""top"":251.6999969482422,""right"":1230,""bottom"":435.6999969482422,""left"":50}}","28 de febrero de 2008","¿Cuándo firmaron Kibaki y Odinga un acuerdo sobre la formación del gobierno?"
"475","
<p class=""webgaze-experiment"" id=""paragraph"">Las necesidades de los agricultores de <span id=""a_Amazonrainforest_2_qa_0"">soja</span> se han utilizado para justificar muchos de los controvertidos proyectos de transporte que se están desarrollando actualmente en la Amazonía. Las primeras dos carreteras abrieron con éxito la selva tropical y causaron un <span id=""a_Amazonrainforest_2_qa_1"">aumento de asentamientos y de la deforestación</span>. La tasa media anual de deforestación de 2000 a 2005 (22 392 km2 o <span id=""a_Amazonrainforest_2_qa_2"">8646 millas cuadradas</span> al año) fue un <span id=""a_Amazonrainforest_2_qa_4"">18 %</span> más alta que en los cinco años anteriores (19 018 km2 o 7343 millas cuadradas por año). Aunque la deforestación ha <span id=""a_Amazonrainforest_2_qa_3"">disminuido significativamente</span> en la Amazonía brasileña entre 2004 y 2014, ha habido un aumento hasta la actualidad.</p>"," ","html-keyboard-response","6","6656","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_Amazonrainforest_2","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Amazonrainforest_2_qa_0"":{""x"":653.5166625976562,""y"":68,""width"":45.26667785644531,""height"":33,""top"":68,""right"":698.7833404541016,""bottom"":101,""left"":653.5166625976562},""#a_Amazonrainforest_2_qa_1"":{""x"":70,""y"":284,""width"":1110.9833984375,""height"":105,""top"":284,""right"":1180.9833984375,""bottom"":389,""left"":70},""#a_Amazonrainforest_2_qa_2"":{""x"":267.83331298828125,""y"":428,""width"":299.3500061035156,""height"":33,""top"":428,""right"":567.1833190917969,""bottom"":461,""left"":267.83331298828125},""#a_Amazonrainforest_2_qa_3"":{""x"":570.9833374023438,""y"":572,""width"":358.98333740234375,""height"":33,""top"":572,""right"":929.9666748046875,""bottom"":605,""left"":570.9833374023438},""#a_Amazonrainforest_2_qa_4"":{""x"":858.0166625976562,""y"":428,""width"":78.5,""height"":33,""top"":428,""right"":936.5166625976562,""bottom"":461,""left"":858.0166625976562}}","",""
"673","","{""Q0"":""1""}","survey-text","7","7330","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_Amazonrainforest_2_qa_1","[]","{""#question"":{""x"":122.19999694824219,""y"":287.70001220703125,""width"":1035.5833740234375,""height"":112,""top"":287.70001220703125,""right"":1157.7833709716797,""bottom"":399.70001220703125,""left"":122.19999694824219}}","aumento de asentamientos y de la deforestación","¿A qué dio lugar la creación de carreteras en la selva amazónica?"
"433","
<p class=""webgaze-experiment"" id=""paragraph"">Entre los equipos deportivos profesionales de California del Sur están los equipos de la <span id=""a_SouthernCalifornia_3_qa_0"">NFL</span> (Los Angeles Rams, San Diego Chargers); <span id=""a_SouthernCalifornia_3_qa_1"">la NBA</span> (Los Angeles Lakers, Los Angeles Clippers); <span id=""a_SouthernCalifornia_3_qa_2"">la MLB</span> (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); la NHL (<span id=""a_SouthernCalifornia_3_qa_3"">Los Angeles Kings</span>, Anaheim Ducks); y la MLS (<span id=""a_SouthernCalifornia_3_qa_4"">LA Galaxy</span>).</p>"," ","html-keyboard-response","8","7766","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_SouthernCalifornia_3","[]","{""#paragraph"":{""x"":50,""y"":172.5,""width"":1180,""height"":400,""top"":172.5,""right"":1230,""bottom"":572.5,""left"":50},""#a_SouthernCalifornia_3_qa_0"":{""x"":300.76666259765625,""y"":284,""width"":42.98333740234375,""height"":33,""top"":284,""right"":343.75,""bottom"":317,""left"":300.76666259765625},""#a_SouthernCalifornia_3_qa_1"":{""x"":983.066650390625,""y"":284,""width"":99.38333129882812,""height"":33,""top"":284,""right"":1082.4499816894531,""bottom"":317,""left"":983.066650390625},""#a_SouthernCalifornia_3_qa_2"":{""x"":623.5333251953125,""y"":356,""width"":100.25,""height"":33,""top"":356,""right"":723.7833251953125,""bottom"":389,""left"":623.5333251953125},""#a_SouthernCalifornia_3_qa_3"":{""x"":911.8499755859375,""y"":428,""width"":248.21665954589844,""height"":33,""top"":428,""right"":1160.066635131836,""bottom"":461,""left"":911.8499755859375},""#a_SouthernCalifornia_3_qa_4"":{""x"":492.73333740234375,""y"":500,""width"":133.71665954589844,""height"":33,""top"":500,""right"":626.4499969482422,""bottom"":533,""left"":492.73333740234375}}","",""
"606","","{""Q0"":""1""}","survey-text","9","8373","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_SouthernCalifornia_3_qa_2","[]","{""#question"":{""x"":177.81666564941406,""y"":287.70001220703125,""width"":924.3499755859375,""height"":112,""top"":287.70001220703125,""right"":1102.1666412353516,""bottom"":399.70001220703125,""left"":177.81666564941406}}","la MLB","¿A qué deporte se dedican Los Angeles Angels of Anaheim?"
