,text,word,counter,x,y,width,height
0,a_Apolloprogram_4_1280_720,With,0,70,113,50,18
1,a_Apolloprogram_4_1280_720,a,0,154,118,10,13
2,a_Apolloprogram_4_1280_720,budget,0,199,113,77,24
3,a_Apolloprogram_4_1280_720,of,0,309,113,22,18
4,a_Apolloprogram_4_1280_720,"$230,000,",0,363,113,105,21
5,a_Apolloprogram_4_1280_720,the,0,502,113,35,18
6,a_Apolloprogram_4_1280_720,surviving,0,570,114,98,23
7,a_Apolloprogram_4_1280_720,original,0,701,113,81,24
8,a_Apolloprogram_4_1280_720,lunar,0,817,113,56,18
9,a_Apolloprogram_4_1280_720,broadcast,0,907,113,109,18
10,a_Apolloprogram_4_1280_720,data,0,1049,113,47,18
11,a_Apolloprogram_4_1280_720,from,0,1130,113,52,18
12,a_Apolloprogram_4_1280_720,Apollo,0,70,185,70,24
13,a_Apolloprogram_4_1280_720,11,0,174,186,20,17
14,a_Apolloprogram_4_1280_720,was,0,231,190,42,13
15,a_Apolloprogram_4_1280_720,compiled,0,306,185,101,24
16,a_Apolloprogram_4_1280_720,by,0,442,185,24,24
17,a_Apolloprogram_4_1280_720,Nafzger,0,500,185,84,24
18,a_Apolloprogram_4_1280_720,and,0,617,185,40,18
19,a_Apolloprogram_4_1280_720,assigned,0,691,185,95,24
20,a_Apolloprogram_4_1280_720,to,0,820,187,21,16
21,a_Apolloprogram_4_1280_720,Lowry,0,876,186,65,23
22,a_Apolloprogram_4_1280_720,Digital,0,974,185,67,24
23,a_Apolloprogram_4_1280_720,for,0,1075,185,31,18
24,a_Apolloprogram_4_1280_720,restoration.,0,72,257,127,18
25,a_Apolloprogram_4_1280_720,The,1,232,257,40,18
26,a_Apolloprogram_4_1280_720,video,0,305,257,59,18
27,a_Apolloprogram_4_1280_720,was,1,397,262,42,13
28,a_Apolloprogram_4_1280_720,processed,0,473,257,111,24
29,a_Apolloprogram_4_1280_720,to,1,618,259,21,16
30,a_Apolloprogram_4_1280_720,remove,0,674,262,82,13
31,a_Apolloprogram_4_1280_720,random,0,790,257,86,18
32,a_Apolloprogram_4_1280_720,noise,0,911,258,57,17
