"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"83506","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>DE</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","83511","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","86519","0.0-1.0","Win32","1280","720","1280","720","true","firefox","106.0.0","false","Windows 10","true","60.06","true","true","","","","",""
"3091","
<p class=""webgaze-experiment-compact"" id=""paragraph"">Ein Fahrzeugkennzeichen ist ein Metall- oder Kunststoffschild, das zur amtlichen Identifizierung an einem Fahrzeug angebracht ist. In allen Ländern sind solche Kennzeichen für Straßenfahrzeuge wie Autos, Lastwagen und Motorräder erforderlich. <span id=""meco_para_12_qa_2"">Ob sie für andere Fahrzeuge wie Fahrräder, Boote oder Traktoren erforderlich sind, kann je nach Rechtssprechung variieren</span>. <span id=""meco_para_12_qa_3"">Die Registrierungskennung besteht aus einer Reihe von Buchstaben und Ziffern<span id=""meco_para_12_qa_3"">, die den Fahrzeughalter eindeutig im Fahrzeugregister der ausstellenden Behörde identifiziert. In einigen Ländern ist die Kennung innerhalb des gesamten Landes einzigartig, während sie dies in anderen Ländern nur innerhalb eines Staates oder einer Provinz ist. <span id=""meco_para_12_qa_0"">Frankreich war das erste Land, das Ende des 19. Jahrhunderts das Kennzeichen einführte</span>. Die Kennzeichen des frühen zwanzigsten Jahrhunderts variierten in Größe und Form je nach regionaler Rechtssprechung, so dass bei einem Umzug zusätzliche Löcher in das Auto gebohrt werden mussten, um das neue Kennzeichen anbringen zu können. <span id=""meco_para_12_qa_1"">Die Standardisierung der Platten erfolgte erst Ende der fünfziger Jahre</span>, als sich die Automobilhersteller mit Regierungen und internationalen Organisationen einigten.</p>"," ","html-keyboard-response","2","89610","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_12","[]","{""#paragraph"":{""x"":50,""y"":38,""width"":1180,""height"":667,""top"":38,""right"":1230,""bottom"":705,""left"":50},""#meco_para_12_qa_0"":{""x"":70,""y"":398.29998779296875,""width"":1076.433349609375,""height"":71.80000305175781,""top"":398.29998779296875,""right"":1146.433349609375,""bottom"":470.09999084472656,""left"":70},""#meco_para_12_qa_1"":{""x"":184.14999389648438,""y"":607.2999877929688,""width"":942.86669921875,""height"":30,""top"":607.2999877929688,""right"":1127.0166931152344,""bottom"":637.2999877929688,""left"":184.14999389648438},""#meco_para_12_qa_2"":{""x"":70,""y"":189.3000030517578,""width"":1128.11669921875,""height"":71.80000305175781,""top"":189.3000030517578,""right"":1198.11669921875,""bottom"":261.1000061035156,""left"":70},""#meco_para_12_qa_3"":{""x"":70,""y"":231.10000610351562,""width"":1129.6666259765625,""height"":448,""top"":231.10000610351562,""right"":1199.6666259765625,""bottom"":679.1000061035156,""left"":70}}","",""
"2320","<p class=""webgaze-experiment"" id=""question"">Wurde die Kennzeichengröße vor dem Zweiten Weltkrieg vereinheitlicht? ","0","html-button-response","3","91931","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_12_qa_1","[]","{""#question"":{""x"":126.78334045410156,""y"":285.29998779296875,""width"":1026.433349609375,""height"":112,""top"":285.29998779296875,""right"":1153.2166900634766,""bottom"":397.29998779296875,""left"":126.78334045410156}}","False",""
"799","
<p class=""webgaze-experiment"" id=""paragraph"">Nachdem er Edisons Firma verlassen hatte, verbündete sich <span id=""a_NikolaTesla_1_qa_9"">Tesla</span> <span id=""a_NikolaTesla_1_qa_6"">1886</span> mit zwei Geschäftsleuten, <span id=""a_NikolaTesla_1_qa_0""><span id=""a_NikolaTesla_1_qa_5"">Robert Lane und Benjamin Vail</span></span>, die sich bereit erklärten, ein Elektrikunternehmen in Teslas Namen, <span id=""a_NikolaTesla_1_qa_1""><span id=""a_NikolaTesla_1_qa_7"">Tesla Electric Light & Manufacturing</span></span> zu finanzieren. <span id=""a_NikolaTesla_1_qa_2"">Das Unternehmen installierte <span id=""a_NikolaTesla_1_qa_4"">Lichtbogenbeleuchtungssysteme</span>, die von Tesla entworfen wurden</span>, und besaß auch Entwürfe für Lichtmaschinenkommutatoren, die ersten <span id=""a_NikolaTesla_1_qa_3"">Patente</span>, die Tesla in den USA angemeldet hatte.</p>"," ","html-keyboard-response","4","92733","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_NikolaTesla_1","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_NikolaTesla_1_qa_0"":{""x"":369.066650390625,""y"":212,""width"":444.7833251953125,""height"":33,""top"":212,""right"":813.8499755859375,""bottom"":245,""left"":369.066650390625},""#a_NikolaTesla_1_qa_1"":{""x"":675.38330078125,""y"":284,""width"":499.316650390625,""height"":33,""top"":284,""right"":1174.699951171875,""bottom"":317,""left"":675.38330078125},""#a_NikolaTesla_1_qa_2"":{""x"":70,""y"":356,""width"":1070.4833984375,""height"":105,""top"":356,""right"":1140.4833984375,""bottom"":461,""left"":70},""#a_NikolaTesla_1_qa_3"":{""x"":620.2666625976562,""y"":500,""width"":86.55000305175781,""height"":33,""top"":500,""right"":706.8166656494141,""bottom"":533,""left"":620.2666625976562},""#a_NikolaTesla_1_qa_4"":{""x"":701.36669921875,""y"":356,""width"":367.433349609375,""height"":33,""top"":356,""right"":1068.800048828125,""bottom"":389,""left"":701.36669921875},""#a_NikolaTesla_1_qa_5"":{""x"":369.066650390625,""y"":212,""width"":444.7833251953125,""height"":33,""top"":212,""right"":813.8499755859375,""bottom"":245,""left"":369.066650390625},""#a_NikolaTesla_1_qa_6"":{""x"":1033.7666015625,""y"":140,""width"":54.866668701171875,""height"":33,""top"":140,""right"":1088.6332702636719,""bottom"":173,""left"":1033.7666015625},""#a_NikolaTesla_1_qa_7"":{""x"":675.38330078125,""y"":284,""width"":499.316650390625,""height"":33,""top"":284,""right"":1174.699951171875,""bottom"":317,""left"":675.38330078125},""#a_NikolaTesla_1_qa_9"":{""x"":945,""y"":140,""width"":57.53334045410156,""height"":33,""top"":140,""right"":1002.5333404541016,""bottom"":173,""left"":945}}","",""
"1159","","{""Q0"":""1""}","survey-text","5","93895","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_NikolaTesla_1_qa_6","[]","{""#question"":{""x"":162.9499969482422,""y"":287.70001220703125,""width"":954.0999755859375,""height"":112,""top"":287.70001220703125,""right"":1117.0499725341797,""bottom"":399.70001220703125,""left"":162.9499969482422}}","1886","Wann entstand die Partnerschaft zwischen Tesla, Lane und Vail?"
"1284","
<p class=""webgaze-experiment"" id=""paragraph"">Zu den bedeutenden Alumni in den Wirtschaftswissenschaften zählen Microsofts CEO <span id=""a_UniversityofChicago_3_qa_0"">Satya Nadella</span>, der Gründer der Oracle Corporation und der drittreichste Mann in Amerika <span id=""a_UniversityofChicago_3_qa_1""><span id=""a_UniversityofChicago_3_qa_2"">Larry Ellison</span></span>, der CEO von Goldman Sachs und MF Global sowie frühere Gouverneur von New Jersey <span id=""a_UniversityofChicago_3_qa_3"">Jon Corzine</span>, der Gründer von McKinsey & Company und Autor des ersten Lehrbuchs für internes Rechnungswesen <span id=""a_UniversityofChicago_3_qa_4"">James O. McKinsey</span>, Arley D. Cathey, Daniel Doctoroff, CEO von Bloomberg L.P., Brady Dougan, CEO von Credit Suisse, Joe Mansueto, Gründer und CEO von Morningstar, Inc., Thomas S. Ricketts, Eigentümer und Vorsitzender der Chicago Cubs, und NBA-Commissioner Adam Silver.</p>"," ","html-keyboard-response","6","95181","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_UniversityofChicago_3","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_UniversityofChicago_3_qa_0"":{""x"":148.35000610351562,""y"":140,""width"":176.66665649414062,""height"":33,""top"":140,""right"":325.01666259765625,""bottom"":173,""left"":148.35000610351562},""#a_UniversityofChicago_3_qa_1"":{""x"":341.54998779296875,""y"":212,""width"":160.86666870117188,""height"":33,""top"":212,""right"":502.4166564941406,""bottom"":245,""left"":341.54998779296875},""#a_UniversityofChicago_3_qa_2"":{""x"":341.54998779296875,""y"":212,""width"":160.86666870117188,""height"":33,""top"":212,""right"":502.4166564941406,""bottom"":245,""left"":341.54998779296875},""#a_UniversityofChicago_3_qa_3"":{""x"":698.0999755859375,""y"":284,""width"":151.71665954589844,""height"":33,""top"":284,""right"":849.8166351318359,""bottom"":317,""left"":698.0999755859375},""#a_UniversityofChicago_3_qa_4"":{""x"":296.08331298828125,""y"":428,""width"":259.8500061035156,""height"":33,""top"":428,""right"":555.9333190917969,""bottom"":461,""left"":296.08331298828125}}","",""
"1055","","{""Q0"":""1""}","survey-text","7","96238","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_UniversityofChicago_3_qa_2","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Larry Ellison","Wer ist der drittreichste Mann in Amerika?"
"686","
<p class=""webgaze-experiment"" id=""paragraph"">Die Bedürfnisse der <span id=""a_Amazonrainforest_2_qa_0"">Sojabauern</span> wurden genutzt, um viele der umstrittenen Transportprojekte zu rechtfertigen, die derzeit im Amazonasgebiet entstehen. Die ersten beiden Autobahnen erschlossen den Regenwald erfolgreich und führten <span id=""a_Amazonrainforest_2_qa_1"">zu mehr Siedlungen und mehr Rodungen</span>. Die durchschnittliche jährliche Abholzungsrate war von 2000 bis 2005 (22.392 km2 oder <span id=""a_Amazonrainforest_2_qa_2"">8.646 Quadratmeilen</span> pro Jahr) <span id=""a_Amazonrainforest_2_qa_4"">18%</span> höher als in den letzten fünf Jahren (19.018 km2 oder 7.343 Quadratmeilen pro Jahr). Obwohl die Waldrodung im brasilianischen Amazonasgebiet zwischen 2004 und 2014 <span id=""a_Amazonrainforest_2_qa_3"">deutlich zurückgegangen</span> ist, ist sie insgesamt bis heute gestiegen.</p>"," ","html-keyboard-response","8","96927","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_Amazonrainforest_2","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Amazonrainforest_2_qa_0"":{""x"":372.04998779296875,""y"":68,""width"":127.75,""height"":33,""top"":68,""right"":499.79998779296875,""bottom"":101,""left"":372.04998779296875},""#a_Amazonrainforest_2_qa_1"":{""x"":70,""y"":284,""width"":585.4500122070312,""height"":33,""top"":284,""right"":655.4500122070312,""bottom"":317,""left"":70},""#a_Amazonrainforest_2_qa_2"":{""x"":934.25,""y"":356,""width"":261.5333251953125,""height"":33,""top"":356,""right"":1195.7833251953125,""bottom"":389,""left"":934.25},""#a_Amazonrainforest_2_qa_3"":{""x"":666.9833374023438,""y"":572,""width"":304.4666748046875,""height"":33,""top"":572,""right"":971.4500122070312,""bottom"":605,""left"":666.9833374023438},""#a_Amazonrainforest_2_qa_4"":{""x"":222.8000030517578,""y"":428,""width"":47.26666259765625,""height"":33,""top"":428,""right"":270.06666564941406,""bottom"":461,""left"":222.8000030517578}}","",""
"1092","","{""Q0"":""1""}","survey-text","9","98023","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_Amazonrainforest_2_qa_1","[]","{""#question"":{""x"":171.88333129882812,""y"":287.70001220703125,""width"":936.2333374023438,""height"":112,""top"":287.70001220703125,""right"":1108.1166687011719,""bottom"":399.70001220703125,""left"":171.88333129882812}}","zu mehr Siedlungen und mehr Rodungen","Wozu führte der Bau von Autobahnen im Amazonas-Regenwald?"
