"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"5909","
                  <div class=""left-align"">
                    <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                    <h1>Welcome <b>EN</b> Dev!</h1>
                    <p>This mode is designed for the development of the experiment.</p>
                    <p>When each experiment loads, an image is saved.</p>
                    <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                    <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                    <p>Project Leaders:</p>
                    <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                    <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
                  </div>
                  ","0","html-button-response","0","5911","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","8893","0.0-1.0","Win32","1280","720","1280","720","true","firefox","108.0.0","false","Windows 10","true","61.41","true","true","","","","",""
"2036","
    <p class=""webgaze-experiment-compact"" id=""paragraph"">The International Union for Conservation of Nature is <span id=""meco_para_11_qa_0"">an international organization</span> working in the field of nature conservation and the sustainable use of natural resources. It is involved in data gathering and analysis, research, field projects, advocacy, and education. Its mission is to 'influence, encourage and assist societies throughout the <span id=""meco_para_11_qa_2"">world to conserve nature and to ensure that any use of natural resources is equitable and ecologically sustainable'</span>. Over the past decades, the organization has widened its focus beyond conservation ecology and now incorporates issues related to sustainable development in its projects. Unlike many other international environmental organizations, it does not aim to mobilize the public in support of nature conservation. Instead, the organization tries to influence the actions of governments, business and other stakeholders by providing information and advice, and through building partnerships. The organization is best known to the wider public for <span id=""meco_para_11_qa_3"">compiling and publishing the Red List of Threatened Species</span>, which assesses the conservation status of species worldwide. Today, <span id=""meco_para_11_qa_1"">the organization employs approximately one thousand full-time staff</span> in more than fifty countries.</p>"," ","html-keyboard-response","2","10929","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_11","[]","{""#paragraph"":{""x"":50,""y"":38,""width"":1180,""height"":667,""top"":38,""right"":1230,""bottom"":705,""left"":50},""#meco_para_11_qa_0"":{""x"":821.4500122070312,""y"":63.899993896484375,""width"":347.1000061035156,""height"":30,""top"":63.899993896484375,""right"":1168.5500183105469,""bottom"":93.89999389648438,""left"":821.4500122070312},""#meco_para_11_qa_1"":{""x"":70,""y"":607.2999877929688,""width"":1123.0166015625,""height"":71.80000305175781,""top"":607.2999877929688,""right"":1193.0166015625,""bottom"":679.0999908447266,""left"":70},""#meco_para_11_qa_2"":{""x"":70,""y"":231.10000610351562,""width"":1130.6666259765625,""height"":71.79998779296875,""top"":231.10000610351562,""right"":1200.6666259765625,""bottom"":302.8999938964844,""left"":70},""#meco_para_11_qa_3"":{""x"":375.6499938964844,""y"":565.5,""width"":815.7166748046875,""height"":30,""top"":565.5,""right"":1191.3666687011719,""bottom"":595.5,""left"":375.6499938964844}}","",""
"40697","<p class=""webgaze-experiment"" id=""question"">Its main goal is to raise public awareness on nature conservation. ","0","html-button-response","3","51626","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_11_qa_2","[]","{""#question"":{""x"":130.63333129882812,""y"":285.29998779296875,""width"":1018.7166748046875,""height"":112,""top"":285.29998779296875,""right"":1149.3500061035156,""bottom"":397.29998779296875,""left"":130.63333129882812}}","False",""
"2091","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_SuperBowl50_3_qa_0""><span id=""a_SuperBowl50_3_qa_10"">Six</span></span>-time Grammy winner and <span id=""a_SuperBowl50_3_qa_2"">Academy Award</span> nominee <span id=""a_SuperBowl50_3_qa_5""><span id=""a_SuperBowl50_3_qa_7""><span id=""a_SuperBowl50_3_qa_9"">Lady Gaga</span></span></span> performed <span id=""a_SuperBowl50_3_qa_1""><span id=""a_SuperBowl50_3_qa_3"">the national anthem</span></span>, while Academy Award winner <span id=""a_SuperBowl50_3_qa_6""><span id=""a_SuperBowl50_3_qa_8""><span id=""a_SuperBowl50_3_qa_11"">Marlee Matlin</span></span></span> provided <span id=""a_SuperBowl50_3_qa_4"">American Sign Language</span> (ASL) translation.</p>"," ","html-keyboard-response","4","53720","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_SuperBowl50_3","[]","{""#paragraph"":{""x"":50,""y"":244.5,""width"":1180,""height"":256,""top"":244.5,""right"":1230,""bottom"":500.5,""left"":50},""#a_SuperBowl50_3_qa_0"":{""x"":70,""y"":284,""width"":31.800003051757812,""height"":33,""top"":284,""right"":101.80000305175781,""bottom"":317,""left"":70},""#a_SuperBowl50_3_qa_1"":{""x"":70,""y"":356,""width"":277.45001220703125,""height"":33,""top"":356,""right"":347.45001220703125,""bottom"":389,""left"":70},""#a_SuperBowl50_3_qa_2"":{""x"":501.95001220703125,""y"":284,""width"":205.26666259765625,""height"":33,""top"":284,""right"":707.2166748046875,""bottom"":317,""left"":501.95001220703125},""#a_SuperBowl50_3_qa_3"":{""x"":70,""y"":356,""width"":277.45001220703125,""height"":33,""top"":356,""right"":347.45001220703125,""bottom"":389,""left"":70},""#a_SuperBowl50_3_qa_4"":{""x"":70,""y"":428,""width"":323.95001220703125,""height"":33,""top"":428,""right"":393.95001220703125,""bottom"":461,""left"":70},""#a_SuperBowl50_3_qa_5"":{""x"":868.7999877929688,""y"":284,""width"":140.9499969482422,""height"":33,""top"":284,""right"":1009.7499847412109,""bottom"":317,""left"":868.7999877929688},""#a_SuperBowl50_3_qa_6"":{""x"":820.2000122070312,""y"":356,""width"":179.31666564941406,""height"":33,""top"":356,""right"":999.5166778564453,""bottom"":389,""left"":820.2000122070312},""#a_SuperBowl50_3_qa_7"":{""x"":868.7999877929688,""y"":284,""width"":140.9499969482422,""height"":33,""top"":284,""right"":1009.7499847412109,""bottom"":317,""left"":868.7999877929688},""#a_SuperBowl50_3_qa_8"":{""x"":820.2000122070312,""y"":356,""width"":179.31666564941406,""height"":33,""top"":356,""right"":999.5166778564453,""bottom"":389,""left"":820.2000122070312},""#a_SuperBowl50_3_qa_9"":{""x"":868.7999877929688,""y"":284,""width"":140.9499969482422,""height"":33,""top"":284,""right"":1009.7499847412109,""bottom"":317,""left"":868.7999877929688},""#a_SuperBowl50_3_qa_10"":{""x"":70,""y"":284,""width"":31.800003051757812,""height"":33,""top"":284,""right"":101.80000305175781,""bottom"":317,""left"":70},""#a_SuperBowl50_3_qa_11"":{""x"":820.2000122070312,""y"":356,""width"":179.31666564941406,""height"":33,""top"":356,""right"":999.5166778564453,""bottom"":389,""left"":820.2000122070312}}","",""
"3187","","{""Q0"":""1""}","survey-text","5","56909","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_SuperBowl50_3_qa_5","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Lady Gaga","Who sang the national anthem?"
"1425","
<p class=""webgaze-experiment"" id=""paragraph"">In Europe, the North American theater of the Seven Years' War usually is not given a separate name. The entire international conflict is known as the Seven Years' War. ""Seven Years"" refers to events in Europe, from the official declaration of war in <span id=""a_FrenchandIndianWar_0_qa_0"">1756 to the signing of the peace treaty in 1763</span>. These dates do not correspond with the fighting on mainland North America, where the fighting between the two colonial powers was largely concluded in <span id=""a_FrenchandIndianWar_0_qa_1"">six years</span>, from the <span id=""a_FrenchandIndianWar_0_qa_3"">Battle of Jumonville Glen</span> in 1754 to the capture of Montreal in <span id=""a_FrenchandIndianWar_0_qa_2"">1760</span>.</p>"," ","html-keyboard-response","6","58336","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_FrenchandIndianWar_0","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_FrenchandIndianWar_0_qa_0"":{""x"":70,""y"":320,""width"":1096.5833740234375,""height"":105,""top"":320,""right"":1166.5833740234375,""bottom"":425,""left"":70},""#a_FrenchandIndianWar_0_qa_1"":{""x"":269.0333251953125,""y"":536,""width"":121.38333129882812,""height"":33,""top"":536,""right"":390.4166564941406,""bottom"":569,""left"":269.0333251953125},""#a_FrenchandIndianWar_0_qa_2"":{""x"":426.2833251953125,""y"":608,""width"":54.86665344238281,""height"":33,""top"":608,""right"":481.1499786376953,""bottom"":641,""left"":426.2833251953125},""#a_FrenchandIndianWar_0_qa_3"":{""x"":581.61669921875,""y"":536,""width"":349.5999755859375,""height"":33,""top"":536,""right"":931.2166748046875,""bottom"":569,""left"":581.61669921875}}","",""
"1075","","{""Q0"":""1""}","survey-text","7","59413","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_FrenchandIndianWar_0_qa_3","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Battle of Jumonville Glen","What was first battle in 1754?"
"1109","
<p class=""webgaze-experiment"" id=""paragraph"">There are also several smaller freight operators and numerous tourist railways operating over lines which were once parts of a state-owned system. Victorian lines mainly use the <span id=""a_VictoriaAustralia_3_qa_0"">1,600 mm (5 ft 3 in) broad gauge</span>. However, the interstate trunk routes, as well as a number of branch lines in the west of the state have been converted to <span id=""a_VictoriaAustralia_3_qa_1"">1,435 mm (4 ft 8 1⁄2 in) standard gauge</span>. Two tourist railways operate over <span id=""a_VictoriaAustralia_3_qa_2"">760 mm (2 ft 6 in) narrow gauge lines</span>, which are the remnants of <span id=""a_VictoriaAustralia_3_qa_4"">five</span> formerly government-owned lines which were built in <span id=""a_VictoriaAustralia_3_qa_3"">mountainous areas</span>.</p>"," ","html-keyboard-response","8","60523","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_VictoriaAustralia_3","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_VictoriaAustralia_3_qa_0"":{""x"":527.5333251953125,""y"":248,""width"":537.7000122070312,""height"":33,""top"":248,""right"":1065.2333374023438,""bottom"":281,""left"":527.5333251953125},""#a_VictoriaAustralia_3_qa_1"":{""x"":70,""y"":392,""width"":1053.7333984375,""height"":105,""top"":392,""right"":1123.7333984375,""bottom"":497,""left"":70},""#a_VictoriaAustralia_3_qa_2"":{""x"":70,""y"":464,""width"":1061.816650390625,""height"":105,""top"":464,""right"":1131.816650390625,""bottom"":569,""left"":70},""#a_VictoriaAustralia_3_qa_3"":{""x"":576.933349609375,""y"":608,""width"":241.96665954589844,""height"":33,""top"":608,""right"":818.9000091552734,""bottom"":641,""left"":576.933349609375},""#a_VictoriaAustralia_3_qa_4"":{""x"":795.9166870117188,""y"":536,""width"":39.59999084472656,""height"":33,""top"":536,""right"":835.5166778564453,""bottom"":569,""left"":795.9166870117188}}","",""
"1019","","{""Q0"":""1""}","survey-text","9","61545","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_VictoriaAustralia_3_qa_3","[]","{""#question"":{""x"":196.1999969482422,""y"":287.70001220703125,""width"":887.5833740234375,""height"":112,""top"":287.70001220703125,""right"":1083.7833709716797,""bottom"":399.70001220703125,""left"":196.1999969482422}}","mountainous areas","Where were the narrow gauge rail lines built in Victoria?"
