,text,word,counter,x,y,width,height
0,a_Chloroplast_1_1280_720,3ST,0,71,114,39,17
1,a_Chloroplast_1_1280_720,"=xAoponnactbl,",0,144,118,156,19
2,a_Chloroplast_1_1280_720,KOTOpble,0,335,118,96,19
3,a_Chloroplast_1_1280_720,MOXHO,0,466,118,76,13
4,a_Chloroplast_1_1280_720,Mpocneg~VvTb,0,576,118,134,19
5,a_Chloroplast_1_1280_720,HenocpeAcTBeHHO,0,745,118,203,19
6,a_Chloroplast_1_1280_720,oO,0,981,118,26,17
7,a_Chloroplast_1_1280_720,mpegKa,0,1042,118,79,19
8,a_Chloroplast_1_1280_720,"UaHo6akTepuv,",0,72,185,186,24
9,a_Chloroplast_1_1280_720,V3BeCTHbl,0,293,190,106,13
10,a_Chloroplast_1_1280_720,KaK,0,434,190,36,13
11,a_Chloroplast_1_1280_720,MepBUYHbIe,0,504,190,130,19
12,a_Chloroplast_1_1280_720,mMacTugbl,0,669,190,108,17
13,a_Chloroplast_1_1280_720,(B,0,811,186,19,21
14,a_Chloroplast_1_1280_720,JaHHOM,0,863,190,87,17
15,a_Chloroplast_1_1280_720,KOHTeKCTe,0,985,190,112,13
16,a_Chloroplast_1_1280_720,"""nnactufa""",0,72,258,123,21
17,a_Chloroplast_1_1280_720,o3HauaeT,0,229,262,105,13
18,a_Chloroplast_1_1280_720,MOUTH,0,368,262,67,13
19,a_Chloroplast_1_1280_720,TO,0,468,262,24,13
20,a_Chloroplast_1_1280_720,>%xe,0,525,262,30,13
21,a_Chloroplast_1_1280_720,"camMoe,",0,588,262,74,16
22,a_Chloroplast_1_1280_720,YTO,0,696,262,38,13
23,a_Chloroplast_1_1280_720,WU,0,768,262,12,13
24,a_Chloroplast_1_1280_720,xXNOponnact).,0,814,258,145,23
25,a_Chloroplast_1_1280_720,Bce,0,994,258,37,17
26,a_Chloroplast_1_1280_720,nepBuuHbie,0,1066,262,130,19
27,a_Chloroplast_1_1280_720,xnoponnactbl,0,71,334,150,19
28,a_Chloroplast_1_1280_720,NMpvHagnexaT,0,256,334,154,19
29,a_Chloroplast_1_1280_720,K,0,444,334,10,13
30,a_Chloroplast_1_1280_720,OHO,0,487,328,70,23
31,a_Chloroplast_1_1280_720,U3,0,592,334,24,13
32,a_Chloroplast_1_1280_720,TpexX,0,649,334,51,19
33,a_Chloroplast_1_1280_720,UHM,0,732,328,72,19
34,a_Chloroplast_1_1280_720,xNOponnacToB,0,838,334,161,19
35,a_Chloroplast_1_1280_720,-,0,1032,339,6,2
36,a_Chloroplast_1_1280_720,sAMHUNU,0,1070,334,73,13
37,a_Chloroplast_1_1280_720,xnoponnacTtoB,0,71,406,161,19
38,a_Chloroplast_1_1280_720,"rnayKOpuToB,",0,266,401,151,24
39,a_Chloroplast_1_1280_720,posopduToB,0,452,401,126,24
40,a_Chloroplast_1_1280_720,WAN,0,612,406,41,13
41,a_Chloroplast_1_1280_720,AVHNM,0,686,406,72,13
42,a_Chloroplast_1_1280_720,xXNMOponnacToB,0,792,406,161,19
43,a_Chloroplast_1_1280_720,KpacHbIx,0,988,406,95,19
44,a_Chloroplast_1_1280_720,"Bogopocnel,",0,72,472,142,25
45,a_Chloroplast_1_1280_720,unu,0,249,478,40,13
46,a_Chloroplast_1_1280_720,"xNoponnactugaHa,",0,323,478,209,19
47,a_Chloroplast_1_1280_720,WAM,0,567,478,41,13
48,a_Chloroplast_1_1280_720,AUHUN,0,641,478,73,13
49,a_Chloroplast_1_1280_720,B3eNeHbIX,0,747,478,98,13
50,a_Chloroplast_1_1280_720,xXNOponnactoB.,0,877,478,167,19
51,a_Chloroplast_1_1280_720,BTopbie,0,1079,474,85,23
52,a_Chloroplast_1_1280_720,4Ba,0,70,550,39,17
53,a_Chloroplast_1_1280_720,SABNAWTCA,0,143,550,107,13
54,a_Chloroplast_1_1280_720,CaMbIMA,0,285,550,90,13
55,a_Chloroplast_1_1280_720,"60/blUMMUY,",0,410,545,129,21
56,a_Chloroplast_1_1280_720,a,0,573,550,11,13
57,a_Chloroplast_1_1280_720,3eNeHaA,0,617,550,92,13
58,a_Chloroplast_1_1280_720,AWHUA,0,742,550,71,13
59,a_Chloroplast_1_1280_720,xXNOponNacToB,1,847,550,161,19
60,a_Chloroplast_1_1280_720,-,1,1041,555,6,2
61,a_Chloroplast_1_1280_720,"Ta,",0,1079,550,29,16
62,a_Chloroplast_1_1280_720,KoTOpan,0,72,622,90,19
63,a_Chloroplast_1_1280_720,=,0,180,618,3,27
64,a_Chloroplast_1_1280_720,COAECP,0,196,618,66,27
65,a_Chloroplast_1_1280_720,KUT,0,270,622,37,13
66,a_Chloroplast_1_1280_720,Ha3eMHble,0,340,622,116,13
67,a_Chloroplast_1_1280_720,=,1,470,618,6,27
68,a_Chloroplast_1_1280_720,pacTeHua.,0,490,622,111,19
69,a_Force_4_1280_720,Tae,0,72,118,35,17
70,a_Force_4_1280_720,—,0,140,123,22,2
71,a_Force_4_1280_720,mfoujadb,0,196,118,103,17
72,a_Force_4_1280_720,MonepeuHoro,0,333,118,152,19
73,a_Force_4_1280_720,"ceuYeHUA,",0,518,118,100,16
74,a_Force_4_1280_720,COOTBeTCTBYIOLaA,0,653,118,203,19
75,a_Force_4_1280_720,"o6bemy,",0,891,113,91,24
76,a_Force_4_1280_720,AIA,0,1016,118,38,17
77,a_Force_4_1280_720,KOTOpOrO,0,1089,118,104,19
78,a_Force_4_1280_720,paccuviTbiBaeTcA,0,72,190,183,19
79,a_Force_4_1280_720,TeH30p,0,289,190,79,19
80,a_Force_4_1280_720,HanpsxeHVi.,0,402,184,151,25
81,a_Force_4_1280_720,MpuBeseHHble,0,588,186,161,23
82,a_Force_4_1280_720,dopmynbl,0,783,185,105,24
83,a_Force_4_1280_720,BkMio“aloT,0,923,190,116,13
84,a_Force_4_1280_720,B_,0,1073,190,11,13
85,a_Force_4_1280_720,cebA,0,1117,185,50,18
86,a_Force_4_1280_720,KOMNOHeHTbI,0,72,262,144,13
87,a_Force_4_1280_720,"AaBNeHuA,",0,249,262,116,17
88,a_Force_4_1280_720,BbI3BaHHOrO,0,400,262,137,13
89,a_Force_4_1280_720,"CcuNaMY,",0,571,262,90,16
90,a_Force_4_1280_720,AeMCTBYIOLUMMM,0,694,256,179,25
91,a_Force_4_1280_720,=,0,890,251,4,35
92,a_Force_4_1280_720,nepneHAUKynApHO-,0,908,262,208,19
93,a_Force_4_1280_720,K,0,1150,262,10,13
94,a_Force_4_1280_720,Mnowagn,0,72,334,103,17
95,a_Force_4_1280_720,nonepeuHoro,0,210,334,152,19
96,a_Force_4_1280_720,ceYeHvA,0,395,334,94,13
97,a_Force_4_1280_720,(QuaroHanbHble,0,523,330,176,21
98,a_Force_4_1280_720,3eMeHTbI,0,732,334,112,13
99,a_Force_4_1280_720,MaTPUUbI,0,879,334,102,19
100,a_Force_4_1280_720,"TeH30pa),",0,1015,330,105,23
101,a_Force_4_1280_720,a,0,1154,334,11,13
102,a_Force_4_1280_720,Takwke,0,70,406,67,13
103,a_Force_4_1280_720,KOMMOHeHTbI,0,171,406,144,13
104,a_Force_4_1280_720,"CABYra,",0,349,406,81,17
105,a_Force_4_1280_720,BbI3BaHHOrO,1,465,406,138,13
106,a_Force_4_1280_720,§,0,617,395,7,35
107,a_Force_4_1280_720,"cuamMu,",0,636,406,90,16
108,a_Force_4_1280_720,AeVCTBYIOLUMMN,0,760,400,178,25
109,a_Force_4_1280_720,napanenbHo,0,973,406,152,19
110,a_Force_4_1280_720,Mnowagn,1,72,478,103,17
111,a_Force_4_1280_720,nonepeuHoro,1,210,478,152,19
112,a_Force_4_1280_720,ceueHvA,0,395,478,94,13
113,a_Force_4_1280_720,(HeAMaroHanbHble,0,523,474,205,21
114,a_Force_4_1280_720,§,1,741,467,7,35
115,a_Force_4_1280_720,3eMeHTbI).,0,761,474,126,21
116,a_Force_4_1280_720,TeH30p,1,920,474,81,23
117,a_Force_4_1280_720,HanparxeHUi,0,1035,472,145,25
118,a_Force_4_1280_720,YUUTbIBaeT,0,70,550,123,19
119,a_Force_4_1280_720,"CVMbI,",0,226,550,62,16
120,a_Force_4_1280_720,BbIZbIBalOLIVe,0,323,550,156,17
121,a_Force_4_1280_720,BCe,0,514,550,35,13
122,a_Force_4_1280_720,HanpsxeHNA,0,584,550,142,19
123,a_Force_4_1280_720,"(fepopmauuy),",0,760,545,168,24
124,a_Force_4_1280_720,B,0,963,550,11,13
125,a_Force_4_1280_720,TOM,0,1006,550,41,13
126,a_Force_4_1280_720,4uucne,0,1082,550,66,13
127,a_Force_4_1280_720,HaNnpsKeHUA,0,72,622,142,19
128,a_Force_4_1280_720,=,1,230,614,6,31
129,a_Force_4_1280_720,pacTAXeHUA,0,249,622,135,19
130,a_Force_4_1280_720,UU,0,419,622,12,13
131,a_Force_4_1280_720,OKATUA.:133-134:38-1-38-11,0,465,618,304,17
132,a_Force_4_qa_0_1280_720,YTO,0,22,49,39,17
133,a_Force_4_qa_0_1280_720,BbI3bIBaeT,0,95,53,112,13
134,a_Force_4_qa_0_1280_720,HanpspkeHve,0,241,53,143,19
135,a_Force_4_qa_0_1280_720,B,0,418,53,11,13
136,a_Force_4_qa_0_1280_720,KOHCTPyKUNAX?,0,463,49,168,23
137,a_FrenchandIndianWar_2_1280_720,Euje,0,72,78,45,21
138,a_FrenchandIndianWar_2_1280_720,fo,0,150,82,27,17
139,a_FrenchandIndianWar_2_1280_720,Bo3BpawieHvA,0,211,82,156,19
140,a_FrenchandIndianWar_2_1280_720,BawuHrtoHa,0,403,78,141,17
141,a_FrenchandIndianWar_2_1280_720,AWMHBUAAN,0,577,78,117,21
142,a_FrenchandIndianWar_2_1280_720,oTNpaBun,0,728,82,109,19
143,a_FrenchandIndianWar_2_1280_720,oTpAg,0,871,82,66,19
144,a_FrenchandIndianWar_2_1280_720,vz,0,970,82,24,13
145,a_FrenchandIndianWar_2_1280_720,40,0,1027,78,26,17
146,a_FrenchandIndianWar_2_1280_720,YenoBeK,0,1087,82,93,13
147,a_FrenchandIndianWar_2_1280_720,BO,0,72,154,25,13
148,a_FrenchandIndianWar_2_1280_720,rnaBe,0,131,154,62,13
149,a_FrenchandIndianWar_2_1280_720,Cc,0,226,154,10,13
150,a_FrenchandIndianWar_2_1280_720,YUNbAMOM,0,268,150,119,17
151,a_FrenchandIndianWar_2_1280_720,TpeHTOM,0,420,150,98,23
152,a_FrenchandIndianWar_2_1280_720,B_,0,553,154,11,13
153,a_FrenchandIndianWar_2_1280_720,yKa3aHHOe,0,596,154,120,19
154,a_FrenchandIndianWar_2_1280_720,"mecTo,",0,750,154,71,16
155,a_FrenchandIndianWar_2_1280_720,rae,0,856,154,35,17
156,a_FrenchandIndianWar_2_1280_720,B,0,925,154,11,13
157,a_FrenchandIndianWar_2_1280_720,Hayane,0,970,154,81,13
158,a_FrenchandIndianWar_2_1280_720,1754,0,1085,150,53,17
159,a_FrenchandIndianWar_2_1280_720,rofa,0,72,226,48,17
160,a_FrenchandIndianWar_2_1280_720,OHM,0,154,226,42,13
161,a_FrenchandIndianWar_2_1280_720,Mmpuctynunu,0,231,226,135,19
162,a_FrenchandIndianWar_2_1280_720,kK,0,401,226,10,13
163,a_FrenchandIndianWar_2_1280_720,cTpouTenbcTBy,0,444,226,167,19
164,a_FrenchandIndianWar_2_1280_720,ykKpenneHul.,0,643,220,145,25
165,a_FrenchandIndianWar_2_1280_720,B,1,823,222,12,17
166,a_FrenchandIndianWar_2_1280_720,TO,0,868,226,24,13
167,a_FrenchandIndianWar_2_1280_720,>e,0,925,226,29,13
168,a_FrenchandIndianWar_2_1280_720,BpeMa,0,988,226,69,19
169,a_FrenchandIndianWar_2_1280_720,ry6epHaTtop,0,72,293,130,24
170,a_FrenchandIndianWar_2_1280_720,foKeH,0,235,294,75,21
171,a_FrenchandIndianWar_2_1280_720,mocnan,0,345,298,78,13
172,a_FrenchandIndianWar_2_1280_720,fononHuTenbHble,0,457,298,200,17
173,a_FrenchandIndianWar_2_1280_720,cuAbl,0,690,298,56,13
174,a_FrenchandIndianWar_2_1280_720,nog,0,781,298,41,17
175,a_FrenchandIndianWar_2_1280_720,Havanom,0,856,298,98,13
176,a_FrenchandIndianWar_2_1280_720,=,0,966,288,3,34
177,a_FrenchandIndianWar_2_1280_720,Knoga-Mbepa,0,989,294,147,23
178,a_FrenchandIndianWar_2_1280_720,NMukagu,0,72,366,84,21
179,a_FrenchandIndianWar_2_1280_720,ge,0,189,370,26,17
180,a_FrenchandIndianWar_2_1280_720,Koupexypa,0,249,366,121,23
181,a_FrenchandIndianWar_2_1280_720,ana,0,404,370,38,17
182,a_FrenchandIndianWar_2_1280_720,ocBo6ox%seHuA,0,477,365,168,22
183,a_FrenchandIndianWar_2_1280_720,"CeH-libepa,",0,679,366,128,23
184,a_FrenchandIndianWar_2_1280_720,wv,0,842,370,12,13
185,a_FrenchandIndianWar_2_1280_720,5,0,888,366,11,17
186,a_FrenchandIndianWar_2_1280_720,anpena,0,933,370,80,19
187,a_FrenchandIndianWar_2_1280_720,1754,1,1049,366,52,17
188,a_FrenchandIndianWar_2_1280_720,roga,0,1134,370,49,17
189,a_FrenchandIndianWar_2_1280_720,KoHpekyp,0,72,438,108,23
190,a_FrenchandIndianWar_2_1280_720,mpyvsBen,0,215,442,82,19
191,a_FrenchandIndianWar_2_1280_720,otTpag,0,331,442,66,19
192,a_FrenchandIndianWar_2_1280_720,uz,0,430,442,24,13
