,text,word,counter,x,y,width,height
0,a_Computationalcomplexitytheory_2_1280_720,Es,0,72,150,22,17
1,a_Computationalcomplexitytheory_2_1280_720,ist,0,128,150,24,17
2,a_Computationalcomplexitytheory_2_1280_720,verlockend,0,183,149,121,18
3,a_Computationalcomplexitytheory_2_1280_720,zu,0,338,154,23,13
4,a_Computationalcomplexitytheory_2_1280_720,"denken,",0,396,149,87,21
5,a_Computationalcomplexitytheory_2_1280_720,dass,0,517,149,48,18
6,a_Computationalcomplexitytheory_2_1280_720,Funktionsprobleme,0,600,149,215,24
7,a_Computationalcomplexitytheory_2_1280_720,viel,0,848,149,35,18
8,a_Computationalcomplexitytheory_2_1280_720,umfassender,0,918,149,145,18
9,a_Computationalcomplexitytheory_2_1280_720,sind,0,1096,149,44,18
10,a_Computationalcomplexitytheory_2_1280_720,als,0,1174,149,29,18
11,a_Computationalcomplexitytheory_2_1280_720,Entscheidungsprobleme.,0,72,221,274,24
12,a_Computationalcomplexitytheory_2_1280_720,Dies,0,381,221,45,18
13,a_Computationalcomplexitytheory_2_1280_720,ist,1,460,221,24,18
14,a_Computationalcomplexitytheory_2_1280_720,jedoch,0,515,221,74,24
15,a_Computationalcomplexitytheory_2_1280_720,nicht,0,624,221,53,18
16,a_Computationalcomplexitytheory_2_1280_720,der,0,710,221,36,18
17,a_Computationalcomplexitytheory_2_1280_720,"Fall,",0,780,221,40,21
18,a_Computationalcomplexitytheory_2_1280_720,da,0,854,221,25,18
19,a_Computationalcomplexitytheory_2_1280_720, Funktionsprobleme,0,914,221,216,24
20,a_Computationalcomplexitytheory_2_1280_720,als,1,1163,221,29,18
21,a_Computationalcomplexitytheory_2_1280_720,Entscheidungsprobleme,1,72,293,268,24
22,a_Computationalcomplexitytheory_2_1280_720,umformuliert,0,374,293,148,18
23,a_Computationalcomplexitytheory_2_1280_720,werden,0,554,293,83,18
24,a_Computationalcomplexitytheory_2_1280_720,kénnen.,0,672,293,87,18
25,a_Computationalcomplexitytheory_2_1280_720,So,0,793,294,25,17
26,a_Computationalcomplexitytheory_2_1280_720,kann,0,853,293,51,18
27,a_Computationalcomplexitytheory_2_1280_720,_,0,908,289,8,32
28,a_Computationalcomplexitytheory_2_1280_720,beispielsweise,0,939,293,158,24
29,a_Computationalcomplexitytheory_2_1280_720,die,0,1130,293,32,18
30,a_Computationalcomplexitytheory_2_1280_720,Multiplikation,0,72,365,150,24
31,a_Computationalcomplexitytheory_2_1280_720,zweier,0,256,366,71,17
32,a_Computationalcomplexitytheory_2_1280_720,Integerwerte,0,361,366,140,23
33,a_Computationalcomplexitytheory_2_1280_720,als,2,535,365,28,18
34,a_Computationalcomplexitytheory_2_1280_720,Dreiermenge,0,598,365,144,24
35,a_Computationalcomplexitytheory_2_1280_720,"(a,",0,775,366,24,21
36,a_Computationalcomplexitytheory_2_1280_720,"b,",0,834,365,17,21
37,a_Computationalcomplexitytheory_2_1280_720,c),0,885,366,17,21
38,a_Computationalcomplexitytheory_2_1280_720,ausgedrtickt,0,935,365,136,24
39,a_Computationalcomplexitytheory_2_1280_720,"werden,",1,1103,365,89,21
40,a_Computationalcomplexitytheory_2_1280_720,so,1,71,442,24,13
41,a_Computationalcomplexitytheory_2_1280_720,dass,1,128,437,49,18
42,a_Computationalcomplexitytheory_2_1280_720,die,1,210,437,32,18
43,a_Computationalcomplexitytheory_2_1280_720,Beziehung,0,277,437,114,24
44,a_Computationalcomplexitytheory_2_1280_720,a,0,424,442,11,13
45,a_Computationalcomplexitytheory_2_1280_720,x,0,469,441,10,11
46,a_Computationalcomplexitytheory_2_1280_720,b,1,514,437,12,18
47,a_Computationalcomplexitytheory_2_1280_720,=,0,559,443,12,7
48,a_Computationalcomplexitytheory_2_1280_720,c,0,589,433,20,32
49,a_Computationalcomplexitytheory_2_1280_720,_,1,616,442,1,13
50,a_Computationalcomplexitytheory_2_1280_720,gilt.,0,646,437,38,24
