"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"1074","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>DE</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","1076","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","3496","0.0-1.0","Win32","1280","720","1280","720","true","firefox","106.0.0","false","Windows 10","true","145.28","true","true","","","","",""
"916","
<p class=""webgaze-experiment-compact"" id=""paragraph"">Ein Fahrzeugkennzeichen ist ein Metall- oder Kunststoffschild, das zur amtlichen Identifizierung an einem Fahrzeug angebracht ist. In allen Ländern sind solche Kennzeichen für Straßenfahrzeuge wie Autos, Lastwagen und Motorräder erforderlich. <span id=""meco_para_12_qa_2"">Ob sie für andere Fahrzeuge wie Fahrräder, Boote oder Traktoren erforderlich sind, kann je nach Rechtssprechung variieren</span>. <span id=""meco_para_12_qa_3"">Die Registrierungskennung besteht aus einer Reihe von Buchstaben und Ziffern<span id=""meco_para_12_qa_3"">, die den Fahrzeughalter eindeutig im Fahrzeugregister der ausstellenden Behörde identifiziert. In einigen Ländern ist die Kennung innerhalb des gesamten Landes einzigartig, während sie dies in anderen Ländern nur innerhalb eines Staates oder einer Provinz ist. <span id=""meco_para_12_qa_0"">Frankreich war das erste Land, das Ende des 19. Jahrhunderts das Kennzeichen einführte</span>. Die Kennzeichen des frühen zwanzigsten Jahrhunderts variierten in Größe und Form je nach regionaler Rechtssprechung, so dass bei einem Umzug zusätzliche Löcher in das Auto gebohrt werden mussten, um das neue Kennzeichen anbringen zu können. <span id=""meco_para_12_qa_1"">Die Standardisierung der Platten erfolgte erst Ende der fünfziger Jahre</span>, als sich die Automobilhersteller mit Regierungen und internationalen Organisationen einigten.</p>"," ","html-keyboard-response","2","4413","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_12","[]","{""#paragraph"":{""x"":50,""y"":38,""width"":1180,""height"":667,""top"":38,""right"":1230,""bottom"":705,""left"":50},""#meco_para_12_qa_0"":{""x"":70,""y"":398.29998779296875,""width"":1076.433349609375,""height"":71.80000305175781,""top"":398.29998779296875,""right"":1146.433349609375,""bottom"":470.09999084472656,""left"":70},""#meco_para_12_qa_1"":{""x"":184.14999389648438,""y"":607.2999877929688,""width"":942.86669921875,""height"":30,""top"":607.2999877929688,""right"":1127.0166931152344,""bottom"":637.2999877929688,""left"":184.14999389648438},""#meco_para_12_qa_2"":{""x"":70,""y"":189.3000030517578,""width"":1128.11669921875,""height"":71.80000305175781,""top"":189.3000030517578,""right"":1198.11669921875,""bottom"":261.1000061035156,""left"":70},""#meco_para_12_qa_3"":{""x"":70,""y"":231.10000610351562,""width"":1129.6666259765625,""height"":448,""top"":231.10000610351562,""right"":1199.6666259765625,""bottom"":679.1000061035156,""left"":70}}","",""
"964","<p class=""webgaze-experiment"" id=""question"">Wurde die Kennzeichengröße vor dem Zweiten Weltkrieg vereinheitlicht? ","0","html-button-response","3","5379","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_12_qa_1","[]","{""#question"":{""x"":126.78334045410156,""y"":285.29998779296875,""width"":1026.433349609375,""height"":112,""top"":285.29998779296875,""right"":1153.2166900634766,""bottom"":397.29998779296875,""left"":126.78334045410156}}","False",""
"795","
<p class=""webgaze-experiment"" id=""paragraph"">Im tibetischen Buddhismus werden die Dharma-Lehrer/innen gewöhnlich als <span id=""a_Teacher_4_qa_0"">Lama</span> bezeichnet. Ein Lama, der sich durch <span id=""a_Teacher_4_qa_4"">Phowa und Siddhi</span> bewusst zur <span id=""a_Teacher_4_qa_1"">Wiedergeburt</span>, häufig <span id=""a_Teacher_4_qa_3"">mehrere Male</span>, entschlossen hat, um sein Bodhisattva-Gelübte fortsetzen zu können, wird <span id=""a_Teacher_4_qa_2"">Tulku</span> genannt.</p>"," ","html-keyboard-response","4","6176","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_4","[]","{""#paragraph"":{""x"":50,""y"":208.5,""width"":1180,""height"":328,""top"":208.5,""right"":1230,""bottom"":536.5,""left"":50},""#a_Teacher_4_qa_0"":{""x"":1134.2833251953125,""y"":248,""width"":61.416656494140625,""height"":33,""top"":248,""right"":1195.6999816894531,""bottom"":281,""left"":1134.2833251953125},""#a_Teacher_4_qa_1"":{""x"":70,""y"":392,""width"":153.98333740234375,""height"":33,""top"":392,""right"":223.98333740234375,""bottom"":425,""left"":70},""#a_Teacher_4_qa_2"":{""x"":474.75,""y"":464,""width"":61.33332824707031,""height"":33,""top"":464,""right"":536.0833282470703,""bottom"":497,""left"":474.75},""#a_Teacher_4_qa_3"":{""x"":362.6000061035156,""y"":392,""width"":182.71665954589844,""height"":33,""top"":392,""right"":545.3166656494141,""bottom"":425,""left"":362.6000061035156},""#a_Teacher_4_qa_4"":{""x"":634.5166625976562,""y"":320,""width"":251.48333740234375,""height"":33,""top"":320,""right"":886,""bottom"":353,""left"":634.5166625976562}}","",""
"688","","{""Q0"":""1""}","survey-text","5","6865","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_4_qa_1","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Wiedergeburt","Wozu ist ein Lama entschlossen?"
"450","
<p class=""webgaze-experiment"" id=""paragraph"">Es ist verlockend zu denken, dass Funktionsprobleme viel umfassender sind als Entscheidungsprobleme. Dies ist jedoch nicht der Fall, da Funktionsprobleme <span id=""a_Computationalcomplexitytheory_2_qa_0"">als Entscheidungsprobleme</span> umformuliert werden können. So kann beispielsweise die Multiplikation zweier Integerwerte als <span id=""a_Computationalcomplexitytheory_2_qa_1"">Dreiermenge</span> (a, b, c) ausgedrückt werden, so dass die Beziehung a × b = c gilt. Die Entscheidung, ob ein bestimmtes Tripel zu dieser Menge gehört, entspricht der Lösung des Problems der Multiplikation zweier Zahlen.</p>"," ","html-keyboard-response","6","7318","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_Computationalcomplexitytheory_2","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Computationalcomplexitytheory_2_qa_0"":{""x"":70,""y"":212,""width"":1122.933349609375,""height"":105,""top"":212,""right"":1192.933349609375,""bottom"":317,""left"":70},""#a_Computationalcomplexitytheory_2_qa_1"":{""x"":595.7000122070312,""y"":356,""width"":147.01666259765625,""height"":33,""top"":356,""right"":742.7166748046875,""bottom"":389,""left"":595.7000122070312}}","",""
"669","","{""Q0"":""1""}","survey-text","7","7990","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_Computationalcomplexitytheory_2_qa_1","[]","{""#question"":{""x"":50,""y"":251.6999969482422,""width"":1180,""height"":184,""top"":251.6999969482422,""right"":1230,""bottom"":435.6999969482422,""left"":50}}","Dreiermenge","Wenn zwei ganze Zahlen multipliziert werden und einen Wert ausgeben, wie heißt dann diese Ausdrucksmenge?"
"889","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_Construction_2_qa_2"">Die Standard Industrial Classification und das neuere nordamerikanische Industry Classification System</span> haben ein Klassifizierungssystem für Unternehmen, die Bauarbeiten ausführen oder anderweitig damit befasst sind. Um die Unterschiede der Unternehmen in diesem Sektor zu ermitteln, ist es in drei Teilsektoren unterteilt: <span id=""a_Construction_2_qa_0"">Einfache Bauausführung, Schwermaschinen- und Tiefbau, sowie Spezialbauunternehmen</span>. Es gibt auch Kategorien für <span id=""a_Construction_2_qa_1"">Baudienstleistungsunternehmen (z. B. Ingenieurwesen, Architektur) und Bauleiter</span> (<span id=""a_Construction_2_qa_3"">Unternehmen, die Bauprojekte verwalten, ohne die direkte finanzielle Verantwortung für den Abschluss des Bauprojekts</span> zu übernehmen).</p>"," ","html-keyboard-response","8","8880","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_Construction_2","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Construction_2_qa_0"":{""x"":70,""y"":356,""width"":1054.4000244140625,""height"":105,""top"":356,""right"":1124.4000244140625,""bottom"":461,""left"":70},""#a_Construction_2_qa_1"":{""x"":70,""y"":500,""width"":1062.3333740234375,""height"":33,""top"":500,""right"":1132.3333740234375,""bottom"":533,""left"":70},""#a_Construction_2_qa_2"":{""x"":70,""y"":68,""width"":1113.7166748046875,""height"":105,""top"":68,""right"":1183.7166748046875,""bottom"":173,""left"":70},""#a_Construction_2_qa_3"":{""x"":70,""y"":572,""width"":960.0999755859375,""height"":105,""top"":572,""right"":1030.0999755859375,""bottom"":677,""left"":70}}","",""
"582","","{""Q0"":""1""}","survey-text","9","9463","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_Construction_2_qa_1","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Baudienstleistungsunternehmen (z. B. Ingenieurwesen, Architektur) und Bauleiter","Wofür gibt es noch weitere Kategorien?"
