"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"1096","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>DE</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","1099","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","3519","0.0-1.0","Win32","1280","720","1280","720","true","firefox","106.0.0","false","Windows 10","true","144.93","true","true","","","","",""
"551","
<p class=""webgaze-experiment-compact"" id=""paragraph"">Ein Fahrzeugkennzeichen ist ein Metall- oder Kunststoffschild, das zur amtlichen Identifizierung an einem Fahrzeug angebracht ist. In allen Ländern sind solche Kennzeichen für Straßenfahrzeuge wie Autos, Lastwagen und Motorräder erforderlich. <span id=""meco_para_12_qa_2"">Ob sie für andere Fahrzeuge wie Fahrräder, Boote oder Traktoren erforderlich sind, kann je nach Rechtssprechung variieren</span>. <span id=""meco_para_12_qa_3"">Die Registrierungskennung besteht aus einer Reihe von Buchstaben und Ziffern<span id=""meco_para_12_qa_3"">, die den Fahrzeughalter eindeutig im Fahrzeugregister der ausstellenden Behörde identifiziert. In einigen Ländern ist die Kennung innerhalb des gesamten Landes einzigartig, während sie dies in anderen Ländern nur innerhalb eines Staates oder einer Provinz ist. <span id=""meco_para_12_qa_0"">Frankreich war das erste Land, das Ende des 19. Jahrhunderts das Kennzeichen einführte</span>. Die Kennzeichen des frühen zwanzigsten Jahrhunderts variierten in Größe und Form je nach regionaler Rechtssprechung, so dass bei einem Umzug zusätzliche Löcher in das Auto gebohrt werden mussten, um das neue Kennzeichen anbringen zu können. <span id=""meco_para_12_qa_1"">Die Standardisierung der Platten erfolgte erst Ende der fünfziger Jahre</span>, als sich die Automobilhersteller mit Regierungen und internationalen Organisationen einigten.</p>"," ","html-keyboard-response","2","4072","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_12","[]","{""#paragraph"":{""x"":50,""y"":38,""width"":1180,""height"":667,""top"":38,""right"":1230,""bottom"":705,""left"":50},""#meco_para_12_qa_0"":{""x"":70,""y"":398.29998779296875,""width"":1076.433349609375,""height"":71.80000305175781,""top"":398.29998779296875,""right"":1146.433349609375,""bottom"":470.09999084472656,""left"":70},""#meco_para_12_qa_1"":{""x"":184.14999389648438,""y"":607.2999877929688,""width"":942.86669921875,""height"":30,""top"":607.2999877929688,""right"":1127.0166931152344,""bottom"":637.2999877929688,""left"":184.14999389648438},""#meco_para_12_qa_2"":{""x"":70,""y"":189.3000030517578,""width"":1128.11669921875,""height"":71.80000305175781,""top"":189.3000030517578,""right"":1198.11669921875,""bottom"":261.1000061035156,""left"":70},""#meco_para_12_qa_3"":{""x"":70,""y"":231.10000610351562,""width"":1129.6666259765625,""height"":448,""top"":231.10000610351562,""right"":1199.6666259765625,""bottom"":679.1000061035156,""left"":70}}","",""
"863","<p class=""webgaze-experiment"" id=""question"">Besteht eine Fahrzeugkennung aus Buchstaben, Ziffern und Symbolen? ","0","html-button-response","3","4936","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_12_qa_3","[]","{""#question"":{""x"":134.8000030517578,""y"":285.29998779296875,""width"":1010.4000244140625,""height"":112,""top"":285.29998779296875,""right"":1145.2000274658203,""bottom"":397.29998779296875,""left"":134.8000030517578}}","False",""
"406","
<p class=""webgaze-experiment"" id=""paragraph"">Lehrkräfte in Wales können registrierte Mitglieder von <span id=""a_Teacher_1_qa_0""><span id=""a_Teacher_1_qa_3"">Gewerkschaften</span></span> wie ATL, NUT oder NASUWT sein. Berichten zufolge <span id=""a_Teacher_1_qa_1"">fällt</span> in den letzten Jahren in Wales das Durchschnittsalter der Lehrkräfte. Die Lehrkräfte sind also jünger als in der Vergangenheit. Ein wachsender Grund zur <span id=""a_Teacher_1_qa_4"">Sorge</span> sind Angriffe auf Lehrkräfte an walisischen Schulen, die <span id=""a_Teacher_1_qa_2"">zwischen 2005 und 2010</span> ein Allzeithoch erreichten.</p>"," ","html-keyboard-response","4","5343","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_1","[]","{""#paragraph"":{""x"":50,""y"":136.5,""width"":1180,""height"":472,""top"":136.5,""right"":1230,""bottom"":608.5,""left"":50},""#a_Teacher_1_qa_0"":{""x"":854.566650390625,""y"":176,""width"":181.25,""height"":33,""top"":176,""right"":1035.816650390625,""bottom"":209,""left"":854.566650390625},""#a_Teacher_1_qa_1"":{""x"":698.7833251953125,""y"":248,""width"":42.08332824707031,""height"":33,""top"":248,""right"":740.8666534423828,""bottom"":281,""left"":698.7833251953125},""#a_Teacher_1_qa_2"":{""x"":626.86669921875,""y"":464,""width"":349.316650390625,""height"":33,""top"":464,""right"":976.183349609375,""bottom"":497,""left"":626.86669921875},""#a_Teacher_1_qa_3"":{""x"":854.566650390625,""y"":176,""width"":181.25,""height"":33,""top"":176,""right"":1035.816650390625,""bottom"":209,""left"":854.566650390625},""#a_Teacher_1_qa_4"":{""x"":793.5,""y"":392,""width"":63.93333435058594,""height"":33,""top"":392,""right"":857.4333343505859,""bottom"":425,""left"":793.5}}","",""
"649","","{""Q0"":""1""}","survey-text","5","5995","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_1_qa_3","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Gewerkschaften","Was ist die NASUWT?"
"425","
<p class=""webgaze-experiment"" id=""paragraph"">Diese Vorhersage war in der abschließenden Zusammenfassung für politische Entscheidungsträger nicht enthalten. Das IPCC hat seither zugegeben, dass <span id=""a_IntergovernmentalPanelonClimateChange_2_qa_0"">die Zeitangabe</span> unrichtig ist, aber nochmals bekräftigt, dass die Schlussfolgerung in der abschließenden Zusammenfassung solide sei. Es drückte sein Bedauern über <span id=""a_IntergovernmentalPanelonClimateChange_2_qa_1"">„die mangelhafte Anwendung gängiger IPCC-Verfahren in diesem Fall“</span> aus. Die Zeitangabe 2035 wurde vom IPCC korrekt aus <span id=""a_IntergovernmentalPanelonClimateChange_2_qa_2"">dem WWF-Bericht</span> zitiert, welcher seine eigene Quelle, einen ICSI-Bericht  <span id=""a_IntergovernmentalPanelonClimateChange_2_qa_3"">„Variations of Snow and Ice in the past and at present on a Global and Regional Scale“</span>, falsch zitiert hat. </p>"," ","html-keyboard-response","6","6421","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_IntergovernmentalPanelonClimateChange_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_IntergovernmentalPanelonClimateChange_2_qa_0"":{""x"":70,""y"":176,""width"":1101.9000244140625,""height"":105,""top"":176,""right"":1171.9000244140625,""bottom"":281,""left"":70},""#a_IntergovernmentalPanelonClimateChange_2_qa_1"":{""x"":70,""y"":392,""width"":953.25,""height"":33,""top"":392,""right"":1023.25,""bottom"":425,""left"":70},""#a_IntergovernmentalPanelonClimateChange_2_qa_2"":{""x"":760.0333251953125,""y"":464,""width"":225.68331909179688,""height"":33,""top"":464,""right"":985.7166442871094,""bottom"":497,""left"":760.0333251953125},""#a_IntergovernmentalPanelonClimateChange_2_qa_3"":{""x"":70,""y"":536,""width"":1084.4666748046875,""height"":105,""top"":536,""right"":1154.4666748046875,""bottom"":641,""left"":70}}","",""
"568","","{""Q0"":""1""}","survey-text","7","6992","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_IntergovernmentalPanelonClimateChange_2_qa_2","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","dem WWF-Bericht","Was war die Fehlerquelle?"
"1029","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_IntergovernmentalPanelonClimateChange_0_qa_1"">Der koreanische</span> Wirtschaftswissenschaftler <span id=""a_IntergovernmentalPanelonClimateChange_0_qa_0"">Hoesung Lee</span> ist seit der Wahl des neuen IPCC-Vorstandes am 8. Oktober 2015 der Vorsitzende des IPCC. Vor dieser Wahl wurde das IPCC von seinem stellvertretenden Vorsitzenden <span id=""a_IntergovernmentalPanelonClimateChange_0_qa_2"">Ismail El Gizouli</span> geleitet, der nach dem Rücktritt von Rajendra K. Pachauri im <span id=""a_IntergovernmentalPanelonClimateChange_0_qa_4"">Februar 2015</span> zum amtierenden Vorsitzenden ernannt wurde. Die früheren Vorsitzenden waren Rajendra K. Pachauri, gewählt im Mai 2002, Robert Watson 1997 und <span id=""a_IntergovernmentalPanelonClimateChange_0_qa_3"">Bert Bolin</span> 1988. Dem Vorsitzenden assistiert ein gewählter Vorstand, zu dem ein stellvertretender Vorsitzender, Co-Vorsitzende der Arbeitsgruppen und ein Sekretariat zählen.</p>"," ","html-keyboard-response","8","8021","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_IntergovernmentalPanelonClimateChange_0","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_IntergovernmentalPanelonClimateChange_0_qa_0"":{""x"":638.3499755859375,""y"":68,""width"":170.25,""height"":33,""top"":68,""right"":808.5999755859375,""bottom"":101,""left"":638.3499755859375},""#a_IntergovernmentalPanelonClimateChange_0_qa_1"":{""x"":70,""y"":68,""width"":207.5500030517578,""height"":33,""top"":68,""right"":277.5500030517578,""bottom"":101,""left"":70},""#a_IntergovernmentalPanelonClimateChange_0_qa_2"":{""x"":70,""y"":212,""width"":1096.13330078125,""height"":105,""top"":212,""right"":1166.13330078125,""bottom"":317,""left"":70},""#a_IntergovernmentalPanelonClimateChange_0_qa_3"":{""x"":231.4499969482422,""y"":500,""width"":135.36666870117188,""height"":33,""top"":500,""right"":366.81666564941406,""bottom"":533,""left"":231.4499969482422},""#a_IntergovernmentalPanelonClimateChange_0_qa_4"":{""x"":70,""y"":356,""width"":174.3333282470703,""height"":33,""top"":356,""right"":244.3333282470703,""bottom"":389,""left"":70}}","",""
"554","","{""Q0"":""1""}","survey-text","9","8577","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_IntergovernmentalPanelonClimateChange_0_qa_1","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Der koreanische","Welche Nationalität hat Hoesung Lee?"
