,word_id_orig,TRT,FixCount,Span_word_is_in,text_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,The_0,,0,,meco_para_11,0,The,1,3,False,0.061488673139158574,NR,
1,International_0,,0,,meco_para_11,0,International,1,13,False,0.061488673139158574,NR,
2,Union_0,66.0,1,,meco_para_11,1,Union,1,5,False,0.061488673139158574,NR,0.06255924170616113
3,for_0,,0,,meco_para_11,0,for,1,3,False,0.061488673139158574,NR,
4,Conservation_0,322.0,2,,meco_para_11,2,Conservation,1,12,False,0.061488673139158574,NR,0.3052132701421801
5,of_0,,0,,meco_para_11,0,of,1,2,False,0.061488673139158574,NR,
6,Nature_0,,0,,meco_para_11,0,Nature,1,6,False,0.061488673139158574,NR,
7,is_0,,0,,meco_para_11,0,is,1,2,False,0.061488673139158574,NR,
8,an__0,,0,meco_para_11_qa_0 ,meco_para_11,0,an,1,2,False,0.061488673139158574,NR,
9,international_1,,0,meco_para_11_qa_0 ,meco_para_11,0,international,1,13,False,0.061488673139158574,NR,
10,organization_0,,0,meco_para_11_qa_0 ,meco_para_11,0,organization,1,12,False,0.061488673139158574,NR,
11,working_0,197.0,2,,meco_para_11,2,working,1,7,False,0.061488673139158574,NR,0.18672985781990523
12,in_0,,0,,meco_para_11,0,in,1,2,False,0.061488673139158574,NR,
13,the_1,66.0,1,,meco_para_11,1,the,1,3,False,0.061488673139158574,NR,0.06255924170616113
14,field_0,,0,,meco_para_11,0,field,1,5,False,0.061488673139158574,NR,
15,of_1,,0,,meco_para_11,0,of,1,2,False,0.061488673139158574,NR,
16,nature_1,57.0,1,,meco_para_11,1,nature,1,6,False,0.061488673139158574,NR,0.05402843601895735
17,conservation_1,74.0,1,,meco_para_11,1,conservation,1,12,False,0.061488673139158574,NR,0.07014218009478673
18,and_0,,0,,meco_para_11,0,and,1,3,False,0.061488673139158574,NR,
19,the_2,,0,,meco_para_11,0,the,1,3,False,0.061488673139158574,NR,
20,sustainable_0,,0,,meco_para_11,0,sustainable,1,11,False,0.061488673139158574,NR,
21,use_0,61.0,1,,meco_para_11,1,use,1,3,False,0.061488673139158574,NR,0.05781990521327014
22,of_2,,0,,meco_para_11,0,of,1,2,False,0.061488673139158574,NR,
23,natural_0,,0,,meco_para_11,0,natural,1,7,False,0.061488673139158574,NR,
24,resources._0,212.0,2,,meco_para_11,2,resources.,1,10,False,0.061488673139158574,NR,0.2009478672985782
25,It_0,66.0,1,,meco_para_11,1,It,2,2,False,0.061488673139158574,NR,0.0625
26,is_1,210.0,3,,meco_para_11,3,is,2,2,False,0.061488673139158574,NR,0.19886363636363635
27,involved_0,519.0,4,,meco_para_11,4,involved,2,8,False,0.061488673139158574,NR,0.4914772727272727
28,in_1,,0,,meco_para_11,0,in,2,2,False,0.061488673139158574,NR,
29,data_0,,0,,meco_para_11,0,data,2,4,False,0.061488673139158574,NR,
30,gathering_0,,0,,meco_para_11,0,gathering,2,9,False,0.061488673139158574,NR,
31,and_1,,0,,meco_para_11,0,and,2,3,False,0.061488673139158574,NR,
32,"analysis,_0",,0,,meco_para_11,0,"analysis,",2,9,False,0.061488673139158574,NR,
33,"research,_0",,0,,meco_para_11,0,"research,",2,9,False,0.061488673139158574,NR,
34,field_1,,0,,meco_para_11,0,field,2,5,False,0.061488673139158574,NR,
35,"projects,_0",,0,,meco_para_11,0,"projects,",2,9,False,0.061488673139158574,NR,
36,"advocacy,_0",63.0,1,,meco_para_11,1,"advocacy,",2,9,False,0.061488673139158574,NR,0.05965909090909091
37,and_2,69.0,1,,meco_para_11,1,and,2,3,False,0.061488673139158574,NR,0.06534090909090909
38,education._0,129.0,2,,meco_para_11,2,education.,2,10,False,0.061488673139158574,NR,0.12215909090909091
39,Its_0,,0,,meco_para_11,0,Its,3,3,False,0.061488673139158574,NR,
40,mission_0,126.0,1,,meco_para_11,1,mission,3,7,False,0.061488673139158574,NR,0.03273577552611068
41,is_2,,0,,meco_para_11,0,is,3,2,False,0.061488673139158574,NR,
42,to_0,370.0,3,,meco_para_11,3,to,3,2,False,0.061488673139158574,NR,0.09612886464016628
43,"‘influence,_0",149.0,2,,meco_para_11,2,"‘influence,",3,11,False,0.061488673139158574,NR,0.03871135359833723
44,encourage_0,68.0,1,,meco_para_11,1,encourage,3,9,False,0.061488673139158574,NR,0.01766692647440894
45,and_3,140.0,1,,meco_para_11,1,and,3,3,False,0.061488673139158574,NR,0.036373083917900756
46,assist_0,,0,,meco_para_11,0,assist,3,6,False,0.061488673139158574,NR,
47,societies_0,62.0,1,,meco_para_11,1,societies,3,9,False,0.061488673139158574,NR,0.01610808002078462
48,throughout_0,,0,meco_para_11_qa_2 ,meco_para_11,0,throughout,3,10,False,0.061488673139158574,NR,
49,the_3,285.0,2,meco_para_11_qa_2 ,meco_para_11,2,the,3,3,False,0.061488673139158574,NR,0.0740452065471551
50,world_0,186.0,2,meco_para_11_qa_2 ,meco_para_11,2,world,3,5,False,0.061488673139158574,NR,0.048324240062353856
51,to_1,63.0,1,meco_para_11_qa_2 ,meco_para_11,1,to,3,2,False,0.061488673139158574,NR,0.01636788776305534
52,conserve_0,186.0,3,meco_para_11_qa_2 ,meco_para_11,3,conserve,3,8,False,0.061488673139158574,NR,0.048324240062353856
53,nature_2,303.0,4,meco_para_11_qa_2 ,meco_para_11,4,nature,3,6,False,0.061488673139158574,NR,0.07872174590802807
54,and_4,,0,meco_para_11_qa_2 ,meco_para_11,0,and,3,3,False,0.061488673139158574,NR,
55,to_2,134.0,1,meco_para_11_qa_2 ,meco_para_11,1,to,3,2,False,0.061488673139158574,NR,0.034814237464276435
56,ensure_0,281.0,4,meco_para_11_qa_2 ,meco_para_11,4,ensure,3,6,False,0.061488673139158574,NR,0.07300597557807223
57,that_0,157.0,2,meco_para_11_qa_2 ,meco_para_11,2,that,3,4,False,0.061488673139158574,NR,0.04078981553650299
58,any_0,151.0,1,meco_para_11_qa_2 ,meco_para_11,1,any,3,3,False,0.061488673139158574,NR,0.03923096908287867
59,use_1,,0,meco_para_11_qa_2 ,meco_para_11,0,use,3,3,False,0.061488673139158574,NR,
60,of_3,69.0,1,meco_para_11_qa_2 ,meco_para_11,1,of,3,2,False,0.061488673139158574,NR,0.017926734216679657
61,natural_1,117.0,2,meco_para_11_qa_2 ,meco_para_11,2,natural,3,7,False,0.061488673139158574,NR,0.030397505845674203
62,resources_1,,0,meco_para_11_qa_2 ,meco_para_11,0,resources,3,9,False,0.061488673139158574,NR,
63,is_3,65.0,1,meco_para_11_qa_2 ,meco_para_11,1,is,3,2,False,0.061488673139158574,NR,0.016887503247596778
64,equitable_0,211.0,3,meco_para_11_qa_2 ,meco_para_11,3,equitable,3,9,False,0.061488673139158574,NR,0.05481943361912185
65,and_5,119.0,2,meco_para_11_qa_2 ,meco_para_11,2,and,3,3,False,0.061488673139158574,NR,0.030917121330215642
66,ecologically_0,213.0,3,meco_para_11_qa_2 ,meco_para_11,3,ecologically,3,12,False,0.061488673139158574,NR,0.05533904910366329
67,sustainable’._0,394.0,5,meco_para_11_qa_2 ,meco_para_11,5,sustainable’.,3,13,False,0.061488673139158574,NR,0.10236425045466355
68,Over_0,76.0,1,meco_para_11_qa_2 ,meco_para_11,1,Over,4,4,False,0.061488673139158574,NR,0.015196960607878424
