,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,"El identificador de la matrícula del vehículo puede estar compuesto por letras, dígitos y símbolos.",meco_para_12_qa_3,NR,False,ES
4,"Entre Bingen y Bonn, el Rin Medio fluye a través de la garganta del Rin, una formación que creó la erosión. La tasa de erosión igualó el levantamiento en la región, de tal manera que el río quedó en su nivel original mientras las tierras circundantes se elevaban. La garganta es bastante profunda y es el tramo del río que se conoce por sus muchos castillos y viñedos. Es Patrimonio de la Humanidad de la UNESCO (2002) y conocido como ""el Rin Romántico"", con más de 40 castillos y fortalezas de la Edad Media y muchos pueblos pintorescos y encantadores.",a_Rhine_0,NR,,ES
5,¿Por qué es conocida la garganta del Rin?,a_Rhine_0_qa_6,NR,castillos y viñedos,ES
6,"El calor necesario para hervir el agua y suministrar el vapor puede derivarse de varias fuentes, generalmente de la quema de materiales combustibles con un suministro adecuado de aire en un espacio cerrado (llamado de varias maneras: cámara de combustión, chimenea...). En algunos casos la fuente de calor es un reactor nuclear, energía geotérmica, energía solar o calor residual de un motor de combustión interna o proceso industrial. En el caso de modelos o motores de vapor de juguete, la fuente de calor puede ser un calentador eléctrico.",a_Steamengine_0,NR,,ES
7,¿Qué tipo de elemento calefactor se utiliza a menudo en las máquinas de vapor de juguete?,a_Steamengine_0_qa_3,NR,eléctrico,ES
8,"A Fresno se puede acceder por la carretera estatal 99, la principal autopista norte/sur que conecta los principales centros de población del Valle Central de California. La carretera estatal 168, la autopista Sierra, se dirige al este hacia la ciudad de Clovis y Huntington Lake. La carretera estatal 41 (autopista Yosemite Freeway/autopista Eisenhower) llega a Fresno desde Atascadero en el sur, y luego se dirige al norte hacia Yosemite. La carretera estatal 180 (autopista de Kings Canyon) viene desde el oeste a través de Mendota, y desde el este en el Parque Nacional Kings Canyon en dirección a la ciudad de Reedley.",a_FresnoCalifornia_3,NR,,ES
9,¿Cuál es otro nombre para la autopista Yosemite?,a_FresnoCalifornia_3_qa_2,NR,carretera estatal 41,ES
10,"Los docentes de Gales pueden ser miembros registrados de sindicatos como ATL, NUT o NASUWT, y los informes de los últimos años indican que la edad media de los docentes de Gales está reduciéndose y que los docentes son más jóvenes que en años anteriores. Una causa creciente de preocupación son los ataques a docentes en colegios galeses, que alcanzaron su máximo absoluto entre 2005 y 2010.",a_Teacher_1,NR,,ES
11,¿Qué están provocando los ataques a docentes?,a_Teacher_1_qa_4,NR,preocupación,ES
