,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,"El identificador de la matrícula del vehículo puede estar compuesto por letras, dígitos y símbolos.",meco_para_12_qa_3,NR,False,ES
4,"Con las fechas de juicio de la corte penal internacional en 2013 tanto para el presidente Kenyatta como para el vicepresidente William Ruto en relación con las secuelas de las elecciones de 2007, el presidente de EE. UU., Barack Obama eligió no visitar el país a mediados de 2013 durante su viaje africano. Más tarde en el verano, Kenyatta visitó China por invitación del presidente Xi Jinping después de una parada en Rusia y no haber visitado Estados Unidos como presidente. En julio de 2015 Obama visitó Kenia, como el primer presidente estadounidense en visitar el país mientras estaba en el cargo.",a_Kenya_2,NR,,ES
5,¿Cuándo visitó Obama a Kenia finalmente?,a_Kenya_2_qa_3,NR,julio de 2015,ES
6,"Donde es el área de la sección transversal relevante para el volumen para el que se calcula el tensor de esfuerzo. Este formalismo incluye términos de presión relacionados con fuerzas que actúan normalmente en el área de la sección transversal (las diagonales de la matriz del tensor), así como términos de cizallamiento relacionados con las fuerzas que actúan paralelamente al área de la sección transversal (los elementos fuera de la diagonal). El tensor de esfuerzo tiene en cuenta las fuerzas que causan todas las deformaciones, incluso las tensiones de tracción y las compresiones.:133–134:38-1–38-11",a_Force_4,NR,,ES
7,¿Qué se utiliza para calcular el área de sección transversal en el volumen de un objeto?,a_Force_4_qa_1,NR,términos de presión,ES
8,"Las Ergänzungsschulen son escuelas secundarias o postsecundarias (no terciarias), que administran personas privadas, organizaciones privadas o en raras ocasiones, grupos religiosos y ofrecen un tipo de educación que no está disponible en las escuelas públicas. La mayoría de estas escuelas son escuelas vocacionales. Sin embargo, estas escuelas de formación profesional no forman parte del sistema educativo dual alemán. Las Ergänzungsschulen tienen la libertad de funcionar fuera de las normas gubernamentales y se financian en su totalidad cobrando a sus estudiantes tasas de matrícula.",a_Privateschool_0,NR,,ES
9,¿Qué tipo de escuelas son las más ergänzungsschulen?,a_Privateschool_0_qa_1,NR,vocacionales,ES
10,"La construcción es el proceso de levantar un edificio o infraestructura. La construcción difiere de la fabricación en que la fabricación normalmente implica la producción en masa de artículos similares sin un comprador determinado, mientras que la construcción generalmente se lleva a cabo en un lugar determinado para un cliente conocido. La construcción como sector comprende del seis al nueve por ciento del producto interior bruto de los países desarrollados. La construcción comienza con la planificación, el diseño [cita necesaria] y la financiación y continúa hasta que el proyecto esté construido y listo para su uso.",a_Construction_0,NR,,ES
11,¿Qué porcentaje del producto interior bruto comprende la construcción?,a_Construction_0_qa_2,NR,seis al nueve por ciento,ES
