,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes.,meco_para_12_qa_2,NR,False,ES
4,"La reanudación de la guerra religiosa en la década de 1620 provocó la abolición de los privilegios políticos y militares de los hugonotes tras su derrota. Conservaron las disposiciones religiosas del Edicto de Nantes hasta el reinado de Luis XIV, que progresivamente aumentó su persecución hasta que declaró el Edicto de Fontainebleau (1685), que abolió todo reconocimiento legal del protestantismo en Francia, y obligó a los hugonotes a convertirse. Aunque casi tres cuartas partes de ellos fueron asesinados o sometidos, aproximadamente 500 000 hugonotes habían huido de Francia a principios del siglo XVIII [se necesita una cita].",a_Huguenot_0,NR,,ES
5,¿Qué clase de francés emitió esta declaración?,a_Huguenot_0_qa_2,NR,Luis XIV,ES
6,"Algunas de las escuelas más antiguas de Sudáfrica son escuelas eclesiásticas privadas que fueron establecidas por misioneros a principios del siglo XIX. El sector privado ha crecido desde entonces. Después de la abolición del apartheid, las leyes que rigen la educación privada en Sudáfrica cambiaron significativamente. La Ley de Escuelas Sudafricanas de 1996 reconoce dos categorías de escuelas: escuelas ""públicas"" (controladas por el estado) e ""independientes"" (que incluyen escuelas privadas tradicionales y escuelas que son administradas de forma privada [se necesitan aclaraciones].)",a_Privateschool_2,NR,,ES
7,¿Qué ley sudafricana reconoce dos tipos de escuelas?,a_Privateschool_2_qa_0,NR,Ley de Escuelas Sudafricanas,ES
8,"Estos cloroplastos, que se remontan directamente a un ancestro cianobacteriano, se conocen como plastidios primarios (""plástido"" en este contexto significa casi lo mismo que cloroplasto). Todos los cloroplastos primarios pertenecen a uno de tres linajes de cloroplastos: el linaje de cloroplastos de glaucofito, el rodófito o linaje de cloroplastos de algas rojas o el cloroplástida o linaje de cloroplastos verdes. Los dos segundos son los más grandes, y el linaje de cloroplasto verde es el que contiene las plantas terrestres.",a_Chloroplast_1,NR,,ES
9,¿Qué linaje incluye plantas terrestres?,a_Chloroplast_1_qa_4,NR,el linaje de cloroplasto verde,ES
10,"Mediante la combinación de la definición de corriente eléctrica como la velocidad de cambio de la carga eléctrica, una regla de multiplicación vectorial llamada Ley de Lorentz describe la fuerza sobre una carga que se mueve en un campo magnético. La conexión entre la electricidad y el magnetismo permite la descripción de una fuerza electromagnética unificada que actúa sobre una carga. Esta fuerza se puede escribir como una suma de la fuerza electrostática (debido al campo eléctrico) y la fuerza magnética (debido al campo magnético). En pocas palabras, esta es la ley:",a_Force_3,NR,,ES
11,¿Como suma de qué se escribe la fuerza electrostática y magnética?,a_Force_3_qa_3,NR,fuerza electrostática,ES
12,"Los movimientos islamistas como los Hermanos Musulmanes, ""son bien conocidos por proporcionar refugios, asistencia educativa, clínicas médicas gratuitas o de bajo coste, asistencia de vivienda a estudiantes de fuera de la ciudad, grupos de asesoramiento estudiantil, organización de ceremonias matrimoniales en masa de bajo coste, para evitar las prohibitivamente costosas demandas de dote, asistencia legal, instalaciones deportivas, y grupos de mujeres"". Todo esto se contrapone muy favorablemente a gobiernos incompetentes, ineficientes o negligentes cuyo compromiso con la justicia social se limita a la retórica.",a_Islamism_1,IS,,ES
13,¿Por qué tipo de ayuda a los estudiantes de fuera de la ciudad son conocidos los Hermanos Musulmanes?,q_after_a_Islamism_1_qa_2,IS,"refugios, asistencia educativa, clínicas médicas gratuitas o de bajo coste, asistencia de vivienda",ES
14,"Victoria tiene una constitución escrita promulgada en 1975, pero basada en la Constitución colonial de 1855, aprobada por el Parlamento del Reino Unido como la Ley Constitucional de Victoria de 1855, que establece que el Parlamento es el órgano legislativo del estado en asuntos que sean responsabilidad del estado. El Parlamento de Victoria puede enmendar la Constitución de Victoria, excepto ciertas disposiciones «arraigadas» que requieren una mayoría absoluta de ambas cámaras, una mayoría de tres quintas partes en ambas cámaras o la aprobación del pueblo de Victoria en un referéndum, dependiendo de la disposición.",a_VictoriaAustralia_1,IS,,ES
15,¿En qué se basa la Constitución de Victoria?,q_after_a_VictoriaAustralia_1_qa_1,IS,Constitución colonial de 1855,ES
16,"Tras abandonar la compañía de Edison, Tesla se asoció en 1886 con Robert Lane y Benjamin Vail, dos hombres de negocios que accedieron a financiar una compañía de iluminación eléctrica a su nombre: Tesla Electric Light & Manufacturing. La empresa instalaba sistemas de iluminación basados en la luz de arco eléctrico que diseñó el propio Tesla. Este también poseía diseños para conmutadores de máquinas eléctricas de dinamo que le supusieron sus primeras patentes en EE. UU.",a_NikolaTesla_1,IS,,ES
