,stimulus,trial_name,task_type,correct_answer,lang
2,"Şarap tadımı, şarabın duyumsal olarak incelenmesi ve değerlendirilmesidir. Şarap tadım pratiği şarap üretimi kadar antikken, daha biçimsel bir metodoloji orta çağların sonlarından günümüze yavaşça oluşmaktadır. Modern, profesyonel şarap tadımcıları şarabın algılanan lezzet çeşitlerini, aromasını ve genel karakteristiğini tarif etmek için kullanılan sürekli olarak gelişen özelleşmiş terminolojiyi kullanırlar. Son yıllarda hem uzmanlarda hem de tüketicilerde şarap tadımı güvenilirliğini zorlayan sonuçlar ortaya çıktı. Örneğin, araştırmalar insanların daha pahalı şarabın daha ucuz şaraba göre daha fazla arzulanan karakteristiğe sahip olmasını beklediklerini göstermiştir: Tadımcılar verilen şarabın gerçek olmayan bir şekilde pahalı olduğu söylendiğinde, neredeyse her zaman aynı şarap onlara ucuz olduğu söylendiğinden daha lezzetli olduğunu belirttiler. Başka çalışmalar gösteriyor ki tadımcıların kararları coğrafi köken, itibar veya diğer etkenlerin bilinmesiyle etki altında kalabiliyor. Objektif şarap tadımı bu yüzen şarabın kör tadımını gerektirir- bu tadımcının şarabın etiketini veya şişenin şeklini görmemesidir. Kör tadım ayrıca şarabın siyah şarap bardağında şarabın rengini maskeleyecek şekilde servis edilmesini de içerir.",meco_para_7,NR,,TR
3,"Şarap tadımcıları, şarap kalitesi kararlarında güvenilir midir? ",meco_para_7_qa_0,NR,False,TR
4,"Harvard Business School ve Harvard Stadyumu da dahil olmak üzere üniversitenin atletizm tesislerinin çoğu, Allston'daki Cambridge kampüsünün karşısındaki 358 dönümlük (145 hektar) kampüste yer almaktadır. John W. Weeks Köprüsü, her iki kampüsü birbirine bağlayan Charles Nehri üzerindeki yaya köprüsüdür. Harvard Tıp Okulu, Harvard Diş Hekimliği Okulu ve Harvard Halk Sağlığı Okulu, Boston şehir merkezinin yaklaşık 3,3 mil (5.3 km) güneybatısında ve Cambridge kampüsünün 3,3 mil (5,3 km) güneyinde, Longwood Tıp ve Akademik Alanında 21 dönümlük (8,5 hektarlık) bir kampüste konumlanmaktadır.",a_HarvardUniversity_1,NR,,TR
5,Harvard Stadyumu nerededir?,a_HarvardUniversity_1_qa_0,NR,Allston'daki,TR
6,"Kuzeybatı Avrupa 22.000 yıl önce yavaşça ısınmaya başladı, donmuş alt topraklar ve genleşen alpin buzulları erimeye başladı ve sonbahar-kış kar örtüleri baharda erimeye başladı. Ortaya çıkan suyun çoğu Ren Nehri ve aşağı akım uzantısına yöneldi. Hızlı ısınma ve bitki örtüsü değişiklikleri ve ormanlar 13.000 yıl önce oluşmaya başladı. 9000 yıl öncesi itibarıyla Avrupa tamamen ağaçlandırılmış haldeydi. Küresel olarak çekilen buz örtüsüyle birlikte, okyanus su seviyeleri yükseldi, Manş Denizi ve Kuzey Denizi tekrar su ile kaplandı. Erime suyu, okyanusa ve toprak çökmesine katkıda bulunarak, Avrupa’nın önceki sahillerini sular altında bıraktı. ",a_Rhine_3,NR,,TR
7,Son Buzul Çağı’nda Avrupa ne zaman yavaş yavaş ısınmaya başladı?,a_Rhine_3_qa_0,NR,22.000 yıl önce,TR
8,"Bilinen birçok karmaşıklık sınıfının eşit olmadığından şüphelenilmektedir, ancak bu kanıtlanmamıştır. Örneğin P ⊆ NP ⊆ PP ⊆ PSPACE, ancak P = PSPACE olabilir. P, NP'ye eşit değilse, P de PSPACE'e eşit değildir. P ve PSPACE arasında RP, BPP, PP, BQP, MA, PH, vb. gibi bilinen birçok karmaşıklık sınıfı olduğundan, tüm bu karmaşıklık sınıflarını bir sınıfa daraltması mümkündür. Bu sınıfların herhangi birinin eşit olmadığını kanıtlamak, karmaşıklık teorisinde önemli bir atılım olacaktır.",a_Computationalcomplexitytheory_4,NR,,TR
9,"Karmaşıklık sınıfları arasındaki ve içindeki hangi kanıtlar, karmaşıklık teorisi için teorik bir havzayı işaret edecektir?",a_Computationalcomplexitytheory_4_qa_3,NR,Bu sınıfların herhangi birinin eşit olmadığını kanıtlamak,TR
10,"Ambargo, ABD enerji güvenliği üzerindeki tehditleri ele almak için acil taleplere neden olarak ABD ekonomisini olumsuz etkilemiştir. Uluslararası düzeyde, fiyat artışları otomobil gibi birçok sektörde rekabetçi konumları değiştirdi. Makroekonomik problemler hem enflasyonist hem de deflasyonist etkilerden oluştu. Ambargo petrol şirketlerini, Kuzey Kutbu gibi engebeli arazilerde bile, petrol kaynaklarını artırmak için yeni yollar aramak zorunda bıraktı. Önemli derecede üretime başlamak için petrol bulmak ve yeni alanları geliştirmek beş ila on yıl sürmekteydi. ",a_1973oilcrisis_1,NR,,TR
11,"Uluslararası düzeyde, hangi endüstrinin rekabetçi konumları etkilenmiştir?",a_1973oilcrisis_1_qa_1,NR,otomobil,TR
