,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes.,meco_para_12_qa_2,NR,False,ES
4,"En la mayoría de los países, el dispensario está sujeto a legislación farmacéutica; con requisitos para condiciones de almacenamiento, textos obligatorios, material, etc., especificados en la legislación. Aunque antes los farmacéuticos permanecían dentro del dispensario que componía/distribuía los medicamentos, ha habido una tendencia creciente hacia el uso de técnicos farmacéuticos capacitados, mientras que el farmacéutico pasa más tiempo comunicándose con los pacientes. Los técnicos farmacéuticos ahora dependen más de la automatización para ayudarles en su nuevo papel de tratar con las recetas de los pacientes y sus problemas de seguridad.",a_Pharmacy_2,NR,,ES
5,¿Qué exige la legislación farmacéutica?,a_Pharmacy_2_qa_4,NR,"condiciones de almacenamiento, textos obligatorios, material, etc.",ES
6,"Jacksonville es la ciudad más grande por población del estado de Florida y la ciudad más grande por área en los Estados Unidos contiguos. Es la sede del Condado de Duval, con el cual el gobierno de la ciudad se consolidó en 1968. La consolidación le otorgó a Jacksonville su gran tamaño y colocó a la mayoría de su población metropolitana dentro de los límites de la ciudad; con una población estimada de 853 382 habitantes en 2014, es la ciudad más poblada de Florida y el sureste, y la 12.ª más poblada de Estados Unidos. Jacksonville es la principal ciudad del área metropolitana de Jacksonville, con una población de 1 345 596 en 2010.",a_JacksonvilleFlorida_0,NR,,ES
7,"Teniendo en cuenta solo la población, ¿cuál es la clasificación de Jacksonville en Estados Unidos?",a_JacksonvilleFlorida_0_qa_2,NR,12.ª,ES
8,"Sin embargo, debido a las diferentes declaraciones que realizaba, sus opiniones religiosas siguen siendo confusas. Por ejemplo, en su artículo "" Una máquina para acabar con la guerra"", publicado en 1937, Tesla declaraba lo siguiente:",a_NikolaTesla_4,NR,,ES
9,¿Qué artículo fue publicado en 1937?,a_NikolaTesla_4_qa_0,NR, Una máquina para acabar con la guerra,ES
10,"Kenia ocupa un puesto bajo en el Índice de Percepción de la Corrupción (IPC) de Transparencia Internacional, una medida que intenta medir la prevalencia de corrupción del sector público en varios países. En 2012, la nación la colocó en el puesto número 139 de 176 países en total en el IPC, con una puntuación de 27/100. Sin embargo, hay varios desarrollos bastante significativos con respecto a frenar la corrupción del gobierno de Kenia, por ejemplo, el establecimiento de una nueva e independiente Comisión de Ética y Anticorrupción (EACC).",a_Kenya_0,NR,,ES
11,¿Qué mide la escala del IPC?,a_Kenya_0_qa_1,NR,corrupción del sector público,ES
12,"La Royal Geographical Society de Londres y otras sociedades geográficas de Europa tuvieron gran influencia y pudieron financiar a los viajeros que regresaban con historias de sus descubrimientos. Estas sociedades también sirvieron como un espacio para que los viajeros compartieran estas historias. Geógrafos políticos como Friedrich Ratzel de Alemania y Halford Mackinder de Gran Bretaña también apoyaron al imperialismo. Ratzel creía que la expansión era necesaria para la supervivencia de un estado, mientras que Mackinder apoyaba la expansión imperial de Gran Bretaña; estos dos argumentos dominaron la disciplina durante décadas.",a_Imperialism_0,IS,,ES
13,¿Cómo apoyaban las sociedades geográficas de Europa a determinados viajeros?,q_after_a_Imperialism_0_qa_4,IS,financiar,ES
14,"En el año 2000, ABC lanzó una campaña de promoción en la web centrada en su logotipo de círculo, también llamado ""el punto"", en el que el personaje del cómic Little Dot incitaba a los visitantes a ""descargar el punto"", un programa que haría que el logotipo de ABC volara alrededor de la pantalla y se asentara en la esquina inferior derecha. La red contrató al Troika Design Group para diseñar y producir su identidad 2001-02, la cual continuó usando el negro y amarillo para colorear el logotipo e incluyó puntos y rayas en varios puntos promocionales y de identificación.",a_AmericanBroadcastingCompany_0,IS,,ES
15,¿Cuál es el apodo del logotipo de la campaña de 2000 de ABC?,q_after_a_AmericanBroadcastingCompany_0_qa_3,IS,el punto,ES
16,"Esta proyección no se incluyó en el resumen final de los legisladores. Desde entonces, el IPCC ha reconocido que la fecha es incorrecta, mientras reafirma que la conclusión en el resumen final fue sólida. Expresaron su pesar por ""la mala aplicación de los procedimientos bien establecidos por parte del IPCC en este caso"". La fecha de 2035 ha sido citada correctamente por el IPCC desde el informe WWF, que ha citado erróneamente su propia fuente, un informe ICSI ""Variaciones de nieve y hielo en el pasado y en la actualidad a una escala global y regional”.",a_IntergovernmentalPanelonClimateChange_2,IS,,ES
17,¿Qué dijo el IPCC que estaba equivocado?,q_after_a_IntergovernmentalPanelonClimateChange_2_qa_0,IS,la fecha,ES
