,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,El tamaño de las patentes fue estandarizado antes de la Segunda Guerra Mundial.,meco_para_12_qa_1,NR,False,ES
4,"El 28 de febrero de 2008, Kibaki y Odinga firmaron un acuerdo sobre la formación de un gobierno de coalición en el que Odinga se convertiría en el segundo primer ministro de Kenia. Según el acuerdo, el presidente nombraría ministros del gabinete de las facciones PNU y ODM dependiendo de la fuerza de cada partido en el parlamento. El acuerdo estipulaba que el gabinete incluiría un vicepresidente y dos viceprimeros ministros. Después de los debates, el parlamento aprobó que la coalición se mantendría hasta el final del parlamento actual o hasta que alguna de las partes se retirara.",a_Kenya_1,NR,,ES
5,¿Cuándo firmaron Kibaki y Odinga un acuerdo sobre la formación del gobierno?,a_Kenya_1_qa_0,NR,28 de febrero de 2008,ES
6,"Las necesidades de los agricultores de soja se han utilizado para justificar muchos de los controvertidos proyectos de transporte que se están desarrollando actualmente en la Amazonía. Las primeras dos carreteras abrieron con éxito la selva tropical y causaron un aumento de asentamientos y de la deforestación. La tasa media anual de deforestación de 2000 a 2005 (22 392 km2 o 8646 millas cuadradas al año) fue un 18 % más alta que en los cinco años anteriores (19 018 km2 o 7343 millas cuadradas por año). Aunque la deforestación ha disminuido significativamente en la Amazonía brasileña entre 2004 y 2014, ha habido un aumento hasta la actualidad.",a_Amazonrainforest_2,NR,,ES
7,¿A qué dio lugar la creación de carreteras en la selva amazónica?,a_Amazonrainforest_2_qa_1,NR,aumento de asentamientos y de la deforestación,ES
8,"Entre los equipos deportivos profesionales de California del Sur están los equipos de la NFL (Los Angeles Rams, San Diego Chargers); la NBA (Los Angeles Lakers, Los Angeles Clippers); la MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); la NHL (Los Angeles Kings, Anaheim Ducks); y la MLS (LA Galaxy).",a_SouthernCalifornia_3,NR,,ES
9,¿A qué deporte se dedican Los Angeles Angels of Anaheim?,a_SouthernCalifornia_3_qa_2,NR,la MLB,ES
10,"Con las fechas de juicio de la corte penal internacional en 2013 tanto para el presidente Kenyatta como para el vicepresidente William Ruto en relación con las secuelas de las elecciones de 2007, el presidente de EE. UU., Barack Obama eligió no visitar el país a mediados de 2013 durante su viaje africano. Más tarde en el verano, Kenyatta visitó China por invitación del presidente Xi Jinping después de una parada en Rusia y no haber visitado Estados Unidos como presidente. En julio de 2015 Obama visitó Kenia, como el primer presidente estadounidense en visitar el país mientras estaba en el cargo.",a_Kenya_2,NR,,ES
11,¿Cuándo visitó Obama a Kenia finalmente?,a_Kenya_2_qa_3,NR,julio de 2015,ES
12,"Donde es el área de la sección transversal relevante para el volumen para el que se calcula el tensor de esfuerzo. Este formalismo incluye términos de presión relacionados con fuerzas que actúan normalmente en el área de la sección transversal (las diagonales de la matriz del tensor), así como términos de cizallamiento relacionados con las fuerzas que actúan paralelamente al área de la sección transversal (los elementos fuera de la diagonal). El tensor de esfuerzo tiene en cuenta las fuerzas que causan todas las deformaciones, incluso las tensiones de tracción y las compresiones.:133–134:38-1–38-11",a_Force_4,IS,,ES
13,¿Qué se asocia con las fuerzas normales?,q_after_a_Force_4_qa_2,IS,términos de presión,ES
14,"La teoría de la complejidad computacional es una rama de la teoría de la computación dentro de la ciencia computacional teórica. Esta teoría se centra en la clasificación de los problemas computacionales según su dificultad inherente y en la relación de esas clases de dificultad entre sí. Un problema computacional se entiende como una tarea que en principio puede ser resuelta por un ordenador, es decir, que el problema puede ser resuelto mediante la aplicación mecánica de pasos matemáticos tales como un algoritmo.",a_Computationalcomplexitytheory_0,IS,,ES
15,¿Qué rama de la ciencia computacional teórica se encarga de la clasificación de los problemas computacionales por dificultad y clase de relación?,q_after_a_Computationalcomplexitytheory_0_qa_0,IS,La teoría de la complejidad computacional,ES
16,"La construcción es el proceso de levantar un edificio o infraestructura. La construcción difiere de la fabricación en que la fabricación normalmente implica la producción en masa de artículos similares sin un comprador determinado, mientras que la construcción generalmente se lleva a cabo en un lugar determinado para un cliente conocido. La construcción como sector comprende del seis al nueve por ciento del producto interior bruto de los países desarrollados. La construcción comienza con la planificación, el diseño [cita necesaria] y la financiación y continúa hasta que el proyecto esté construido y listo para su uso.",a_Construction_0,IS,,ES
17,¿Cuáles son las tres cosas que se necesitan para que se lleve a cabo la construcción?,q_after_a_Construction_0_qa_3,IS,"planificación, el diseño [cita necesaria] y la financiación",ES
