,stimulus,trial_name,task_type,correct_answer,lang
2,"Ein Fahrzeugkennzeichen ist ein Metall- oder Kunststoffschild, das zur amtlichen Identifizierung an einem Fahrzeug angebracht ist. In allen Ländern sind solche Kennzeichen für Straßenfahrzeuge wie Autos, Lastwagen und Motorräder erforderlich. Ob sie für andere Fahrzeuge wie Fahrräder, Boote oder Traktoren erforderlich sind, kann je nach Rechtssprechung variieren. Die Registrierungskennung besteht aus einer Reihe von Buchstaben und Ziffern, die den Fahrzeughalter eindeutig im Fahrzeugregister der ausstellenden Behörde identifiziert. In einigen Ländern ist die Kennung innerhalb des gesamten Landes einzigartig, während sie dies in anderen Ländern nur innerhalb eines Staates oder einer Provinz ist. Frankreich war das erste Land, das Ende des 19. Jahrhunderts das Kennzeichen einführte. Die Kennzeichen des frühen zwanzigsten Jahrhunderts variierten in Größe und Form je nach regionaler Rechtssprechung, so dass bei einem Umzug zusätzliche Löcher in das Auto gebohrt werden mussten, um das neue Kennzeichen anbringen zu können. Die Standardisierung der Platten erfolgte erst Ende der fünfziger Jahre, als sich die Automobilhersteller mit Regierungen und internationalen Organisationen einigten.",meco_para_12,NR,,DE
3,Wurde die Kennzeichengröße vor dem Zweiten Weltkrieg vereinheitlicht?,meco_para_12_qa_1,NR,False,DE
4,"Im tibetischen Buddhismus werden die Dharma-Lehrer/innen gewöhnlich als Lama bezeichnet. Ein Lama, der sich durch Phowa und Siddhi bewusst zur Wiedergeburt, häufig mehrere Male, entschlossen hat, um sein Bodhisattva-Gelübte fortsetzen zu können, wird Tulku genannt.",a_Teacher_4,NR,,DE
5,Wozu ist ein Lama entschlossen?,a_Teacher_4_qa_1,NR,Wiedergeburt,DE
6,"Es ist verlockend zu denken, dass Funktionsprobleme viel umfassender sind als Entscheidungsprobleme. Dies ist jedoch nicht der Fall, da Funktionsprobleme als Entscheidungsprobleme umformuliert werden können. So kann beispielsweise die Multiplikation zweier Integerwerte als Dreiermenge (a, b, c) ausgedrückt werden, so dass die Beziehung a × b = c gilt. Die Entscheidung, ob ein bestimmtes Tripel zu dieser Menge gehört, entspricht der Lösung des Problems der Multiplikation zweier Zahlen.",a_Computationalcomplexitytheory_2,NR,,DE
7,"Wenn zwei ganze Zahlen multipliziert werden und einen Wert ausgeben, wie heißt dann diese Ausdrucksmenge?",a_Computationalcomplexitytheory_2_qa_1,NR,Dreiermenge,DE
8,"Die Standard Industrial Classification und das neuere nordamerikanische Industry Classification System haben ein Klassifizierungssystem für Unternehmen, die Bauarbeiten ausführen oder anderweitig damit befasst sind. Um die Unterschiede der Unternehmen in diesem Sektor zu ermitteln, ist es in drei Teilsektoren unterteilt: Einfache Bauausführung, Schwermaschinen- und Tiefbau, sowie Spezialbauunternehmen. Es gibt auch Kategorien für Baudienstleistungsunternehmen (z. B. Ingenieurwesen, Architektur) und Bauleiter (Unternehmen, die Bauprojekte verwalten, ohne die direkte finanzielle Verantwortung für den Abschluss des Bauprojekts zu übernehmen).",a_Construction_2,NR,,DE
9,Wofür gibt es noch weitere Kategorien?,a_Construction_2_qa_1,NR,"Baudienstleistungsunternehmen (z. B. Ingenieurwesen, Architektur) und Bauleiter",DE
10,"In Europa gibt es für das US-amerikanische Theater des Siebenjährigen Krieges in der Regel keinen eigenständigen Namen. Der gesamte internationale Konflikt wird als Siebenjähriger Krieg bezeichnet. „Sieben Jahre“ beziehen sich auf Ereignisse in Europa, von der offiziellen Kriegserklärung im Jahr 1756 bis zur Unterzeichnung des Friedensvertrags im Jahr 1763. Diese Daten entsprechen nicht den Auseinandersetzungen auf dem nordamerikanischen Festland, wo die Schlachten zwischen den beiden Kolonialmächten in sechs Jahren, vom Gefecht von Jumonville Glen 1754 bis hin zur Eroberung von Montreal 1760 weitgehend beigelegt wurden.",a_FrenchandIndianWar_0,NR,,DE
11,Was war die erste Schlacht von 1754?,a_FrenchandIndianWar_0_qa_3,NR,Gefecht von Jumonville Glen,DE
12,"Durch die Kombination der Definition von elektrischem Strom als Zeitrate der Änderung der elektrischen Ladung beschreibt eine Regel der Vektorvervielfachung namens Lorentzkraft die Kraft auf eine sich in einem Magnetfeld bewegende Ladung. Die Verbindung zwischen Elektrizität und Magnetismus ermöglicht die Beschreibung einer einheitlichen elektromagnetischen Kraft, die auf eine Ladung wirkt. Diese Kraft kann als Summe aus der elektrostatischen Kraft (aufgrund des elektrischen Feldes) und der Magnetkraft (aufgrund des Magnetfeldes) angegeben werden. In seiner Vollständigkeit lautet das Gesetz wie folgt:",a_Force_3,IS,,DE
13,Welche magnetische und elektrische Kraft wirkt auf eine Ladung?,q_after_a_Force_3_qa_1,IS,einheitlichen elektromagnetischen Kraft,DE
14,"Die „West Side“ von Fresno, auch oft „Southwest Fresno“ genannt, ist eines der ältesten Viertel der Stadt. Das Viertel liegt südwestlich der California State Route 99 (die es von Downtown Fresno trennt), westlich der California State Route 41 und südlich der Nielsen Ave (oder der neu errichteten California State Route 180) und erstreckt sich bis zur Stadtgrenze im Westen und Süden. Das Viertel gilt traditionell als das Zentrum von Fresnos afroamerikanischer Community. Es ist kulturell vielfältig und umfasst auch bedeutende mexikanisch-amerikanische und asiatisch-amerikanische (hauptsächlich Hmong- oder laotische) Bevölkerungsgruppen.",a_FresnoCalifornia_0,IS,,DE
15,Wie lautet ein anderer Name für die West Side von Fresno?,q_after_a_FresnoCalifornia_0_qa_0,IS,Southwest Fresno,DE
