,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes. ,meco_para_12_qa_2,NR,False,ES
4,"Entre 1402 y 1405, el noble normando Jean de Bethencourt y el francés Gadifer de la Salle lideraron la expedición que conquistó las islas canarias de Lanzarote, Fuerteventura y El Hierro en la costa atlántica de África. Sus tropas se agruparon en Normandía, Gascuña y más tarde se vieron reforzadas por los colonos castellanos.",a_Normans_4,NR,,ES
5,¿Enfrente a las costas de qué continente se encuentran las islas Canarias?,a_Normans_4_qa_0,NR,África,ES
6,"Victoria tiene una constitución escrita promulgada en 1975, pero basada en la Constitución colonial de 1855, aprobada por el Parlamento del Reino Unido como la Ley Constitucional de Victoria de 1855, que establece que el Parlamento es el órgano legislativo del estado en asuntos que sean responsabilidad del estado. El Parlamento de Victoria puede enmendar la Constitución de Victoria, excepto ciertas disposiciones «arraigadas» que requieren una mayoría absoluta de ambas cámaras, una mayoría de tres quintas partes en ambas cámaras o la aprobación del pueblo de Victoria en un referéndum, dependiendo de la disposición.",a_VictoriaAustralia_1,NR,,ES
7,¿Cuando promulgó Victoria su constitución?,a_VictoriaAustralia_1_qa_0,NR,1975,ES
8,"Cuando se lanzó Sky Digital en 1998, el nuevo servicio usaba el satélite Astra 2A, que estaba situado en la posición orbital 28.5°E, a diferencia del servicio analógico que se emitía a 19.2°E. Posteriormente hubo más satélites Astra, así como el Eurobird 1 de Eutelsat (ahora Eutelsat 33C) a 28.5°E, lo cual permitió a la empresa lanzar un nuevo servicio completamente digital, Sky, que podía incluir cientos de canales de televisión y radio. La antigua posición era compartida con canales de varios países europeos, mientras que la nueva posición en 28.5°E pasó a ser usada casi exclusivamente por los canales que emiten en el Reino Unido.",a_SkyUnitedKingdom_1,NR,,ES
9,¿Qué satélite permitió a Sky Digital lanzar un nuevo servicio digital?,a_SkyUnitedKingdom_1_qa_2,NR,el Eurobird 1 de Eutelsat,ES
10,"Muy cerca, en Ogród Saski (Jardín Sajón), se encontraba el Teatro de Verano que se mantuvo en funcionamiento desde 1870 hasta 1939. Durante el periodo de entreguerras, el complejo teatral también contó con el Momus ―el primer cabaret literario de Varsovia― y con el teatro musical Melodram de Leon Schiller. El teatro Wojciech Bogusławski (1922–26) constituía el mejor ejemplo del «teatro monumental polaco» . A partir de mediados de los años 30 el edificio del gran teatro albergó el Instituto Nacional de Arte Dramático, que fue la primera academia estatal de arte dramático, con un departamento de actuación y otro de dirección escénica.",a_Warsaw_0,NR,,ES
11,¿Cómo se llama al Jardín Sajón en polaco?,a_Warsaw_0_qa_0,NR,Ogród Saski,ES
12,"Hay algunas ideas falsas comunes sobre las membranas de cloroplasto exterior e interior. El hecho de que los cloroplastos estén rodeados por una membrana doble a menudo se cita como evidencia de que son descendientes de cianobacterias endosimbióticas. Esto a menudo se interpreta como que la membrana externa de cloroplasto es el producto de la membrana celular del huésped que se pliega para formar una vesícula que rodea la cianobacteria ancestral, lo cual no es cierto, ya que ambas membranas de cloroplasto son homólogas a las membranas dobles originales de la cianobacteria.",a_Chloroplast_4,IS,,ES
13,¿Qué evidencia hay de que los cloroplastos descienden de las cianobacterias endosimbióticas?,q_after_a_Chloroplast_4_qa_0,IS,rodeados por una membrana doble,ES
14,"Después se encontró un trozo de papel en el que Lutero había escrito su última declaración. La declaración estaba en latín, aparte de «Somos mendigos», que estaba en alemán.",a_MartinLuther_4,IS,,ES
15,¿Qué se descubrió más tarde que había escrito Lutero?,q_after_a_MartinLuther_4_qa_0,IS,su última declaración,ES
16,"Las Ergänzungsschulen son escuelas secundarias o postsecundarias (no terciarias), que administran personas privadas, organizaciones privadas o en raras ocasiones, grupos religiosos y ofrecen un tipo de educación que no está disponible en las escuelas públicas. La mayoría de estas escuelas son escuelas vocacionales. Sin embargo, estas escuelas de formación profesional no forman parte del sistema educativo dual alemán. Las Ergänzungsschulen tienen la libertad de funcionar fuera de las normas gubernamentales y se financian en su totalidad cobrando a sus estudiantes tasas de matrícula.",a_Privateschool_0,IS,,ES
17,¿Qué tipo de escuelas son las más ergänzungsschulen?,q_after_a_Privateschool_0_qa_1,IS,vocacionales,ES
