,stimulus,trial_name,task_type,correct_answer,lang
2,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES
3,La primera patente fue introducida en Francia. ,meco_para_12_qa_0,NR,True,ES
4,"Los escritos de Lutero se difundieron ampliamente y llegaron a Francia, Inglaterra e Italia ya en 1519. Los estudiantes acudían en masa a Wittenberg para escuchar hablar a Lutero. Este publicó un breve comentario sobre los gálatas y su obra sobre los Salmos. Esta parte temprana de la carrera de Lutero fue una de las más creativas y productivas. Tres de sus obras más conocidas se publicaron en 1520: «A la nobleza cristiana de la nación alemana», «El cautiverio babilónico de la Iglesia» y «Sobre la libertad del cristiano».",a_MartinLuther_0,NR,,ES
5,¿Quién fue a Wittenberg para escuchar hablar a Lutero?,a_MartinLuther_0_qa_1,NR,Los estudiantes,ES
6,"Los acuerdos incluyen tarifas anuales fijas de transporte de 30 millones de libras para los canales si los dos proveedores de canales son capaces de garantizar pagos limitados adicionales si sus canales alcanzan determinados objetivos de rendimiento. Actualmente no hay ninguna indicación en cuanto a si el nuevo acuerdo incluye el vídeo bajo demanda adicional y el contenido de alta definición que anteriormente había ofrecido BSkyB. Como parte de los acuerdos, tanto BSkyB como Virgin Media decidieron poner fin a todas las actuaciones judiciales ante el tribunal superior relacionadas con el transporte de sus respectivos canales básicos.",a_SkyUnitedKingdom_4,NR,,ES
7,¿Qué empresa acordó poner fin a las actuaciones judiciales contra Virgin Media ante el tribunal superior?,a_SkyUnitedKingdom_4_qa_3,NR,BSkyB,ES
8,"﻿En el pasado, el castigo físico (azotes en las nalgas, golpes, castigo físico o golpear con una vara al estudiante para causarle dolor físico) era una de las formas más comunes de disciplina escolar en gran parte del mundo. La mayoría de los países occidentales y algunos otros lo han prohibido, pero sigue siendo legal en Estados Unidos según una decisión del Tribunal Supremo de Estados Unidos de 1977 que consideró que pegar no violaba la Constitución estadounidense.",a_Teacher_0,NR,,ES
9,¿Cuán común era la forma de castigo físico en el pasado?,a_Teacher_0_qa_0,NR,una de las formas más comunes,ES
10,"Históricamente, Victoria ha sido la base de las plantas de fabricación de las principales marcas de coches, Ford, Toyota y Holden; sin embargo, los anuncios de cierre de estas tres empresas en el siglo XXI significarán que Australia ya no será una base de la industria automovilística mundial tras la declaración de Toyota de febrero de 2014 en la que se apuntaba a 2017 como año de cierre. El anuncio de Holden se produjo en mayo de 2013, seguido por la decisión de Ford de diciembre de ese mismo año (las plantas que tiene Ford en Victoria, situadas en Broadmeadows y Geelong, cerrarán el de octubre de 2016).",a_VictoriaAustralia_2,NR,,ES
11,¿Cuándo ha dicho Toyota que cerrará su planta de Victoria?,a_VictoriaAustralia_2_qa_1,NR,2017,ES
12,"Determinados acontecimientos de la vida de Lutero y la Reforma que tuvo lugar evocaban con frecuencia los himnos de Lutero. Esta conducta comenzó cuando se enteró de la ejecución de Johann Esch y Heinrich Voes, las primeras personas martirizadas por la Iglesia Católica Romana por tener opiniones luteranas, lo cual motivó a Lutero a escribir el himno «Ein neues Lied wir heben an» («Una nueva canción que elevamos»), que generalmente se conoce en inglés por la traducción de John C. Messenger del título y el primer verso «Flung to the Heedless Winds», cantado por Maria C. Tiddeman con la música que compuso Ibstone en 1875.",a_MartinLuther_3,IS,,ES
13,¿Por qué ejecutó la Iglesia Católica a Johann Esch y Heinrich Voes?,q_after_a_MartinLuther_3_qa_1,IS,por tener opiniones luteranas,ES
14,"Publicada en un momento de creciente demanda de publicaciones en alemán, la versión de Lutero se convirtió rápidamente en una traducción popular e influyente de la Biblia. Como tal, contribuyó de forma significativa a la evolución de la lengua y la literatura alemanas. Con notas y prólogos de Lutero y grabados en madera de Lucas Cranach que contenían imágenes antipapales, desempeñó un papel importante en la difusión de la doctrina de Lutero en Alemania. La Biblia de Lutero influyó en otras traducciones en lengua vernácula, como la Biblia inglesa de William Tyndale (1525 en adelante), un precursor de la Biblia del rey Jacobo.",a_MartinLuther_2,IS,,ES
15,¿Qué artista realizó los grabados en madera de la Biblia de Lutero?,q_after_a_MartinLuther_2_qa_3,IS,Lucas Cranach,ES
16,"Su rival local, el Polonia Varsovia, que a pesar de contar con bastantes menos seguidores, consiguió ganar la Ekstraklasa en el año 2000. También ganó el campeonato del país en 1946 y la copa en dos ocasiones. La sede del equipo se encuentra en la calle Konwiktorska, a solo 10 minutos caminando, en dirección norte, desde el centro histórico de la ciudad. Debido a su desastrosa situación financiera, el Polonia fue relegado de la máxima categoría del país en 2013 y ahora juega en la 4.a liga (la 5.a en Polonia), la categoría profesional más baja de la liga en el sistema de la Asociación Polaca de Fútbol (PZPN, por sus siglas en inglés).",a_Warsaw_1,IS,,ES
17,¿Quién ganó la Ekstraklasa en el año 2000?,q_after_a_Warsaw_1_qa_0,IS,Polonia Varsovia,ES
