,text,word,counter,x,y,width,height
0,a_Amazonrainforest_3_1280_720,Los,0,72,78,35,17
1,a_Amazonrainforest_3_1280_720,ambientalistas,0,141,77,161,18
2,a_Amazonrainforest_3_1280_720,estan,0,335,76,59,19
3,a_Amazonrainforest_3_1280_720,preocupados,0,429,77,144,24
4,a_Amazonrainforest_3_1280_720,por,0,607,82,37,19
5,a_Amazonrainforest_3_1280_720,la,0,677,77,16,18
6,a_Amazonrainforest_3_1280_720,pérdida,0,728,76,83,25
7,a_Amazonrainforest_3_1280_720,de,0,845,77,26,18
8,a_Amazonrainforest_3_1280_720, biodiversidad,0,905,77,148,18
9,a_Amazonrainforest_3_1280_720,que,0,1087,82,41,19
10,a_Amazonrainforest_3_1280_720,se,0,1161,82,23,13
11,a_Amazonrainforest_3_1280_720,produciré,0,72,148,105,25
12,a_Amazonrainforest_3_1280_720,como,0,211,154,61,13
13,a_Amazonrainforest_3_1280_720,resultado,0,306,149,103,18
14,a_Amazonrainforest_3_1280_720,de,1,443,149,26,18
15,a_Amazonrainforest_3_1280_720,la,1,503,149,16,18
16,a_Amazonrainforest_3_1280_720, destruccién,0,553,148,128,19
17,a_Amazonrainforest_3_1280_720,del,0,715,149,31,18
18,a_Amazonrainforest_3_1280_720,"bosque,",0,781,149,86,24
19,a_Amazonrainforest_3_1280_720,y,0,900,154,12,19
20,a_Amazonrainforest_3_1280_720,también,0,944,148,91,19
21,a_Amazonrainforest_3_1280_720,por,1,1070,154,36,19
22,a_Amazonrainforest_3_1280_720,la,2,1140,149,16,18
23,a_Amazonrainforest_3_1280_720,liberaci6n,0,72,220,106,19
24,a_Amazonrainforest_3_1280_720,del,1,213,221,31,18
25,a_Amazonrainforest_3_1280_720,carbono,0,278,221,90,18
26,a_Amazonrainforest_3_1280_720,contenido,0,402,221,110,18
27,a_Amazonrainforest_3_1280_720,en,0,546,226,25,13
28,a_Amazonrainforest_3_1280_720,la_,0,606,221,16,18
29,a_Amazonrainforest_3_1280_720,"vegetacidn,",0,655,220,125,25
30,a_Amazonrainforest_3_1280_720,que,1,814,226,41,19
31,a_Amazonrainforest_3_1280_720,podria,0,889,220,69,25
32,a_Amazonrainforest_3_1280_720,acelerar,0,992,221,90,18
33,a_Amazonrainforest_3_1280_720,el,0,1114,221,17,18
34,a_Amazonrainforest_3_1280_720,calentamiento,0,71,293,158,18
35,a_Amazonrainforest_3_1280_720,global.,0,262,293,72,24
36,a_Amazonrainforest_3_1280_720,Los,1,369,294,35,17
37,a_Amazonrainforest_3_1280_720,bosques,0,438,293,92,24
38,a_Amazonrainforest_3_1280_720,perennes,0,564,298,103,19
39,a_Amazonrainforest_3_1280_720,amazonicos,0,701,292,130,19
40,a_Amazonrainforest_3_1280_720,representan,0,865,295,134,22
41,a_Amazonrainforest_3_1280_720,alrededor,0,1033,293,109,18
42,a_Amazonrainforest_3_1280_720,del,2,1174,293,32,18
43,a_Amazonrainforest_3_1280_720,10,0,72,366,24,17
44,a_Amazonrainforest_3_1280_720,%,0,130,366,18,17
45,a_Amazonrainforest_3_1280_720,de,2,181,365,26,18
46,a_Amazonrainforest_3_1280_720,la_,1,241,365,16,18
47,a_Amazonrainforest_3_1280_720,productividad,0,292,365,151,24
48,a_Amazonrainforest_3_1280_720,primaria,0,478,365,92,24
49,a_Amazonrainforest_3_1280_720,terrestre,0,603,367,97,16
50,a_Amazonrainforest_3_1280_720,mundial,0,734,365,88,18
51,a_Amazonrainforest_3_1280_720,y,1,856,370,11,19
52,a_Amazonrainforest_3_1280_720,el,1,900,365,16,18
53,a_Amazonrainforest_3_1280_720,10,1,952,366,24,17
54,a_Amazonrainforest_3_1280_720,%,1,1009,366,18,17
55,a_Amazonrainforest_3_1280_720,de_,0,1060,365,26,18
56,a_Amazonrainforest_3_1280_720,los,2,1121,365,29,18
57,a_Amazonrainforest_3_1280_720,depdsitos,0,71,436,107,25
58,a_Amazonrainforest_3_1280_720,de,3,212,437,25,18
59,a_Amazonrainforest_3_1280_720,carbono,1,271,437,90,18
60,a_Amazonrainforest_3_1280_720,en,1,395,442,25,13
61,a_Amazonrainforest_3_1280_720,los,3,455,437,29,18
62,a_Amazonrainforest_3_1280_720,"ecosistemas,",0,518,437,140,21
63,a_Amazonrainforest_3_1280_720,del,3,693,437,31,18
64,a_Amazonrainforest_3_1280_720,orden,0,758,437,64,18
65,a_Amazonrainforest_3_1280_720,de,4,856,437,26,18
66,a_Amazonrainforest_3_1280_720,"1,1",0,917,438,26,20
67,a_Amazonrainforest_3_1280_720,x,0,981,441,10,11
68,a_Amazonrainforest_3_1280_720,1011,0,1027,438,47,17
69,a_Amazonrainforest_3_1280_720,toneladas,0,71,509,108,18
70,a_Amazonrainforest_3_1280_720,métricas,0,213,508,94,19
71,a_Amazonrainforest_3_1280_720,de,5,340,509,26,18
72,a_Amazonrainforest_3_1280_720,carbono.,2,399,509,97,18
73,a_Amazonrainforest_3_1280_720,Se,1,530,510,24,17
74,a_Amazonrainforest_3_1280_720,estima,0,588,510,72,17
75,a_Amazonrainforest_3_1280_720,que,2,694,514,41,19
76,a_Amazonrainforest_3_1280_720,los,4,769,509,29,18
77,a_Amazonrainforest_3_1280_720,bosques,1,832,509,92,24
78,a_Amazonrainforest_3_1280_720,amazdnicos,0,957,508,131,19
79,a_Amazonrainforest_3_1280_720,han,0,1122,509,39,18
80,a_Amazonrainforest_3_1280_720,acumulado,0,71,581,123,18
81,a_Amazonrainforest_3_1280_720,"0,62",0,227,582,46,20
82,a_Amazonrainforest_3_1280_720,+,0,306,584,11,15
83,a_Amazonrainforest_3_1280_720,"0,37",0,351,582,45,20
84,a_Amazonrainforest_3_1280_720,toneladas,1,429,581,108,18
85,a_Amazonrainforest_3_1280_720,de,6,571,581,26,18
86,a_Amazonrainforest_3_1280_720,carbono,3,630,581,91,18
87,a_Amazonrainforest_3_1280_720,por,2,755,586,37,19
