,text_id,sentence_id,word_id,word,TRT,relFix,word_order,nfix,NEW_sentence_id
1,1,1.0,1,antik,173.0,0.015351850208536693,0,1.0,1.0
2,1,1.0,2,roma,336.0,0.02981631023160884,1,2.0,1.0
3,1,1.0,3,inanışlarında,1026.0,0.0910462330286627,2,5.0,1.0
4,1,1.0,4,ve,458.0,0.040642470494276335,3,2.0,1.0
5,1,1.0,5,"mitlerinde,",1386.0,0.12299227970538645,4,5.0,1.0
6,1,1.0,6,janus,1209.0,0.10728547342266395,5,5.0,1.0
7,1,1.0,7,başlangıçların,3297.0,0.2925725441476617,6,13.0,1.0
8,1,1.0,8,ve,177.0,0.015706806282722512,7,1.0,1.0
9,1,1.0,9,kapıların,1873.0,0.16620818173750998,8,7.0,1.0
10,1,1.0,10,tanrısıdır.,1334.0,0.1183778507409708,9,5.0,1.0
11,1,2.0,11,onun,190.0,0.024746027611357125,10,1.0,2.0
12,1,2.0,12,çift,952.0,0.1239906225579578,11,4.0,2.0
13,1,2.0,13,taraflı,983.0,0.1280281323261266,12,4.0,2.0
14,1,2.0,14,bir,183.0,0.023834331857254493,13,1.0,2.0
15,1,2.0,15,doğası,360.0,0.046887210210992444,14,2.0,2.0
16,1,2.0,16,vardır,440.0,0.05730659025787966,15,2.0,2.0
17,1,2.0,17,ve,104.0,0.013545194060953373,16,1.0,2.0
18,1,2.0,18,genellikle,673.0,0.08765303464443866,17,3.0,2.0
19,1,2.0,19,iki,202.0,0.026308934618390206,18,1.0,2.0
20,1,2.0,20,yüzü,,,19,NA,2.0
21,1,2.0,21,var,494.0,0.06433967178952853,20,2.0,2.0
22,1,2.0,22,olarak,585.0,0.07619171659286272,21,2.0,2.0
23,1,2.0,23,"resmedilir,",426.0,0.055483198749674396,22,2.0,2.0
24,1,2.0,24,çünkü,293.0,0.03816097942172441,23,1.0,2.0
25,1,2.0,25,o,208.0,0.027090388121906745,24,1.0,2.0
26,1,2.0,26,geçmişe,238.0,0.03099765563948945,25,1.0,2.0
27,1,2.0,27,ve,,,26,NA,2.0
28,1,2.0,28,geleceğe,1020.0,0.13284709559781194,27,4.0,2.0
29,1,2.0,29,bakar.,327.0,0.04258921594165147,28,2.0,2.0
30,1,3.0,30,"janus,",531.0,0.05301517571884984,29,2.0,3.0
