,text_id,sentence_id,word_id,word,TRT,relFix,word_order,nfix,NEW_sentence_id
1,1,1.0,1,янус,187.0,0.05324601366742597,0,1.0,1.0
2,1,1.0,2,—,151.0,0.04299544419134396,1,1.0,1.0
3,1,1.0,3,бог,,,2,NA,1.0
4,1,1.0,4,всех,694.0,0.19760820045558086,3,3.0,1.0
5,1,1.0,5,начинаний,538.0,0.15318906605922553,4,3.0,1.0
6,1,1.0,6,и,,,5,NA,1.0
7,1,1.0,7,переходов,364.0,0.10364464692482915,6,2.0,1.0
8,1,1.0,8,в,,,7,NA,1.0
9,1,1.0,9,древнеримской,916.0,0.2608200455580866,8,3.0,1.0
10,1,1.0,10,религии,399.0,0.11361047835990888,9,1.0,1.0
11,1,1.0,11,и,,,10,NA,1.0
12,1,1.0,12,мифологии.,263.0,0.07488610478359908,11,1.0,1.0
13,1,2.0,13,он,,,12,NA,2.0
14,1,2.0,14,имеет,235.0,0.06382400869092884,13,1.0,2.0
15,1,2.0,15,двоякую,310.0,0.0841933731667572,14,1.0,2.0
16,1,2.0,16,"природу,",382.0,0.10374796306355241,15,2.0,2.0
17,1,2.0,17,и,,,16,NA,2.0
18,1,2.0,18,его,233.0,0.06328082563824008,17,1.0,2.0
19,1,2.0,19,обычно,175.0,0.04752851711026616,18,1.0,2.0
20,1,2.0,20,изображают,475.0,0.12900597501357958,19,2.0,2.0
21,1,2.0,21,"двуликим,",237.0,0.0643671917436176,20,1.0,2.0
22,1,2.0,22,так,,,21,NA,2.0
23,1,2.0,23,как,301.0,0.0817490494296578,22,1.0,2.0
24,1,2.0,24,он,430.0,0.11678435632808257,23,2.0,2.0
25,1,2.0,25,смотрит,219.0,0.059478544269418794,24,1.0,2.0
26,1,2.0,26,и,,,25,NA,2.0
27,1,2.0,27,в,,,26,NA,2.0
28,1,2.0,28,"будущее,",274.0,0.07441607821835959,27,1.0,2.0
29,1,2.0,29,и,183.0,0.049701249321021185,28,1.0,2.0
30,1,2.0,30,в,,,29,NA,2.0
31,1,2.0,31,прошлое.,228.0,0.061922868006518195,30,1.0,2.0
32,1,3.0,32,янусу,408.0,0.14285714285714285,31,2.0,3.0
33,1,3.0,33,были,,,32,NA,3.0
34,1,3.0,34,подвластны,415.0,0.14530812324929973,33,1.0,3.0
35,1,3.0,35,начало,547.0,0.19152661064425772,34,1.0,3.0
36,1,3.0,36,и,,,35,NA,3.0
37,1,3.0,37,конец,,,36,NA,3.0
38,1,3.0,38,всякого,257.0,0.0899859943977591,37,2.0,3.0
39,1,3.0,39,"конфликта,",509.0,0.17822128851540617,38,2.0,3.0
40,1,3.0,40,а,,,39,NA,3.0
41,1,3.0,41,значит,278.0,0.09733893557422969,40,1.0,3.0
42,1,3.0,42,—,,,41,NA,3.0
43,1,3.0,43,война,442.0,0.15476190476190477,42,2.0,3.0
44,1,3.0,44,и,,,43,NA,3.0
45,1,3.0,45,мир.,,,44,NA,3.0
46,1,4.0,46,ворота,417.0,0.14565141460006986,45,2.0,4.0
47,1,4.0,47,его,,,46,NA,4.0
48,1,4.0,48,храма,528.0,0.18442193503318197,47,2.0,4.0
49,1,4.0,49,были,,,48,NA,4.0
50,1,4.0,50,открыты,390.0,0.13622074746769122,49,1.0,4.0
51,1,4.0,51,во,435.0,0.1519385260216556,50,1.0,4.0
52,1,4.0,52,время,,,51,NA,4.0
53,1,4.0,53,войны,,,52,NA,4.0
54,1,4.0,54,и,192.0,0.067062521830248,53,1.0,4.0
55,1,4.0,55,закрыты,378.0,0.13202933985330073,54,2.0,4.0
56,1,4.0,56,в,,,55,NA,4.0
57,1,4.0,57,мирное,523.0,0.1826755151938526,56,2.0,4.0
58,1,4.0,58,время.,,,57,NA,4.0
59,1,5.0,59,януса,247.0,0.07019039499857914,58,1.0,5.0
60,1,5.0,60,как,326.0,0.09263995453253765,59,1.0,5.0
61,1,5.0,61,бога,400.0,0.11366865586814436,60,1.0,5.0
62,1,5.0,62,ворот,752.0,0.21369707303211138,61,2.0,5.0
63,1,5.0,63,также,184.0,0.05228758169934641,62,1.0,5.0
64,1,5.0,64,связывали,357.0,0.10144927536231885,63,2.0,5.0
65,1,5.0,65,с,272.0,0.07729468599033816,64,1.0,5.0
66,1,5.0,66,входом,201.0,0.05711849957374254,65,1.0,5.0
67,1,5.0,67,и,,,66,NA,5.0
68,1,5.0,68,выходом,430.0,0.12219380505825518,67,2.0,5.0
69,1,5.0,69,из,,,68,NA,5.0
70,1,5.0,70,дома.,350.0,0.09946007388462631,69,1.0,5.0
71,1,6.0,71,янус,168.0,0.03278048780487805,70,1.0,6.0
72,1,6.0,72,часто,676.0,0.13190243902439025,71,2.0,6.0
