"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"2663","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>ES</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","2667","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","5079","0.0-1.0","Win32","1280","720","1280","720","true","firefox","106.0.0","false","Windows 10","true","146.34","true","true","","","","",""
"1029","
<p class=""webgaze-experiment-compact"" id=""paragraph"">La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como <span id=""meco_para_12_qa_2"">bicicletas, botes o tractores puede variar por jurisdicción</span>. El identificador de registro es <span id=""meco_para_12_qa_3"">una serie de letras o números</span> que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. <span id=""meco_para_12_qa_0"">Francia fue el primer país en introducir la patente</span>, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. <span id=""meco_para_12_qa_1"">La estandarización de patentes llegó a fines de los años cincuenta</span>, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.</p>"," ","html-keyboard-response","2","6109","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_12","[]","{""#paragraph"":{""x"":50,""y"":58.899993896484375,""width"":1180,""height"":625.2000122070312,""top"":58.899993896484375,""right"":1230,""bottom"":684.1000061035156,""left"":50},""#meco_para_12_qa_0"":{""x"":70,""y"":377.3999938964844,""width"":1085.8333740234375,""height"":71.80000305175781,""top"":377.3999938964844,""right"":1155.8333740234375,""bottom"":449.1999969482422,""left"":70},""#meco_para_12_qa_1"":{""x"":70,""y"":544.5999755859375,""width"":1090.2833251953125,""height"":71.79998779296875,""top"":544.5999755859375,""right"":1160.2833251953125,""bottom"":616.3999633789062,""left"":70},""#meco_para_12_qa_2"":{""x"":158.0833282470703,""y"":210.1999969482422,""width"":754.0833740234375,""height"":30,""top"":210.1999969482422,""right"":912.1667022705078,""bottom"":240.1999969482422,""left"":158.0833282470703},""#meco_para_12_qa_3"":{""x"":233.64999389648438,""y"":252,""width"":431.41668701171875,""height"":30,""top"":252,""right"":665.0666809082031,""bottom"":282,""left"":233.64999389648438}}","",""
"929","<p class=""webgaze-experiment"" id=""question"">La primera patente fue introducida en Francia. ","0","html-button-response","3","7038","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_12_qa_0","[]","{""#question"":{""x"":285.01666259765625,""y"":285.29998779296875,""width"":709.9666748046875,""height"":112,""top"":285.29998779296875,""right"":994.9833374023438,""bottom"":397.29998779296875,""left"":285.01666259765625}}","True",""
"446","
<p class=""webgaze-experiment"" id=""paragraph"">Los escritos de Lutero se difundieron ampliamente y llegaron a Francia, Inglaterra e Italia ya en <span id=""a_MartinLuther_0_qa_0"">1519</span>. <span id=""a_MartinLuther_0_qa_1"">Los estudiantes</span> acudían en masa a Wittenberg para escuchar hablar a Lutero. Este publicó un breve comentario sobre los gálatas y su obra sobre los Salmos. Esta parte <span id=""a_MartinLuther_0_qa_2"">temprana</span> de la carrera de Lutero fue una de las más creativas y productivas. Tres de sus obras más conocidas se publicaron en <span id=""a_MartinLuther_0_qa_3"">1520</span>: «A la nobleza cristiana de la nación alemana», «El cautiverio babilónico de la Iglesia» y <span id=""a_MartinLuther_0_qa_4"">«Sobre la libertad del cristiano»</span>.</p>"," ","html-keyboard-response","4","7486","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_MartinLuther_0","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_MartinLuther_0_qa_0"":{""x"":456.1000061035156,""y"":176,""width"":54.86665344238281,""height"":33,""top"":176,""right"":510.96665954589844,""bottom"":209,""left"":456.1000061035156},""#a_MartinLuther_0_qa_1"":{""x"":548.5,""y"":176,""width"":200.0833282470703,""height"":33,""top"":176,""right"":748.5833282470703,""bottom"":209,""left"":548.5},""#a_MartinLuther_0_qa_2"":{""x"":968.11669921875,""y"":320,""width"":110.13333129882812,""height"":33,""top"":320,""right"":1078.2500305175781,""bottom"":353,""left"":968.11669921875},""#a_MartinLuther_0_qa_3"":{""x"":653.316650390625,""y"":464,""width"":54.866668701171875,""height"":33,""top"":464,""right"":708.1833190917969,""bottom"":497,""left"":653.316650390625},""#a_MartinLuther_0_qa_4"":{""x"":70,""y"":536,""width"":1115.3333740234375,""height"":105,""top"":536,""right"":1185.3333740234375,""bottom"":641,""left"":70}}","",""
"794","","{""Q0"":""1""}","survey-text","5","8283","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_MartinLuther_0_qa_1","[]","{""#question"":{""x"":208.5500030517578,""y"":287.70001220703125,""width"":862.88330078125,""height"":112,""top"":287.70001220703125,""right"":1071.4333038330078,""bottom"":399.70001220703125,""left"":208.5500030517578}}","Los estudiantes","¿Quién fue a Wittenberg para escuchar hablar a Lutero?"
"436","
<p class=""webgaze-experiment"" id=""paragraph"">Los acuerdos incluyen tarifas anuales fijas de transporte de <span id=""a_SkyUnitedKingdom_4_qa_0"">30 millones de libras</span> para los canales si los dos proveedores de canales son capaces de garantizar pagos limitados adicionales si sus canales alcanzan determinados objetivos de rendimiento. Actualmente no hay <span id=""a_SkyUnitedKingdom_4_qa_1"">ninguna indicación</span> en cuanto a si el nuevo acuerdo incluye el vídeo bajo demanda adicional y el contenido de alta definición que anteriormente había ofrecido BSkyB. Como parte de los acuerdos, tanto <span id=""a_SkyUnitedKingdom_4_qa_3"">BSkyB</span> como <span id=""a_SkyUnitedKingdom_4_qa_2"">Virgin Media</span> decidieron poner fin a todas las actuaciones judiciales ante el tribunal superior relacionadas con el transporte de sus respectivos <span id=""a_SkyUnitedKingdom_4_qa_4"">canales básicos</span>.</p>"," ","html-keyboard-response","6","8721","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_SkyUnitedKingdom_4","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_SkyUnitedKingdom_4_qa_0"":{""x"":70,""y"":68,""width"":1106.5333251953125,""height"":105,""top"":68,""right"":1176.5333251953125,""bottom"":173,""left"":70},""#a_SkyUnitedKingdom_4_qa_1"":{""x"":742.25,""y"":284,""width"":235.61666870117188,""height"":33,""top"":284,""right"":977.8666687011719,""bottom"":317,""left"":742.25},""#a_SkyUnitedKingdom_4_qa_2"":{""x"":558.683349609375,""y"":500,""width"":164.39999389648438,""height"":33,""top"":500,""right"":723.0833435058594,""bottom"":533,""left"":558.683349609375},""#a_SkyUnitedKingdom_4_qa_3"":{""x"":364.83331298828125,""y"":500,""width"":68.80000305175781,""height"":33,""top"":500,""right"":433.63331604003906,""bottom"":533,""left"":364.83331298828125},""#a_SkyUnitedKingdom_4_qa_4"":{""x"":506.3666687011719,""y"":644,""width"":197.98333740234375,""height"":33,""top"":644,""right"":704.3500061035156,""bottom"":677,""left"":506.3666687011719}}","",""
"682","","{""Q0"":""1""}","survey-text","7","9407","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_SkyUnitedKingdom_4_qa_3","[]","{""#question"":{""x"":50,""y"":251.6999969482422,""width"":1180,""height"":184,""top"":251.6999969482422,""right"":1230,""bottom"":435.6999969482422,""left"":50}}","BSkyB","¿Qué empresa acordó poner fin a las actuaciones judiciales contra Virgin Media ante el tribunal superior?"
"386","
<p class=""webgaze-experiment"" id=""paragraph"">﻿En el pasado, el castigo físico (azotes en las nalgas, golpes, castigo físico o golpear con una vara al estudiante para causarle <span id=""a_Teacher_0_qa_4"">dolor físico</span>) era <span id=""a_Teacher_0_qa_0"">una de las formas más comunes</span> de disciplina escolar en gran parte del mundo. <span id=""a_Teacher_0_qa_1"">La mayoría de los países occidentales</span> y algunos otros lo han prohibido, pero sigue siendo legal en <span id=""a_Teacher_0_qa_2"">Estados Unidos</span> según una decisión del <span id=""a_Teacher_0_qa_3"">Tribunal Supremo de Estados Unidos</span> de 1977 que consideró que pegar no violaba la Constitución estadounidense.</p>"," ","html-keyboard-response","8","9794","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_0","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Teacher_0_qa_0"":{""x"":70,""y"":212,""width"":1092.7166748046875,""height"":105,""top"":212,""right"":1162.7166748046875,""bottom"":317,""left"":70},""#a_Teacher_0_qa_1"":{""x"":70,""y"":356,""width"":543.0333251953125,""height"":33,""top"":356,""right"":613.0333251953125,""bottom"":389,""left"":70},""#a_Teacher_0_qa_2"":{""x"":492.316650390625,""y"":428,""width"":197.26666259765625,""height"":33,""top"":428,""right"":689.5833129882812,""bottom"":461,""left"":492.316650390625},""#a_Teacher_0_qa_3"":{""x"":70,""y"":428,""width"":1105.13330078125,""height"":105,""top"":428,""right"":1175.13330078125,""bottom"":533,""left"":70},""#a_Teacher_0_qa_4"":{""x"":865.5333251953125,""y"":212,""width"":148.2333221435547,""height"":33,""top"":212,""right"":1013.7666473388672,""bottom"":245,""left"":865.5333251953125}}","",""
"743","","{""Q0"":""1""}","survey-text","9","10539","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_0_qa_0","[]","{""#question"":{""x"":176.9166717529297,""y"":287.70001220703125,""width"":926.1666259765625,""height"":112,""top"":287.70001220703125,""right"":1103.0832977294922,""bottom"":399.70001220703125,""left"":176.9166717529297}}","una de las formas más comunes","¿Cuán común era la forma de castigo físico en el pasado?"
