,text,word,counter,x,y,width,height
0,a_AmericanBroadcastingCompany_0_1280_720,En,0,72,114,24,17
1,a_AmericanBroadcastingCompany_0_1280_720,el,0,130,113,17,18
2,a_AmericanBroadcastingCompany_0_1280_720,afio,0,181,113,40,18
3,a_AmericanBroadcastingCompany_0_1280_720,"2000,",0,255,114,58,20
4,a_AmericanBroadcastingCompany_0_1280_720,ABC,0,346,114,45,17
5,a_AmericanBroadcastingCompany_0_1280_720,lanzd,0,425,112,57,19
6,a_AmericanBroadcastingCompany_0_1280_720,una,0,516,118,39,13
7,a_AmericanBroadcastingCompany_0_1280_720,campafia,0,589,113,101,24
8,a_AmericanBroadcastingCompany_0_1280_720,de,0,724,113,26,18
9,a_AmericanBroadcastingCompany_0_1280_720,promocién,0,784,112,118,25
10,a_AmericanBroadcastingCompany_0_1280_720,en,1,937,118,25,13
11,a_AmericanBroadcastingCompany_0_1280_720,la,0,997,113,16,18
12,a_AmericanBroadcastingCompany_0_1280_720,_,0,1025,108,3,33
13,a_AmericanBroadcastingCompany_0_1280_720,web,0,1046,113,45,18
14,a_AmericanBroadcastingCompany_0_1280_720,centrada,0,71,185,97,18
15,a_AmericanBroadcastingCompany_0_1280_720,en,2,202,190,25,13
16,a_AmericanBroadcastingCompany_0_1280_720,su_,0,261,190,23,13
17,a_AmericanBroadcastingCompany_0_1280_720,logotipo,0,319,185,89,24
18,a_AmericanBroadcastingCompany_0_1280_720,de,1,442,185,25,18
19,a_AmericanBroadcastingCompany_0_1280_720,"circulo,",0,501,184,77,22
20,a_AmericanBroadcastingCompany_0_1280_720,también,0,612,184,91,19
21,a_AmericanBroadcastingCompany_0_1280_720,llamado,0,738,185,86,18
22,a_AmericanBroadcastingCompany_0_1280_720,"""el",0,859,185,25,18
23,a_AmericanBroadcastingCompany_0_1280_720,"punto"",",0,919,186,79,23
24,a_AmericanBroadcastingCompany_0_1280_720,en,3,1033,190,25,13
25,a_AmericanBroadcastingCompany_0_1280_720,el,1,1092,185,17,18
26,a_AmericanBroadcastingCompany_0_1280_720,que,0,1143,190,40,19
27,a_AmericanBroadcastingCompany_0_1280_720,el,2,71,257,17,18
28,a_AmericanBroadcastingCompany_0_1280_720,personaje,0,123,257,108,24
29,a_AmericanBroadcastingCompany_0_1280_720,del,0,265,257,31,18
30,a_AmericanBroadcastingCompany_0_1280_720,cdmic,0,330,256,64,19
31,a_AmericanBroadcastingCompany_0_1280_720,Little,0,428,257,52,18
32,a_AmericanBroadcastingCompany_0_1280_720,Dot,0,514,258,38,17
33,a_AmericanBroadcastingCompany_0_1280_720,incitaba,0,586,257,85,18
34,a_AmericanBroadcastingCompany_0_1280_720,a,0,705,262,10,13
35,a_AmericanBroadcastingCompany_0_1280_720,los,0,750,257,29,18
36,a_AmericanBroadcastingCompany_0_1280_720,visitantes,0,811,257,105,18
37,a_AmericanBroadcastingCompany_0_1280_720,a,1,949,262,11,13
38,a_AmericanBroadcastingCompany_0_1280_720,"""descargar",0,994,257,118,24
39,a_AmericanBroadcastingCompany_0_1280_720,el,3,1145,257,16,18
40,a_AmericanBroadcastingCompany_0_1280_720,"punto"",",1,72,330,79,23
41,a_AmericanBroadcastingCompany_0_1280_720,un,0,186,334,26,13
42,a_AmericanBroadcastingCompany_0_1280_720,programa,0,247,334,107,19
43,a_AmericanBroadcastingCompany_0_1280_720,que,1,388,334,40,19
44,a_AmericanBroadcastingCompany_0_1280_720,haria,0,463,328,53,19
45,a_AmericanBroadcastingCompany_0_1280_720,que,2,550,334,41,19
46,a_AmericanBroadcastingCompany_0_1280_720,el,4,625,329,16,18
47,a_AmericanBroadcastingCompany_0_1280_720,logotipo,1,676,329,89,24
48,a_AmericanBroadcastingCompany_0_1280_720,de,2,798,329,26,18
49,a_AmericanBroadcastingCompany_0_1280_720,ABC,1,857,330,44,17
50,a_AmericanBroadcastingCompany_0_1280_720,volara,0,934,329,67,18
51,a_AmericanBroadcastingCompany_0_1280_720,alrededor,0,1035,329,108,18
52,a_AmericanBroadcastingCompany_0_1280_720,de,3,1176,329,26,18
53,a_AmericanBroadcastingCompany_0_1280_720,la,1,72,401,16,18
54,a_AmericanBroadcastingCompany_0_1280_720,pantalla,0,123,401,86,24
55,a_AmericanBroadcastingCompany_0_1280_720,y,0,242,406,12,19
56,a_AmericanBroadcastingCompany_0_1280_720,se,0,286,406,23,13
57,a_AmericanBroadcastingCompany_0_1280_720,asentara,0,342,403,96,16
58,a_AmericanBroadcastingCompany_0_1280_720,en,4,472,406,25,13
59,a_AmericanBroadcastingCompany_0_1280_720,la,2,532,401,16,18
60,a_AmericanBroadcastingCompany_0_1280_720,esquina_,0,582,402,85,23
61,a_AmericanBroadcastingCompany_0_1280_720,inferior,0,702,401,80,18
62,a_AmericanBroadcastingCompany_0_1280_720,derecha.,0,815,401,95,18
63,a_AmericanBroadcastingCompany_0_1280_720,La,3,945,402,22,17
64,a_AmericanBroadcastingCompany_0_1280_720,red,0,1002,401,34,18
65,a_AmericanBroadcastingCompany_0_1280_720,_,1,1044,396,6,33
66,a_AmericanBroadcastingCompany_0_1280_720,contratd,0,1070,400,93,19
67,a_AmericanBroadcastingCompany_0_1280_720,al,0,71,473,16,18
68,a_AmericanBroadcastingCompany_0_1280_720,Troika,0,121,473,67,18
69,a_AmericanBroadcastingCompany_0_1280_720,Design,0,223,473,73,24
70,a_AmericanBroadcastingCompany_0_1280_720,Group,0,330,474,69,23
71,a_AmericanBroadcastingCompany_0_1280_720,para,0,433,478,48,19
72,a_AmericanBroadcastingCompany_0_1280_720,disefar,0,515,473,82,18
73,a_AmericanBroadcastingCompany_0_1280_720,y,1,628,478,12,19
74,a_AmericanBroadcastingCompany_0_1280_720,producir,0,673,473,94,24
75,a_AmericanBroadcastingCompany_0_1280_720,su,0,800,478,23,13
76,a_AmericanBroadcastingCompany_0_1280_720,_,2,832,469,3,32
77,a_AmericanBroadcastingCompany_0_1280_720,identidad,0,858,473,102,18
78,a_AmericanBroadcastingCompany_0_1280_720,"2001-02,",0,994,474,94,20
79,a_AmericanBroadcastingCompany_0_1280_720,la,4,1123,473,15,18
80,a_AmericanBroadcastingCompany_0_1280_720,cual,0,71,545,43,18
81,a_AmericanBroadcastingCompany_0_1280_720,continu6,0,148,544,97,19
82,a_AmericanBroadcastingCompany_0_1280_720,usando,0,279,545,80,18
83,a_AmericanBroadcastingCompany_0_1280_720,el,5,393,545,16,18
84,a_AmericanBroadcastingCompany_0_1280_720,negro,0,444,550,63,19
85,a_AmericanBroadcastingCompany_0_1280_720,y,2,539,550,12,19
86,a_AmericanBroadcastingCompany_0_1280_720,amarillo,0,584,545,89,18
