"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"6031","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>TR</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","6034","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","9019","0.0-1.0","Win32","1280","720","1280","720","true","firefox","107.0.0","false","Windows 10","true","61.29","true","true","","","","",""
"363","
<p class=""webgaze-experiment-compact"" id=""paragraph"">Şarap tadımı, şarabın duyumsal olarak incelenmesi ve değerlendirilmesidir. Şarap tadım pratiği şarap üretimi kadar antikken, daha biçimsel bir metodoloji orta çağların sonlarından günümüze yavaşça oluşmaktadır. Modern, profesyonel şarap tadımcıları şarabın algılanan lezzet çeşitlerini, aromasını ve genel karakteristiğini tarif etmek <span id=""meco_para_7_qa_1"">için kullanılan sürekli olarak gelişen özelleşmiş terminolojiyi kullanırlar.</span> Son yıllarda hem <span id=""meco_para_7_qa_0"">uzmanlarda hem de tüketicilerde şarap tadımı güvenilirliğini zorlayan</span> sonuçlar ortaya çıktı. Örneğin, araştırmalar insanların daha pahalı şarabın daha ucuz şaraba göre daha fazla arzulanan karakteristiğe sahip olmasını beklediklerini göstermiştir: Tadımcılar verilen şarabın gerçek olmayan bir şekilde pahalı olduğu söylendiğinde, neredeyse her zaman aynı şarap onlara ucuz olduğu söylendiğinden daha lezzetli olduğunu belirttiler. Başka çalışmalar gösteriyor ki tadımcıların kararları coğrafi köken, itibar veya diğer etkenlerin bilinmesiyle etki altında kalabiliyor. <span id=""meco_para_7_qa_2"">Objektif şarap tadımı bu yüzen şarabın kör tadımını gerektirir</span>- bu tadımcının şarabın etiketini veya şişenin şeklini görmemesidir. Kör tadım ayrıca şarabın <span id=""meco_para_7_qa_3"">siyah şarap bardağında şarabın rengini maskeleyecek şekilde servis edilmesini de içerir</span>.</p>","f12","html-keyboard-response","2","9383","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_7","[]","{""#paragraph"":{""x"":50,""y"":38,""width"":1180,""height"":667,""top"":38,""right"":1230,""bottom"":705,""left"":50},""#meco_para_7_qa_0"":{""x"":70,""y"":272.8999938964844,""width"":882.5999755859375,""height"":30,""top"":272.8999938964844,""right"":952.5999755859375,""bottom"":302.8999938964844,""left"":70},""#meco_para_7_qa_1"":{""x"":70,""y"":189.3000030517578,""width"":1114.300048828125,""height"":71.80000305175781,""top"":189.3000030517578,""right"":1184.300048828125,""bottom"":261.1000061035156,""left"":70},""#meco_para_7_qa_2"":{""x"":70,""y"":523.7000122070312,""width"":1118.6666259765625,""height"":71.80000305175781,""top"":523.7000122070312,""right"":1188.6666259765625,""bottom"":595.5000152587891,""left"":70},""#meco_para_7_qa_3"":{""x"":70,""y"":607.2999877929688,""width"":1034.7333984375,""height"":71.80000305175781,""top"":607.2999877929688,""right"":1104.7333984375,""bottom"":679.0999908447266,""left"":70}}","",""
"2834","<p class=""webgaze-experiment"" id=""question"">Tecrübeli şarap tadımcıları meslekten olmayan kişilerden daha az önyargılı mı? ","0","html-button-response","3","12218","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_7_qa_1","[]","{""#question"":{""x"":70.05000305175781,""y"":285.29998779296875,""width"":1139.88330078125,""height"":112,""top"":285.29998779296875,""right"":1209.9333038330078,""bottom"":397.29998779296875,""left"":70.05000305175781}}","False",""
"1004","
<p class=""webgaze-experiment"" id=""paragraph"">Fresno'nun <span id=""a_FresnoCalifornia_0_qa_4"">Batı Yakası</span>, başka bir deyişle <span id=""a_FresnoCalifornia_0_qa_0"">Güneybatı Fresno</span>, şehirdeki en eski mahallelerden biridir. Mahalle, (onu Fresno Merkezi'nden ayıran) 99 otobanının <span id=""a_FresnoCalifornia_0_qa_1"">güneybatısında</span>, 41 otobanının batısında ve Nielsen Bulvarı'nın (ya da yeni inşa edilen 180 otobanının) güneyinde yer alır ve batı ve güneye doğru şehir sınırlarına kadar devam eder. Mahalle, geleneksel olarak Fresno'nun <span id=""a_FresnoCalifornia_0_qa_2"">Afrikalı-Amerikalı</span> topluluğunun merkezi kabul edilir. Kültürel olarak çeşitliliğe sahiptir ve aynı zamanda önemli oranda Meksikalı-Amerikalı ve Asyalı-Amerikalı (öncelikli olarak <span id=""a_FresnoCalifornia_0_qa_3"">Hmong veya Laoslu</span>) nüfusuna da sahiptir.</p>"," ","html-keyboard-response","4","13224","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_FresnoCalifornia_0","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_FresnoCalifornia_0_qa_0"":{""x"":676.1500244140625,""y"":104,""width"":222.5166778564453,""height"":33,""top"":104,""right"":898.6667022705078,""bottom"":137,""left"":676.1500244140625},""#a_FresnoCalifornia_0_qa_1"":{""x"":70,""y"":248,""width"":170.8333282470703,""height"":33,""top"":248,""right"":240.8333282470703,""bottom"":281,""left"":70},""#a_FresnoCalifornia_0_qa_2"":{""x"":70,""y"":392,""width"":1051.433349609375,""height"":105,""top"":392,""right"":1121.433349609375,""bottom"":497,""left"":70},""#a_FresnoCalifornia_0_qa_3"":{""x"":170.8333282470703,""y"":608,""width"":267.9000244140625,""height"":33,""top"":608,""right"":438.7333526611328,""bottom"":641,""left"":170.8333282470703},""#a_FresnoCalifornia_0_qa_4"":{""x"":226.9166717529297,""y"":104,""width"":144.88333129882812,""height"":33,""top"":104,""right"":371.8000030517578,""bottom"":137,""left"":226.9166717529297}}","",""
"1820","","{""Q0"":""1""}","survey-text","5","15047","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_FresnoCalifornia_0_qa_1","[]","{""#question"":{""x"":69.78334045410156,""y"":287.70001220703125,""width"":1140.4166259765625,""height"":112,""top"":287.70001220703125,""right"":1210.199966430664,""bottom"":399.70001220703125,""left"":69.78334045410156}}","güneybatısında","Fresno'nun batı yakası mahallesi 99 otobanının hangi yönünde yer almaktadır?"
"789","
<p class=""webgaze-experiment"" id=""paragraph"">Dış ve iç kloroplast zarları ile ilgili bazı yaygın yanlış kanılar bulunmaktadır. Kloroplastların <span id=""a_Chloroplast_4_qa_0"">çift bir zarla çevrelendiği</span> gerçeği sıklıkla onların endosimbiyotik siyanobakterinin soyundan geldiğinin kanıtı olarak gösterilir. Bu durum sıklıkla dış kloroplast zarının <span id=""a_Chloroplast_4_qa_1"">ata siyanobakteriyi çevrelemek amacıyla bir vezikül oluşturacak şekilde katlanan konak hücre zarının ürünü</span> anlamına geldiği şeklinde yorumlanır—ki bu yanlıştır—iki kloroplast zarı da siyanobakterinin orijinal çift zarıyla <span id=""a_Chloroplast_4_qa_2"">homologdur</span>. </p>"," ","html-keyboard-response","6","15837","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_Chloroplast_4","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Chloroplast_4_qa_0"":{""x"":264.75,""y"":212,""width"":346.6333312988281,""height"":33,""top"":212,""right"":611.3833312988281,""bottom"":245,""left"":264.75},""#a_Chloroplast_4_qa_1"":{""x"":70,""y"":356,""width"":1104.38330078125,""height"":105,""top"":356,""right"":1174.38330078125,""bottom"":461,""left"":70},""#a_Chloroplast_4_qa_2"":{""x"":173.11666870117188,""y"":572,""width"":138.5500030517578,""height"":33,""top"":572,""right"":311.6666717529297,""bottom"":605,""left"":173.11666870117188}}","",""
"1020","","{""Q0"":""1""}","survey-text","7","16861","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_Chloroplast_4_qa_0","[]","{""#question"":{""x"":91.55000305175781,""y"":287.70001220703125,""width"":1096.9000244140625,""height"":112,""top"":287.70001220703125,""right"":1188.4500274658203,""bottom"":399.70001220703125,""left"":91.55000305175781}}","çift bir zarla çevrelendiği","Kloroplastların endosimbiyotik siyanobakterinin soyundan geldiğinin kanıtı nedir?"
"1076","
<p class=""webgaze-experiment"" id=""paragraph"">2007 seçimi sonrasıyla ilgili hem Başkan Kenyatta hem de Başkan Yardımcısı William Ruto için <span id=""a_Kenya_2_qa_0"">Uluslararası Ceza Mahkemesi dava tarihleri</span> 2013'de iken, 2013 ortası Afrika turu sırasında <span id=""a_Kenya_2_qa_1"">ABD Başkanı Barack Obama</span> ülkeyi ziyaret etmemeyi tercih etti. Sonrasında yazın, Kenyatta başkan olarak ABD'yi ziyaret etmemişken, Rusya'ya bir uğradıktan sonra Başkan Xi Jinping'in davetiyle <span id=""a_Kenya_2_qa_2"">Çin'i</span> ziyaret etti. <span id=""a_Kenya_2_qa_3"">Temmuz 2015</span> tarihinde, görevdeyken ülkeyi ziyaret eden ilk Amerikan başkanı olarak Obama Kenya'yı ziyaret etti. </p>"," ","html-keyboard-response","8","17938","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_Kenya_2","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Kenya_2_qa_0"":{""x"":336.54998779296875,""y"":212,""width"":581.2166748046875,""height"":33,""top"":212,""right"":917.7666625976562,""bottom"":245,""left"":336.54998779296875},""#a_Kenya_2_qa_1"":{""x"":472.33331298828125,""y"":284,""width"":387.1333312988281,""height"":33,""top"":284,""right"":859.4666442871094,""bottom"":317,""left"":472.33331298828125},""#a_Kenya_2_qa_2"":{""x"":934.2833251953125,""y"":428,""width"":47.23332214355469,""height"":33,""top"":428,""right"":981.5166473388672,""bottom"":461,""left"":934.2833251953125},""#a_Kenya_2_qa_3"":{""x"":70,""y"":500,""width"":183.1999969482422,""height"":33,""top"":500,""right"":253.1999969482422,""bottom"":533,""left"":70}}","",""
"1183","","{""Q0"":""1""}","survey-text","9","19125","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_Kenya_2_qa_3","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Temmuz 2015","Obama sonunda ne zaman Kenya'yı ziyaret etti?"
