,text,word,counter,x,y,width,height
0,a_1973oilcrisis_1_1280_720,"Ambargo,",0,70,113,107,24
1,a_1973oilcrisis_1_1280_720,ABD,0,210,114,47,17
2,a_1973oilcrisis_1_1280_720,enerji,0,291,114,60,23
3,a_1973oilcrisis_1_1280_720,guvenligi,0,385,113,97,24
4,a_1973oilcrisis_1_1280_720,Uzerindeki,0,517,113,113,18
5,a_1973oilcrisis_1_1280_720,tehditleri,0,664,113,98,18
6,a_1973oilcrisis_1_1280_720,ele,0,797,113,31,18
7,a_1973oilcrisis_1_1280_720,almak,0,861,113,66,18
8,a_1973oilcrisis_1_1280_720,icin,0,961,113,34,24
9,a_1973oilcrisis_1_1280_720,acil,0,1029,113,34,18
10,a_1973oilcrisis_1_1280_720,taleplere,0,1097,113,97,24
11,a_1973oilcrisis_1_1280_720,neden,0,72,185,67,18
12,a_1973oilcrisis_1_1280_720,olarak,0,173,185,68,18
13,a_1973oilcrisis_1_1280_720,ABD,1,273,186,47,17
14,a_1973oilcrisis_1_1280_720, ekonomisini,0,354,185,133,18
15,a_1973oilcrisis_1_1280_720,olumsuz_,0,521,185,93,18
16,a_1973oilcrisis_1_1280_720,etkilemistir.,0,647,185,128,24
17,a_1973oilcrisis_1_1280_720,Uluslararas!,0,810,185,129,18
18,a_1973oilcrisis_1_1280_720,"duzeyde,",0,973,185,98,24
19,a_1973oilcrisis_1_1280_720,_,0,1081,181,11,32
20,a_1973oilcrisis_1_1280_720,fiyat,0,1105,185,47,24
21,a_1973oilcrisis_1_1280_720,artislar!,0,71,257,82,24
22,a_1973oilcrisis_1_1280_720,otomobil,0,187,257,98,18
23,a_1973oilcrisis_1_1280_720,gibi,0,318,257,38,24
24,a_1973oilcrisis_1_1280_720,birgok,0,391,257,67,24
25,a_1973oilcrisis_1_1280_720,sektérde,0,490,257,97,18
26,a_1973oilcrisis_1_1280_720,rekabetci,0,621,257,100,24
27,a_1973oilcrisis_1_1280_720,konumlari,0,756,257,110,18
28,a_1973oilcrisis_1_1280_720,degistirdi.,0,900,257,107,24
29,a_1973oilcrisis_1_1280_720,Makroekonomik,0,72,329,180,18
30,a_1973oilcrisis_1_1280_720,problemler,0,285,329,123,24
31,a_1973oilcrisis_1_1280_720,hem,0,441,329,47,18
32,a_1973oilcrisis_1_1280_720,enflasyonist,0,522,329,133,24
