,text,word,counter,x,y,width,height
0,a_Chloroplast_4_1280_720,Hay,0,72,78,41,23
1,a_Chloroplast_4_1280_720,algunas,0,145,77,85,24
2,a_Chloroplast_4_1280_720,ideas,0,264,77,56,18
3,a_Chloroplast_4_1280_720,falsas,0,353,77,62,18
4,a_Chloroplast_4_1280_720,comunes,0,448,82,101,13
5,a_Chloroplast_4_1280_720,sobre,0,582,77,62,18
6,a_Chloroplast_4_1280_720,las,0,678,77,28,18
7,a_Chloroplast_4_1280_720,membranas,0,740,77,132,18
8,a_Chloroplast_4_1280_720,de,0,906,77,26,18
9,a_Chloroplast_4_1280_720,_,0,937,73,3,32
10,a_Chloroplast_4_1280_720,cloroplasto,0,965,77,122,24
11,a_Chloroplast_4_1280_720,exterior,0,1121,78,87,17
12,a_Chloroplast_4_1280_720,e,0,71,154,11,13
13,a_Chloroplast_4_1280_720,interior.,0,117,149,85,18
14,a_Chloroplast_4_1280_720,El,0,237,149,16,18
15,a_Chloroplast_4_1280_720,hecho,0,288,149,65,18
16,a_Chloroplast_4_1280_720,de,1,387,149,26,18
17,a_Chloroplast_4_1280_720,que,0,446,154,41,19
18,a_Chloroplast_4_1280_720,los,0,521,149,29,18
19,a_Chloroplast_4_1280_720,cloroplastos,0,584,149,134,24
20,a_Chloroplast_4_1280_720,estén,0,751,148,59,19
21,a_Chloroplast_4_1280_720,rodeados,0,845,149,103,18
22,a_Chloroplast_4_1280_720,por,0,982,154,37,19
23,a_Chloroplast_4_1280_720,una,0,1052,154,40,13
24,a_Chloroplast_4_1280_720,membrana,0,72,221,120,18
25,a_Chloroplast_4_1280_720,doble,0,226,221,61,18
26,a_Chloroplast_4_1280_720,a,0,321,226,10,13
27,a_Chloroplast_4_1280_720,menudo,0,366,221,91,18
28,a_Chloroplast_4_1280_720,se,0,491,226,22,13
29,a_Chloroplast_4_1280_720,cita,0,547,221,37,18
30,a_Chloroplast_4_1280_720,como,0,618,226,60,13
31,a_Chloroplast_4_1280_720,evidencia,0,711,221,103,18
32,a_Chloroplast_4_1280_720,de,2,848,221,26,18
33,a_Chloroplast_4_1280_720,que,1,907,226,41,19
34,a_Chloroplast_4_1280_720,_,1,956,217,3,32
35,a_Chloroplast_4_1280_720,son,0,982,226,37,13
36,a_Chloroplast_4_1280_720,descendientes,0,71,293,160,18
37,a_Chloroplast_4_1280_720,de,3,264,293,26,18
38,a_Chloroplast_4_1280_720, cianobacterias,0,323,293,161,18
39,a_Chloroplast_4_1280_720,endosimbidticas.,0,517,292,187,19
40,a_Chloroplast_4_1280_720,Esto,0,739,294,44,17
41,a_Chloroplast_4_1280_720,a,1,817,298,10,13
42,a_Chloroplast_4_1280_720,menudo,1,862,293,91,18
43,a_Chloroplast_4_1280_720,se,1,987,298,22,13
44,a_Chloroplast_4_1280_720,_,2,1010,288,12,33
45,a_Chloroplast_4_1280_720,interpreta,0,1044,293,108,24
46,a_Chloroplast_4_1280_720,como,1,71,370,60,13
47,a_Chloroplast_4_1280_720,que,2,165,370,41,19
48,a_Chloroplast_4_1280_720,la,0,240,365,16,18
49,a_Chloroplast_4_1280_720,membrana,1,290,365,121,18
50,a_Chloroplast_4_1280_720,externa,0,445,367,83,16
51,a_Chloroplast_4_1280_720,de,4,562,365,26,18
52,a_Chloroplast_4_1280_720,cloroplasto,1,621,365,123,24
53,a_Chloroplast_4_1280_720,es,0,777,370,23,13
54,a_Chloroplast_4_1280_720,el,1,833,365,17,18
55,a_Chloroplast_4_1280_720,producto,0,885,365,100,24
56,a_Chloroplast_4_1280_720,de,5,1018,365,26,18
57,a_Chloroplast_4_1280_720,la,1,1078,365,16,18
58,a_Chloroplast_4_1280_720,membrana,2,72,437,120,18
59,a_Chloroplast_4_1280_720,celular,0,226,437,74,18
60,a_Chloroplast_4_1280_720,del,0,332,437,32,18
61,a_Chloroplast_4_1280_720,huésped,0,399,436,93,25
62,a_Chloroplast_4_1280_720,que,3,526,442,41,19
63,a_Chloroplast_4_1280_720,se,2,600,442,23,13
64,a_Chloroplast_4_1280_720,_,3,629,432,3,33
65,a_Chloroplast_4_1280_720,pliega,0,657,437,63,24
66,a_Chloroplast_4_1280_720,para,0,755,442,48,19
67,a_Chloroplast_4_1280_720,formar,0,836,437,77,18
68,a_Chloroplast_4_1280_720,una,1,947,442,39,13
69,a_Chloroplast_4_1280_720,_,4,992,432,3,33
70,a_Chloroplast_4_1280_720,vesicula,0,1019,436,87,19
71,a_Chloroplast_4_1280_720,que,4,1140,442,40,19
72,a_Chloroplast_4_1280_720,rodea,0,72,509,62,18
73,a_Chloroplast_4_1280_720,la,2,169,509,16,18
74,a_Chloroplast_4_1280_720,cianobacteria,0,219,509,148,18
75,a_Chloroplast_4_1280_720,"ancestral,",0,401,509,105,21
76,a_Chloroplast_4_1280_720,lo,0,541,509,18,18
77,a_Chloroplast_4_1280_720,cual,0,592,509,43,18
78,a_Chloroplast_4_1280_720,no,0,670,514,26,13
79,a_Chloroplast_4_1280_720,es,1,729,514,23,13
80,a_Chloroplast_4_1280_720,_,5,758,505,4,32
81,a_Chloroplast_4_1280_720,"cierto,",0,786,510,67,20
82,a_Chloroplast_4_1280_720,ya,0,886,514,23,19
83,a_Chloroplast_4_1280_720,que,5,943,514,41,19
84,a_Chloroplast_4_1280_720,ambas,0,1018,509,72,18
85,a_Chloroplast_4_1280_720,membranas,1,72,581,132,18
86,a_Chloroplast_4_1280_720,de,6,238,581,26,18
87,a_Chloroplast_4_1280_720,cloroplasto,2,297,581,122,24
88,a_Chloroplast_4_1280_720,son,1,453,586,38,13
89,a_Chloroplast_4_1280_720,homdlogas,0,526,580,121,25
90,a_Chloroplast_4_1280_720,a,2,680,586,11,13
91,a_Chloroplast_4_1280_720,las,1,725,581,28,18
92,a_Chloroplast_4_1280_720,membranas_,0,788,581,132,18
93,a_Chloroplast_4_1280_720,dobles,0,953,581,73,18
94,a_Chloroplast_4_1280_720,originales,0,1059,581,107,24
95,a_Chloroplast_4_1280_720,de,7,71,653,26,18
96,a_Chloroplast_4_1280_720,la,3,131,653,16,18
97,a_Chloroplast_4_1280_720,_,6,157,649,6,32
98,a_Chloroplast_4_1280_720,cianobacteria.,1,181,653,154,18
99,a_MartinLuther_4_1280_720,Después,0,72,292,94,25
100,a_MartinLuther_4_1280_720,se,0,199,298,23,13
101,a_MartinLuther_4_1280_720,encontr6,0,255,292,99,19
102,a_MartinLuther_4_1280_720,un,0,389,298,26,13
103,a_MartinLuther_4_1280_720,trozo,0,448,295,57,16
104,a_MartinLuther_4_1280_720,de,0,538,293,26,18
105,a_MartinLuther_4_1280_720,papel,0,599,293,58,24
106,a_MartinLuther_4_1280_720,en,0,691,298,26,13
107,a_MartinLuther_4_1280_720,el,0,751,293,16,18
108,a_MartinLuther_4_1280_720,que,0,802,298,40,19
109,a_MartinLuther_4_1280_720,Lutero,0,877,294,70,17
110,a_MartinLuther_4_1280_720,habia,0,981,292,59,19
111,a_MartinLuther_4_1280_720,escrito,0,1074,294,73,17
112,a_MartinLuther_4_1280_720,su,0,1180,298,23,13
113,a_MartinLuther_4_1280_720,ultima,0,72,364,67,19
114,a_MartinLuther_4_1280_720,declaracién.,0,173,364,133,19
115,a_MartinLuther_4_1280_720,La,0,341,366,22,17
116,a_MartinLuther_4_1280_720,declaracién,1,397,364,126,19
117,a_MartinLuther_4_1280_720,estaba,0,557,365,72,18
118,a_MartinLuther_4_1280_720,en,1,663,370,25,13
