"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"911","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Welcome to <b>ES</b> Dev!</h1>
                <p>This mode is designed for the development of the experiment.</p>
                <p>When each experiment loads, an image is saved.</p>
                <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","0","912","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","3320","0.0-1.0","Win32","1280","720","1280","720","true","firefox","106.0.0","false","Windows 10","true","147.78","true","true","","","","",""
"812","
<p class=""webgaze-experiment-compact"" id=""paragraph"">La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como <span id=""meco_para_12_qa_2"">bicicletas, botes o tractores puede variar por jurisdicción</span>. El identificador de registro es <span id=""meco_para_12_qa_3"">una serie de letras o números</span> que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. <span id=""meco_para_12_qa_0"">Francia fue el primer país en introducir la patente</span>, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. <span id=""meco_para_12_qa_1"">La estandarización de patentes llegó a fines de los años cincuenta</span>, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.</p>"," ","html-keyboard-response","2","4134","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_12","[]","{""#paragraph"":{""x"":50,""y"":58.899993896484375,""width"":1180,""height"":625.2000122070312,""top"":58.899993896484375,""right"":1230,""bottom"":684.1000061035156,""left"":50},""#meco_para_12_qa_0"":{""x"":70,""y"":377.3999938964844,""width"":1085.8333740234375,""height"":71.80000305175781,""top"":377.3999938964844,""right"":1155.8333740234375,""bottom"":449.1999969482422,""left"":70},""#meco_para_12_qa_1"":{""x"":70,""y"":544.5999755859375,""width"":1090.2833251953125,""height"":71.79998779296875,""top"":544.5999755859375,""right"":1160.2833251953125,""bottom"":616.3999633789062,""left"":70},""#meco_para_12_qa_2"":{""x"":158.0833282470703,""y"":210.1999969482422,""width"":754.0833740234375,""height"":30,""top"":210.1999969482422,""right"":912.1667022705078,""bottom"":240.1999969482422,""left"":158.0833282470703},""#meco_para_12_qa_3"":{""x"":233.64999389648438,""y"":252,""width"":431.41668701171875,""height"":30,""top"":252,""right"":665.0666809082031,""bottom"":282,""left"":233.64999389648438}}","",""
"1094","<p class=""webgaze-experiment"" id=""question"">Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes. ","0","html-button-response","3","5229","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_12_qa_2","[]","{""#question"":{""x"":50,""y"":249.3000030517578,""width"":1180,""height"":184,""top"":249.3000030517578,""right"":1230,""bottom"":433.3000030517578,""left"":50}}","False",""
"329","
<p class=""webgaze-experiment"" id=""paragraph"">Entre 1402 y 1405, el noble normando Jean de Bethencourt y el francés Gadifer de la Salle lideraron la expedición que conquistó las islas canarias de Lanzarote, Fuerteventura y El Hierro en la costa atlántica de <span id=""a_Normans_4_qa_0"">África</span>. Sus tropas se agruparon en Normandía, Gascuña y más tarde se vieron reforzadas por los colonos castellanos.</p>"," ","html-keyboard-response","4","5558","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_Normans_4","[]","{""#paragraph"":{""x"":50,""y"":172.5,""width"":1180,""height"":400,""top"":172.5,""right"":1230,""bottom"":572.5,""left"":50},""#a_Normans_4_qa_0"":{""x"":1051.63330078125,""y"":356,""width"":63.9666748046875,""height"":33,""top"":356,""right"":1115.5999755859375,""bottom"":389,""left"":1051.63330078125}}","",""
"781","","{""Q0"":"" 1""}","survey-text","5","6341","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_Normans_4_qa_0","[]","{""#question"":{""x"":71.56666564941406,""y"":287.70001220703125,""width"":1136.8499755859375,""height"":112,""top"":287.70001220703125,""right"":1208.4166412353516,""bottom"":399.70001220703125,""left"":71.56666564941406}}","África","¿Enfrente a las costas de qué continente se encuentran las islas Canarias?"
"444","
<p class=""webgaze-experiment"" id=""paragraph"">Victoria tiene una constitución escrita promulgada en <span id=""a_VictoriaAustralia_1_qa_0"">1975</span>, pero basada en la <span id=""a_VictoriaAustralia_1_qa_1"">Constitución colonial de 1855</span>, aprobada por el Parlamento del Reino Unido como la <span id=""a_VictoriaAustralia_1_qa_4"">Ley Constitucional de Victoria de 1855</span>, que establece que el Parlamento es el órgano legislativo del estado en asuntos que sean responsabilidad del estado. El Parlamento de Victoria puede enmendar la <span id=""a_VictoriaAustralia_1_qa_2"">Constitución de Victoria</span>, excepto ciertas <span id=""a_VictoriaAustralia_1_qa_3"">disposiciones «arraigadas»</span> que requieren una mayoría absoluta de ambas cámaras, una mayoría de tres quintas partes en ambas cámaras o la aprobación del pueblo de Victoria en un referéndum, dependiendo de la disposición.</p>"," ","html-keyboard-response","6","6787","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_VictoriaAustralia_1","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_VictoriaAustralia_1_qa_0"":{""x"":847.1666870117188,""y"":68,""width"":54.866668701171875,""height"":33,""top"":68,""right"":902.0333557128906,""bottom"":101,""left"":847.1666870117188},""#a_VictoriaAustralia_1_qa_1"":{""x"":120.63333129882812,""y"":140,""width"":403.6500244140625,""height"":33,""top"":140,""right"":524.2833557128906,""bottom"":173,""left"":120.63333129882812},""#a_VictoriaAustralia_1_qa_2"":{""x"":70,""y"":428,""width"":315.01666259765625,""height"":33,""top"":428,""right"":385.01666259765625,""bottom"":461,""left"":70},""#a_VictoriaAustralia_1_qa_3"":{""x"":647.816650390625,""y"":428,""width"":323.6499938964844,""height"":33,""top"":428,""right"":971.4666442871094,""bottom"":461,""left"":647.816650390625},""#a_VictoriaAustralia_1_qa_4"":{""x"":313.08331298828125,""y"":212,""width"":549.183349609375,""height"":33,""top"":212,""right"":862.2666625976562,""bottom"":245,""left"":313.08331298828125}}","",""
"563","","{""Q0"":""1""}","survey-text","7","7353","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_VictoriaAustralia_1_qa_0","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","1975","¿Cuando promulgó Victoria su constitución?"
"986","
<p class=""webgaze-experiment"" id=""paragraph"">Cuando se lanzó Sky Digital en <span id=""a_SkyUnitedKingdom_1_qa_0"">1998</span>, el nuevo servicio usaba el satélite <span id=""a_SkyUnitedKingdom_1_qa_1"">Astra 2A</span>, que estaba situado en la posición orbital 28.5°E, a diferencia del servicio analógico que se emitía a 19.2°E. Posteriormente hubo más satélites Astra, así como <span id=""a_SkyUnitedKingdom_1_qa_2"">el Eurobird 1 de Eutelsat</span> (ahora Eutelsat 33C) a 28.5°E, lo cual permitió a la empresa lanzar un nuevo servicio completamente digital, Sky, que podía incluir <span id=""a_SkyUnitedKingdom_1_qa_3"">cientos</span> de canales de televisión y radio. La antigua posición era compartida con canales de varios países europeos, mientras que la nueva posición en <span id=""a_SkyUnitedKingdom_1_qa_4"">28.5°E</span> pasó a ser usada casi exclusivamente por los canales que emiten en el Reino Unido.</p>"," ","html-keyboard-response","8","8341","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_SkyUnitedKingdom_1","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_SkyUnitedKingdom_1_qa_0"":{""x"":565.6500244140625,""y"":68,""width"":54.866668701171875,""height"":33,""top"":68,""right"":620.5166931152344,""bottom"":101,""left"":565.6500244140625},""#a_SkyUnitedKingdom_1_qa_1"":{""x"":70,""y"":140,""width"":118.44999694824219,""height"":33,""top"":140,""right"":188.4499969482422,""bottom"":173,""left"":70},""#a_SkyUnitedKingdom_1_qa_2"":{""x"":321.6499938964844,""y"":284,""width"":373.38336181640625,""height"":33,""top"":284,""right"":695.0333557128906,""bottom"":317,""left"":321.6499938964844},""#a_SkyUnitedKingdom_1_qa_3"":{""x"":413.98333740234375,""y"":428,""width"":80.18333435058594,""height"":33,""top"":428,""right"":494.1666717529297,""bottom"":461,""left"":413.98333740234375},""#a_SkyUnitedKingdom_1_qa_4"":{""x"":404.1000061035156,""y"":572,""width"":71.06666564941406,""height"":33,""top"":572,""right"":475.1666717529297,""bottom"":605,""left"":404.1000061035156}}","",""
"527","","{""Q0"":""1""}","survey-text","9","8872","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_SkyUnitedKingdom_1_qa_2","[]","{""#question"":{""x"":121.11666870117188,""y"":287.70001220703125,""width"":1037.75,""height"":112,""top"":287.70001220703125,""right"":1158.8666687011719,""bottom"":399.70001220703125,""left"":121.11666870117188}}","el Eurobird 1 de Eutelsat","¿Qué satélite permitió a Sky Digital lanzar un nuevo servicio digital?"
