,word_id_orig,TRT,FixCount,scanPath,Span_word_is_in,text_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,Sarap_0,364.0,5,"[12, 13, 15, 229, 699]",,meco_para_7,5,Sarap,1,5,False,0.07453416149068323,NR,0.0657514450867052
1,"tadimi,_0",221.0,3,"[18, 52, 464]",,meco_para_7,3,"tadimi,",1,7,False,0.07453416149068323,NR,0.039920520231213875
2,sarabin_0,409.0,5,"[17, 19, 51, 227, 234]",,meco_para_7,5,sarabin,1,7,False,0.07453416149068323,NR,0.07388005780346821
3, duyumsal_0,119.0,2,"[755, 790]",,meco_para_7,2, duyumsal,1,9,False,0.07453416149068323,NR,0.021495664739884394
4,olarak_0,399.0,6,"[5, 219, 235, 245, 288, 290]",,meco_para_7,6,olarak,1,6,False,0.07453416149068323,NR,0.07207369942196531
5,incelenmesi_0,2404.0,16,"[30, 31, 116, 209, 210, 218, 222, 252, 254, 360, 583, 679, 680, 707, 753, 758]",,meco_para_7,16,incelenmesi,1,11,False,0.07453416149068323,NR,0.4342485549132948
6,ve_0,371.0,4,"[215, 618, 756, 757]",,meco_para_7,4,ve,1,2,False,0.07453416149068323,NR,0.06701589595375723
7,degerlendirilmesidir._0,1249.0,15,"[91, 117, 118, 128, 166, 224, 225, 302, 325, 375, 540, 541, 582, 617, 656]",,meco_para_7,15,degerlendirilmesidir.,1,21,False,0.07453416149068323,NR,0.22561416184971098
8,Sarap_1,319.0,2,"[93, 336]",,meco_para_7,2,Sarap,2,5,False,0.07453416149068323,NR,0.04177579884756417
9,tadim_0,97.0,1,[371],,meco_para_7,1,tadim,2,5,False,0.07453416149068323,NR,0.012702985856469355
10,pratigi_0,142.0,2,"[53, 230]",,meco_para_7,2,pratigi,2,7,False,0.07453416149068323,NR,0.01859612362493452
11,sarap_2,217.0,3,"[10, 269, 427]",,meco_para_7,3,sarap,2,5,False,0.07453416149068323,NR,0.028418019905709795
12,Uretimi_0,251.0,4,"[98, 99, 233, 426]",,meco_para_7,4,Uretimi,2,7,False,0.07453416149068323,NR,0.03287061288632792
13,kadar_0,764.0,6,"[24, 50, 267, 425, 701, 711]",,meco_para_7,6,kadar,2,5,False,0.07453416149068323,NR,0.1000523834468308
14,"antikken,_0",1003.0,9,"[23, 60, 61, 69, 70, 291, 376, 493, 494]",,meco_para_7,9,"antikken,",2,9,False,0.07453416149068323,NR,0.13135149292823467
15,daha_0,236.0,2,"[115, 236]",,meco_para_7,2,daha,2,4,False,0.07453416149068323,NR,0.030906233630172867
16,bicimsel_0,683.0,8,"[29, 152, 211, 223, 258, 359, 556, 789]",,meco_para_7,8,bicimsel,2,8,False,0.07453416149068323,NR,0.08944473546359351
17,bir_0,456.0,5,"[165, 167, 261, 262, 361]",,meco_para_7,5,bir,2,3,False,0.07453416149068323,NR,0.059717129387113675
18,metodoloji_0,732.0,9,"[92, 119, 125, 256, 294, 331, 402, 502, 542]",,meco_para_7,9,metodoloji,2,10,False,0.07453416149068323,NR,0.09586170770036669
19,orta_0,432.0,5,"[94, 332, 337, 651, 655]",,meco_para_7,5,orta,2,4,False,0.07453416149068323,NR,0.05657412257726559
20, caglarin_0,57.0,1,[672],,meco_para_7,1, caglarin,2,9,False,0.07453416149068323,NR,0.007464641173389209
21,sonlarindan_0,353.0,5,"[228, 417, 465, 689, 690]",,meco_para_7,5,sonlarindan,2,11,False,0.07453416149068323,NR,0.046228391828182294
22, glnUmUuze_0,354.0,4,"[131, 305, 418, 688]",,meco_para_7,4, glnUmUuze,2,10,False,0.07453416149068323,NR,0.046359350445259295
23,yavasca__0,204.0,3,"[58, 130, 273]",,meco_para_7,3,yavasca,2,7,False,0.07453416149068323,NR,0.02671555788370875
24,olusmaktadir._0,1336.0,18,"[25, 71, 76, 129, 176, 177, 243, 274, 356, 357, 358, 557, 574, 575, 623, 706, 708, 709]",,meco_para_7,18,olusmaktadir.,2,13,False,0.07453416149068323,NR,0.1749607124148769
25,"Modern,_0",715.0,10,"[77, 151, 153, 162, 292, 303, 398, 619, 621, 698]",,meco_para_7,10,"Modern,",3,7,False,0.07453416149068323,NR,0.0347864162693393
26,profesyonel_0,1831.0,20,"[34, 49, 78, 88, 124, 164, 195, 214, 248, 257, 259, 260, 295, 362, 367, 501, 539, 549, 555, 670]",,meco_para_7,20,profesyonel,3,11,False,0.07453416149068323,NR,0.08908241704777659
27,sarap_3,520.0,6,"[95, 126, 338, 363, 368, 422]",,meco_para_7,6,sarap,3,5,False,0.07453416149068323,NR,0.025299211832246763
28,—_0,,0,[],,meco_para_7,0,—,3,1,False,0.07453416149068323,NR,
29,tadimcilari_0,255.0,4,"[335, 370, 421, 654]",,meco_para_7,4,tadimcilari,3,11,False,0.07453416149068323,NR,0.012406344263890241
30,sarabin_1,296.0,4,"[54, 55, 428, 498]",meco_para_7_qa_1 ,meco_para_7,4,sarabin,3,7,False,0.07453416149068323,NR,0.014401089812202004
31,algilanan_0,415.0,6,"[132, 133, 134, 135, 268, 377]",meco_para_7_qa_1 ,meco_para_7,6,algilanan,3,9,False,0.07453416149068323,NR,0.020190717135350783
