,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,When_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,When,1,4,True,0.0,IS,
1,Sky_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,Sky,1,3,True,0.0,IS,
2,Digital_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,Digital,1,7,True,0.0,IS,
3,was_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,was,1,3,True,0.0,IS,
4,launched_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,launched,1,8,True,0.0,IS,
5,in_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,in,1,2,True,0.0,IS,
6,1998_0,,0,[],a_SkyUnitedKingdom_1_qa_0 a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,1998,1,4,True,0.0,IS,
7,the_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,the,1,3,True,0.0,IS,
8,new_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,new,1,3,True,0.0,IS,
9,service_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,service,1,7,True,0.0,IS,
10,used_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,used,1,4,True,0.0,IS,
11,the_1,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,the,1,3,True,0.0,IS,
12,Astra_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,Astra,1,5,True,0.0,IS,
13,2A_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,2A,1,2,True,0.0,IS,
14,satellite_0,60.0,1,[3],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,satellite,1,9,True,0.0,IS,0.053144375553587246
15,which_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,which,1,5,True,0.0,IS,
16,was_1,56.0,1,[26],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,was,1,3,True,0.0,IS,0.049601417183348095
17,located_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,located,1,7,True,0.0,IS,
18,at_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,at,1,2,True,0.0,IS,
19,the_2,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,the,1,3,True,0.0,IS,
20,28.5°E_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,28.5°E,1,6,True,0.0,IS,
21,orbital_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,orbital,1,7,True,0.0,IS,
22,"position,_0",,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,"position,",1,9,True,0.0,IS,
23,unlike_0,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,unlike,1,6,True,0.0,IS,
24,the_3,,0,[],a_SkyUnitedKingdom_1_qa_1 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,the,1,3,True,0.0,IS,
25,analogue_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,analogue,1,8,True,0.0,IS,
26,service_1,53.0,1,[4],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,service,1,7,True,0.0,IS,0.046944198405668734
27,which_1,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,which,1,5,True,0.0,IS,
28,was_2,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,was,1,3,True,0.0,IS,
29,broadcast_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,broadcast,1,9,True,0.0,IS,
30,from_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,from,1,4,True,0.0,IS,
31,19.2°E._0,80.0,1,[25],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,19.2°E.,1,7,True,0.0,IS,0.070859167404783
32,This_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,This,2,4,True,0.0,IS,
33,was_3,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,was,2,3,True,0.0,IS,
34,subsequently_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,subsequently,2,12,True,0.0,IS,
35,followed_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,followed,2,8,True,0.0,IS,
36,by_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,by,2,2,True,0.0,IS,
37,more_0,55.0,1,[16],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,more,2,4,True,0.0,IS,0.048715677590788306
38,Astra_1,57.0,1,[5],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,Astra,2,5,True,0.0,IS,0.050487156775907885
39,satellites_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,satellites,2,10,True,0.0,IS,
40,as_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,as,2,2,True,0.0,IS,
41,well_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,well,2,4,True,0.0,IS,
42,as_1,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,as,2,2,True,0.0,IS,
43, Eutelsat's_0,,0,[],a_SkyUnitedKingdom_1_qa_2 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0, Eutelsat's,2,11,True,0.0,IS,
44,Eurobird_0,,0,[],a_SkyUnitedKingdom_1_qa_2 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,Eurobird,2,8,True,0.0,IS,
45,1_0,,0,[],a_SkyUnitedKingdom_1_qa_2 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,1,2,1,True,0.0,IS,
46,(now_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,(now,2,4,True,0.0,IS,
47,Eutelsat_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,Eutelsat,2,8,True,0.0,IS,
48,33C)_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,33C),2,4,True,0.0,IS,
49,at_1,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,at,2,2,True,0.0,IS,
50,"28.5°E),_0",56.0,1,[8],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,"28.5°E),",2,8,True,0.0,IS,0.049601417183348095
51,enabled_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,enabled,2,7,True,0.0,IS,
52,the_4,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,the,2,3,True,0.0,IS,
53,company_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,company,2,7,True,0.0,IS,
54,to_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,to,2,2,True,0.0,IS,
55,launch_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,launch,2,6,True,0.0,IS,
56,a__0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,a,2,1,True,0.0,IS,
57,new_1,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,new,2,3,True,0.0,IS,
58,all-digital_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,all-digital,2,11,True,0.0,IS,
59,"service,_2",56.0,1,[11],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,1,"service,",2,8,True,0.0,IS,0.049601417183348095
60,"Sky,_1",,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,"Sky,",2,4,True,0.0,IS,
61,with_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,with,2,4,True,0.0,IS,
62,the_5,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,the,2,3,True,0.0,IS,
63,potential_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,potential,2,9,True,0.0,IS,
64,to_1,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,to,2,2,True,0.0,IS,
65,carry_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,carry,2,5,True,0.0,IS,
66,hundreds_0,,0,[],a_SkyUnitedKingdom_1_qa_3 ,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,hundreds,2,8,True,0.0,IS,
67,of_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,of,2,2,True,0.0,IS,
68,television_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,television,2,10,True,0.0,IS,
69,and__0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,and,2,3,True,0.0,IS,
70,radio_0,,0,[],,a_SkyUnitedKingdom_1,A3MHP4LZ3V88NF,0,radio,2,5,True,0.0,IS,
