,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,Sarap_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,Sarap,1,5,True,0.0794392523364486,NR,
1,"tadimi,_0",,0,[],,meco_para_7,linkPFouC2qd2R2,0,"tadimi,",1,7,True,0.0794392523364486,NR,
2,sarabin_0,73.0,1,[8],,meco_para_7,linkPFouC2qd2R2,1,sarabin,1,7,True,0.0794392523364486,NR,0.08891595615103533
3, duyumsal_0,339.0,2,"[9, 22]",,meco_para_7,linkPFouC2qd2R2,2, duyumsal,1,9,True,0.0794392523364486,NR,0.41291108404384896
4,olarak_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,olarak,1,6,True,0.0794392523364486,NR,
5,incelenmesi_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,incelenmesi,1,11,True,0.0794392523364486,NR,
6,ve_0,101.0,1,[25],,meco_para_7,linkPFouC2qd2R2,1,ve,1,2,True,0.0794392523364486,NR,0.12302070645554203
7,degerlendirilmesidir._0,308.0,2,"[26, 28]",,meco_para_7,linkPFouC2qd2R2,2,degerlendirilmesidir.,1,21,True,0.0794392523364486,NR,0.3751522533495737
8,Sarap_1,,0,[],,meco_para_7,linkPFouC2qd2R2,0,Sarap,2,5,True,0.0794392523364486,NR,
9,tadim_0,94.0,1,[29],,meco_para_7,linkPFouC2qd2R2,1,tadim,2,5,True,0.0794392523364486,NR,0.0444234404536862
10,pratigi_0,80.0,1,[16],,meco_para_7,linkPFouC2qd2R2,1,pratigi,2,7,True,0.0794392523364486,NR,0.03780718336483932
11,sarap_2,,0,[],,meco_para_7,linkPFouC2qd2R2,0,sarap,2,5,True,0.0794392523364486,NR,
12,Uretimi_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,Uretimi,2,7,True,0.0794392523364486,NR,
13,kadar_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,kadar,2,5,True,0.0794392523364486,NR,
14,"antikken,_0",,0,[],,meco_para_7,linkPFouC2qd2R2,0,"antikken,",2,9,True,0.0794392523364486,NR,
15,daha_0,71.0,1,[54],,meco_para_7,linkPFouC2qd2R2,1,daha,2,4,True,0.0794392523364486,NR,0.0335538752362949
16,bicimsel_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,bicimsel,2,8,True,0.0794392523364486,NR,
17,bir_0,198.0,2,"[27, 39]",,meco_para_7,linkPFouC2qd2R2,2,bir,2,3,True,0.0794392523364486,NR,0.09357277882797732
18,metodoloji_0,613.0,5,"[40, 41, 59, 60, 62]",,meco_para_7,linkPFouC2qd2R2,5,metodoloji,2,10,True,0.0794392523364486,NR,0.2896975425330813
19,orta_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0,orta,2,4,True,0.0794392523364486,NR,
20, caglarin_0,,0,[],,meco_para_7,linkPFouC2qd2R2,0, caglarin,2,9,True,0.0794392523364486,NR,
21,sonlarindan_0,338.0,5,"[15, 17, 18, 31, 68]",,meco_para_7,linkPFouC2qd2R2,5,sonlarindan,2,11,True,0.0794392523364486,NR,0.15973534971644612
22, glnUmUuze_0,208.0,2,"[20, 35]",,meco_para_7,linkPFouC2qd2R2,2, glnUmUuze,2,10,True,0.0794392523364486,NR,0.09829867674858223
23,yavasca__0,304.0,3,"[21, 36, 71]",,meco_para_7,linkPFouC2qd2R2,3,yavasca,2,7,True,0.0794392523364486,NR,0.14366729678638943
24,olusmaktadir._0,210.0,2,"[37, 52]",,meco_para_7,linkPFouC2qd2R2,2,olusmaktadir.,2,13,True,0.0794392523364486,NR,0.09924385633270322
