,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,La_0,,0,[],,meco_para_12,A27UWOULJBT358,0,La,1,2,True,0.18803418803418803,NR,
1,patente_0,171.0,2,"[57, 60]",,meco_para_12,A27UWOULJBT358,2,patente,1,7,True,0.18803418803418803,NR,0.07751586582048957
2,de_0,101.0,1,[6],,meco_para_12,A27UWOULJBT358,1,de,1,2,True,0.18803418803418803,NR,0.04578422484134179
3,un_0,103.0,1,[5],,meco_para_12,A27UWOULJBT358,1,un,1,2,True,0.18803418803418803,NR,0.04669084315503173
4,vehiculo_0,337.0,4,"[7, 62, 87, 113]",,meco_para_12,A27UWOULJBT358,4,vehiculo,1,8,True,0.18803418803418803,NR,0.1527651858567543
5,es_0,,0,[],,meco_para_12,A27UWOULJBT358,0,es,1,2,True,0.18803418803418803,NR,
6,una_0,,0,[],,meco_para_12,A27UWOULJBT358,0,una,1,3,True,0.18803418803418803,NR,
7,placa_0,67.0,1,[183],,meco_para_12,A27UWOULJBT358,1,placa,1,5,True,0.18803418803418803,NR,0.030371713508612876
8,de_1,,0,[],,meco_para_12,A27UWOULJBT358,0,de,1,2,True,0.18803418803418803,NR,
9,metal_0,68.0,1,[109],,meco_para_12,A27UWOULJBT358,1,metal,1,5,True,0.18803418803418803,NR,0.030825022665457842
10,o_0,,0,[],,meco_para_12,A27UWOULJBT358,0,o,1,1,True,0.18803418803418803,NR,
11, plastico_0,101.0,1,[37],,meco_para_12,A27UWOULJBT358,1, plastico,1,9,True,0.18803418803418803,NR,0.04578422484134179
12,fijada_0,,0,[],,meco_para_12,A27UWOULJBT358,0,fijada,1,6,True,0.18803418803418803,NR,
13,al_0,,0,[],,meco_para_12,A27UWOULJBT358,0,al,1,2,True,0.18803418803418803,NR,
14,vehiculo_1,,0,[],,meco_para_12,A27UWOULJBT358,0,vehiculo,1,8,True,0.18803418803418803,NR,
15,con_0,,0,[],,meco_para_12,A27UWOULJBT358,0,con,1,3,True,0.18803418803418803,NR,
16,el_0,,0,[],,meco_para_12,A27UWOULJBT358,0,el,1,2,True,0.18803418803418803,NR,
17,propdsito_0,680.0,7,"[11, 20, 39, 40, 59, 85, 88]",,meco_para_12,A27UWOULJBT358,7,propdsito,1,9,True,0.18803418803418803,NR,0.3082502266545784
18,de_2,,0,[],,meco_para_12,A27UWOULJBT358,0,de,1,2,True,0.18803418803418803,NR,
19,identificacién_0,509.0,6,"[8, 9, 10, 16, 18, 19]",,meco_para_12,A27UWOULJBT358,6,identificacién,1,14,True,0.18803418803418803,NR,0.23073436083408885
20,oficial_0,69.0,1,[22],,meco_para_12,A27UWOULJBT358,1,oficial,1,7,True,0.18803418803418803,NR,0.03127833182230281
21,Todos_0,439.0,6,"[24, 25, 27, 108, 233, 318]",,meco_para_12,A27UWOULJBT358,6,Todos,2,5,True,0.18803418803418803,NR,0.1432300163132137
22,los_0,204.0,3,"[26, 101, 255]",,meco_para_12,A27UWOULJBT358,3,los,2,3,True,0.18803418803418803,NR,0.066557911908646
23,paises_0,102.0,1,[28],,meco_para_12,A27UWOULJBT358,1,paises,2,6,True,0.18803418803418803,NR,0.033278955954323
24,requieren_0,306.0,4,"[32, 82, 84, 347]",,meco_para_12,A27UWOULJBT358,4,requieren,2,9,True,0.18803418803418803,NR,0.09983686786296901
25,patentes_0,137.0,2,"[31, 34]",,meco_para_12,A27UWOULJBT358,2,patentes,2,8,True,0.18803418803418803,NR,0.04469820554649266
26,para_0,,0,[],,meco_para_12,A27UWOULJBT358,0,para,2,4,True,0.18803418803418803,NR,
27,vehiculos_0,239.0,3,"[56, 89, 90]",,meco_para_12,A27UWOULJBT358,3,vehiculos,2,9,True,0.18803418803418803,NR,0.07797716150081566
28,como_0,138.0,2,"[61, 115]",,meco_para_12,A27UWOULJBT358,2,como,2,4,True,0.18803418803418803,NR,0.04502446982055465
29,"autos,_0",274.0,4,"[12, 15, 114, 116]",,meco_para_12,A27UWOULJBT358,4,"autos,",2,6,True,0.18803418803418803,NR,0.08939641109298532
30,camiones_0,954.0,10,"[13, 14, 17, 23, 41, 43, 63, 64, 93, 160]",,meco_para_12,A27UWOULJBT358,10,camiones,2,8,True,0.18803418803418803,NR,0.31125611745513865
31,y_0,,0,[],,meco_para_12,A27UWOULJBT358,0,y,2,1,True,0.18803418803418803,NR,
32,motocicletas._0,272.0,4,"[21, 42, 107, 319]",,meco_para_12,A27UWOULJBT358,4,motocicletas.,2,13,True,0.18803418803418803,NR,0.08874388254486133
33,Su_0,306.0,3,"[29, 102, 235]",,meco_para_12,A27UWOULJBT358,3,Su,3,2,True,0.18803418803418803,NR,0.15789473684210525
34, requerimiento_0,203.0,3,"[83, 100, 142]",,meco_para_12,A27UWOULJBT358,3, requerimiento,3,14,True,0.18803418803418803,NR,0.10474716202270382
35,para_1,,0,[],,meco_para_12,A27UWOULJBT358,0,para,3,4,True,0.18803418803418803,NR,
36,otros_0,,0,[],,meco_para_12,A27UWOULJBT358,0,otros,3,5,True,0.18803418803418803,NR,
37,vehiculos_1,68.0,1,[33],,meco_para_12,A27UWOULJBT358,1,vehiculos,3,9,True,0.18803418803418803,NR,0.03508771929824561
38,como_1,,0,[],,meco_para_12,A27UWOULJBT358,0,como,3,4,True,0.18803418803418803,NR,
39,"bicicletas,_0",,0,[],meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,0,"bicicletas,",3,11,True,0.18803418803418803,NR,
40,botes_0,68.0,1,[92],meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,1,botes,3,5,True,0.18803418803418803,NR,0.03508771929824561
41,o_1,,0,[],meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,0,o,3,1,True,0.18803418803418803,NR,
42,tractores_0,408.0,4,"[65, 67, 95, 119]",meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,4,tractores,3,9,True,0.18803418803418803,NR,0.21052631578947367
43,puede_0,,0,[],meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,0,puede,3,5,True,0.18803418803418803,NR,
44,variar_0,238.0,3,"[97, 120, 236]",meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,3,variar,3,6,True,0.18803418803418803,NR,0.12280701754385964
45,por_0,171.0,2,"[104, 121]",meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,2,por,3,3,True,0.18803418803418803,NR,0.08823529411764706
46,jurisdiccién._0,476.0,5,"[48, 70, 71, 99, 105]",meco_para_12_qa_2 ,meco_para_12,A27UWOULJBT358,5,jurisdiccién.,3,13,True,0.18803418803418803,NR,0.24561403508771928
47,El_1,102.0,1,[346],,meco_para_12,A27UWOULJBT358,1,El,4,2,True,0.18803418803418803,NR,0.027589937787395186
48,identificador_0,272.0,3,"[35, 51, 52]",,meco_para_12,A27UWOULJBT358,3,identificador,4,13,True,0.18803418803418803,NR,0.07357316743305382
