,word_id_orig,TRT,FixCount,Scan_path,Span_word_is_in,text_id,worker_id,countFix,word_id,sentence_id,word_length,correct_answer,target_to_fixation_ratio,task_type,relFix
0,The_0,67.0,1,[15],,a_Rhine_1,A1T9BJRS4IL8VQ,1,The,1,3,True,0.0,IS,0.10876623376623376
1,Rhine-Meuse_0,,0,[],a_Rhine_1_qa_0 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,Rhine-Meuse,1,11,True,0.0,IS,
2,"Delta,_0",,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,"Delta,",1,6,True,0.0,IS,
3,the_1,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,1,3,True,0.0,IS,
4,most_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,most,1,4,True,0.0,IS,
5,important_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,important,1,9,True,0.0,IS,
6,natural_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,natural,1,7,True,0.0,IS,
7,region_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,region,1,6,True,0.0,IS,
8,of_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,of,1,2,True,0.0,IS,
9,the_2,71.0,1,[9],,a_Rhine_1,A1T9BJRS4IL8VQ,1,the,1,3,True,0.0,IS,0.11525974025974026
10,Netherlands_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Netherlands,1,11,True,0.0,IS,
11,begins_0,138.0,2,"[5, 6]",,a_Rhine_1,A1T9BJRS4IL8VQ,2,begins,1,6,True,0.0,IS,0.22402597402597402
12,near_0,,0,[],a_Rhine_1_qa_1 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,near,1,4,True,0.0,IS,
13,Millingen_0,,0,[],a_Rhine_1_qa_1 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,Millingen,1,9,True,0.0,IS,
14,aan_0,,0,[],a_Rhine_1_qa_1 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,aan,1,3,True,0.0,IS,
15,de_0,,0,[],a_Rhine_1_qa_1 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,de,1,2,True,0.0,IS,
16,"Rijn,_0",,0,[],a_Rhine_1_qa_1 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,"Rijn,",1,5,True,0.0,IS,
17,close_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,close,1,5,True,0.0,IS,
18,to_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,to,1,2,True,0.0,IS,
19,the_3,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,1,3,True,0.0,IS,
20,Dutch-German_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Dutch-German,1,12,True,0.0,IS,
21,border_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,border,1,6,True,0.0,IS,
22,with_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,with,1,4,True,0.0,IS,
23,the_4,69.0,1,[4],,a_Rhine_1,A1T9BJRS4IL8VQ,1,the,1,3,True,0.0,IS,0.11201298701298701
24,division_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,division,1,8,True,0.0,IS,
25,of_1,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,of,1,2,True,0.0,IS,
26,the_5,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,1,3,True,0.0,IS,
27,Rhine_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Rhine,1,5,True,0.0,IS,
28,into_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,into,1,4,True,0.0,IS,
29,Waal_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Waal,1,4,True,0.0,IS,
30,and_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,and,1,3,True,0.0,IS,
31,Nederrijn._0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Nederrijn.,1,10,True,0.0,IS,
32,Since_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Since,2,5,True,0.0,IS,
33,the_6,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,2,3,True,0.0,IS,
34,Rhine_1,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,Rhine,2,5,True,0.0,IS,
35,contributes_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,contributes,2,11,True,0.0,IS,
36,most_1,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,most,2,4,True,0.0,IS,
37,of_2,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,of,2,2,True,0.0,IS,
38,the_7,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,2,3,True,0.0,IS,
39,"water,_0",,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,"water,",2,6,True,0.0,IS,
40,the_8,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,2,3,True,0.0,IS,
41,shorter_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,shorter,2,7,True,0.0,IS,
42,term_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,term,2,4,True,0.0,IS,
43,Rhine_2,101.0,1,[8],a_Rhine_1_qa_2 ,a_Rhine_1,A1T9BJRS4IL8VQ,1,Rhine,2,5,True,0.0,IS,0.16396103896103897
44,Delta_1,,0,[],a_Rhine_1_qa_2 ,a_Rhine_1,A1T9BJRS4IL8VQ,0,Delta,2,5,True,0.0,IS,
45,is_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,is,2,2,True,0.0,IS,
46,commonly_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,commonly,2,8,True,0.0,IS,
47,used._0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,used.,2,5,True,0.0,IS,
48,"However,_0",,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,"However,",3,8,True,0.0,IS,
49,this_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,this,3,4,True,0.0,IS,
50,name_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,name,3,4,True,0.0,IS,
51,is_1,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,is,3,2,True,0.0,IS,
52,also_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,also,3,4,True,0.0,IS,
53,used_1,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,used,3,4,True,0.0,IS,
54,for_0,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,for,3,3,True,0.0,IS,
55,the_9,,0,[],,a_Rhine_1,A1T9BJRS4IL8VQ,0,the,3,3,True,0.0,IS,
