"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","set_name","zoom_ratio","rt","stimulus","response","width","height","mobile","fullscreen","trial_name","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","webgazer_data","webgazer_targets","correct_answer","phase"
"true","false","[]","[]","[]","preload","0","391","0.0-0.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","11835","0.0-1.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","11441","
      <div class=""left-align"">
        <img src=""img/ku_logo_dk_v.png"" alt=""KU Logo"" class=""ku-logo""> 
        <h1>Welcome!</h1>
        <p>The aim of this project is to enable the creation of a multilingual low-cost eye-tracking dataset, designed to make artificial intelligence-based language technologies fair and transparent.
        <p>You can read more about the project <a href=""https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/"">here</a>.</p>
        <p>For questions about the experiment please contact the project leader: Nora Hollenstein, <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></p>
      </div>
      ","0","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","2","97805","0.0-2.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","85904","
      <div class=""left-align"">    
        <h1>Experiment Instructions</h1>
        <h4>Expected duration: 20-30 mins (including small pauses during calibration)</h4> 
        <p>This experiment uses your camera for eye tracking. In order  to participate you must allow the experiment to use your camera.
        <p>We would like to remind you that we are <b>only collecting the information about where you look on your screen, no video is recorded.</b>
        <p>Please follow the instructions below.</p>
        <h3>Camera Instructions:</h3>
        <p><b>Keep your head still</b> and try to read by only moving your eyes when performing the different tasks. To avoid unnecessary movements, <b>keep your hands close to the keyboard</b>.
        <p>2. Keep any light sources in front of you, so the webcam can clearly detect your face. Please avoid having a window behind you.
        <p>3. Disable notifications to avoid distractions.
        <p>4. Close any unnecessary applications or tabs as the eye-tracking software is quite demanding.
      <p style=""text-align: center;""><b>To continue with the experiment, we will check your browser to confirm that it supports the eye-tracking software.</b>
      </div>
      ","0","","","","","","","","","","","","","","","",""
"","","","","","browser-check","3","97870","0.0-3.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","","","","1536","714","false","true","","","","","","","","","","","",""
"","","","","","html-button-response","4","161604","0.0-4.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","63730","
      <div class=""left-align"" style=""margin-left:15%;margin-right:15%"">
      <h3>Task Instructions:</h3>
      <p>There is two tasks present in the experiment: 
      <p><b>Task 1, the normal reading task</b>

        <p>You will be presented with a paragraph you should read from beginning to end as naturally as you would read any other text. There is no time limit. After finishing and moving to the next screen, you will need to answer a comprehension question about the paragraph.

      <p><b>Task 2, the information searching task,</b> 
      
        <p>You will be presented with a question which you should read carefully. On the next screen, a paragraph will be presented which contains the answer to the question shown before. Read the text until you have found the answer. There is no time limit. On the following screen, you will then see the same question again. At this point, you will need to provide an answer based on the paragraph you read. 
      
      <p>Each of these steps is preceded by a black fixation cross in the middle of the screen, which you should focus on between steps. <b>When done reading texts, you will press <i>Spacebar</i> on your keyboard to move to the next screen.</b>
      
      <p>After two trials, we will recalibrate the eye-tracker to ensure better data quality. You may take a small pause before these re-calibrations.

      <p>You will now fill out a short questionnaire with some data needed for the experiment. 
        </div>
      ","0","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","5","183157","0.0-5.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","21491","","{""age"":""22"",""language"":""Croatian"",""fluency"":""4"",""vision"":""normal""}","","","","","questionaire","","","","","","","","","","",""
"","","","","","html-button-response","6","199276","0.0-6.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","16117","
      <div class=""left-align""> 
        <h1>Setup Instructions:</h1>
        Before we start, we would like to show you our suggestions on how to setup for the experiment.
        <p>Please observe the image below where we display the preferred setup for this experiment. Try to follow this setup as best as possible.
        <center><img src=""img/Sitting_position_smaller.png"" alt=""Instructional Image""></center>
      </div>
      ","0","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","7","213836","0.0-7.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","14499","
      <div class=""left-align"">      
        <h1>Great! We are ready to start.</h1>
        <p>On the next screen, you will be asked by the browser to allow the usage of your webcam.
        <p>We would like to remind you that <b>the video is not captured or stored, and it is only used to deduct where you are looking</b>. 
        <p>The eye-tracking software is quite demanding, so we recommend closing any other applications/tabs in the background.
        <p>The next screen will load all the necessary components for eye-tracking, this might take some time depending on your computer.
        <p><b>Please be patient 😊</b>
      </div>
      ","0","","","","","","","","","","","","","","","",""
"","","","","","webgazer-init-camera","8","276442","0.0-8.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","","","","","","","","","16818","","","","","","","","","",""
"true","","","","","fullscreen","9","280341","0.0-9.0","19","1","2023-05-30 13:33:54","b4bfc9f7778101adac928f02fcb3f24e","193.198.8.211","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","WebKit","Chrome","113.0.0.0","Windows","10.0","mturk_EN_v18_cognition_volunteer","1.25","","","","","","","","","","","","","","","","","","",""
