"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"781","
                  <div class=""left-align"">
                    <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                    <h1>Welcome <b>EN</b> Dev!</h1>
                    <p>This mode is designed for the development of the experiment.</p>
                    <p>When each experiment loads, an image is saved.</p>
                    <p>The idea is then to save these images for the oficial experiment. At the final screen a file can be downloaded with the target locations.</p>
                    <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                    <p>Project Leaders:</p>
                    <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                    <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
                  </div>
                  ","0","html-button-response","0","784","0.0-0.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"","","","browser-check","1","3193","0.0-1.0","Win32","1280","720","1280","720","true","firefox","105.0.0","false","Windows 10","true","148.88","true","true","","","","",""
"1327","
    <p class=""webgaze-experiment-compact"" id=""paragraph"">The International Union for Conservation of Nature is <span id=""meco_para_11_qa_0"">an international organization</span> working in the field of nature conservation and the sustainable use of natural resources. It is involved in data gathering and analysis, research, field projects, advocacy, and education. Its mission is to 'influence, encourage and assist societies throughout the <span id=""meco_para_11_qa_2"">world to conserve nature and to ensure that any use of natural resources is equitable and ecologically sustainable'</span>. Over the past decades, the organization has widened its focus beyond conservation ecology and now incorporates issues related to sustainable development in its projects. Unlike many other international environmental organizations, it does not aim to mobilize the public in support of nature conservation. Instead, the organization tries to influence the actions of governments, business and other stakeholders by providing information and advice, and through building partnerships. The organization is best known to the wider public for <span id=""meco_para_11_qa_3"">compiling and publishing the Red List of Threatened Species</span>, which assesses the conservation status of species worldwide. Today, <span id=""meco_para_11_qa_1"">the organization employs approximately one thousand full-time staff</span> in more than fifty countries.</p>"," ","html-keyboard-response","2","4521","0.0-2.0","Win32","1280","720","","","","","","","","","","","","meco_para_11","[]","{""#paragraph"":{""x"":50,""y"":38,""width"":1180,""height"":667,""top"":38,""right"":1230,""bottom"":705,""left"":50},""#meco_para_11_qa_0"":{""x"":821.4500122070312,""y"":63.899993896484375,""width"":347.1000061035156,""height"":30,""top"":63.899993896484375,""right"":1168.5500183105469,""bottom"":93.89999389648438,""left"":821.4500122070312},""#meco_para_11_qa_1"":{""x"":70,""y"":607.2999877929688,""width"":1123.0166015625,""height"":71.80000305175781,""top"":607.2999877929688,""right"":1193.0166015625,""bottom"":679.0999908447266,""left"":70},""#meco_para_11_qa_2"":{""x"":70,""y"":231.10000610351562,""width"":1130.6666259765625,""height"":71.79998779296875,""top"":231.10000610351562,""right"":1200.6666259765625,""bottom"":302.8999938964844,""left"":70},""#meco_para_11_qa_3"":{""x"":375.6499938964844,""y"":565.5,""width"":815.7166748046875,""height"":30,""top"":565.5,""right"":1191.3666687011719,""bottom"":595.5,""left"":375.6499938964844}}","",""
"815","<p class=""webgaze-experiment"" id=""question"">This organization is mostly run by volunteers. ","0","html-button-response","3","5337","0.0-3.0","Win32","1280","720","","","","","","","","","","","","meco_para_11_qa_1","[]","{""#question"":{""x"":292.1333312988281,""y"":285.29998779296875,""width"":695.7333374023438,""height"":112,""top"":285.29998779296875,""right"":987.8666687011719,""bottom"":397.29998779296875,""left"":292.1333312988281}}","False",""
"825","
<p class=""webgaze-experiment"" id=""paragraph"">In Hinduism the spiritual teacher is known as a <span id=""a_Teacher_3_qa_0"">guru</span>, and, in many traditions of Hinduism - especially those common in <span id=""a_Teacher_3_qa_3"">the West</span> - the emphasis on spiritual mentorship is <span id=""a_Teacher_3_qa_1"">extremely high</span>, with gurus often exercising a great deal of control over the lives of <span id=""a_Teacher_3_qa_2"">their disciples</span>.</p>"," ","html-keyboard-response","4","6163","0.0-4.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_3","[]","{""#paragraph"":{""x"":50,""y"":208.5,""width"":1180,""height"":328,""top"":208.5,""right"":1230,""bottom"":536.5,""left"":50},""#a_Teacher_3_qa_0"":{""x"":823.1666870117188,""y"":248,""width"":52.2833251953125,""height"":33,""top"":248,""right"":875.4500122070312,""bottom"":281,""left"":823.1666870117188},""#a_Teacher_3_qa_1"":{""x"":601.0333251953125,""y"":392,""width"":191.4499969482422,""height"":33,""top"":392,""right"":792.4833221435547,""bottom"":425,""left"":601.0333251953125},""#a_Teacher_3_qa_2"":{""x"":730.2333374023438,""y"":464,""width"":179.2833251953125,""height"":33,""top"":464,""right"":909.5166625976562,""bottom"":497,""left"":730.2333374023438},""#a_Teacher_3_qa_3"":{""x"":856.38330078125,""y"":320,""width"":123.61666870117188,""height"":33,""top"":320,""right"":979.9999694824219,""bottom"":353,""left"":856.38330078125}}","",""
"545","","{""Q0"":""1""}","survey-text","5","6710","0.0-5.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_3_qa_3","[]","{""#question"":{""x"":66.03334045410156,""y"":287.70001220703125,""width"":1147.9166259765625,""height"":112,""top"":287.70001220703125,""right"":1213.949966430664,""bottom"":399.70001220703125,""left"":66.03334045410156}}","the West","In what area is it common for spiritual mentorship to be extremely high?"
"438","
<p class=""webgaze-experiment"" id=""paragraph"">Some of the oldest schools in South Africa are private church schools that were established by missionaries in the early <span id=""a_Privateschool_2_qa_4"">nineteenth</span> century. The private sector has grown ever since. After the abolition of apartheid, the laws governing private education in South Africa changed significantly. The <span id=""a_Privateschool_2_qa_0"">South African Schools Act</span> of <span id=""a_Privateschool_2_qa_1"">1996</span> recognises two categories of schools: ""public"" (state-controlled) and ""<span id=""a_Privateschool_2_qa_2"">independent</span>"" (which includes <span id=""a_Privateschool_2_qa_3"">traditional private</span> schools and schools which are privately governed[clarification needed].)</p>"," ","html-keyboard-response","6","7149","0.0-6.0","Win32","1280","720","","","","","","","","","","","","a_Privateschool_2","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Privateschool_2_qa_0"":{""x"":70,""y"":356,""width"":1072.5166015625,""height"":105,""top"":356,""right"":1142.5166015625,""bottom"":461,""left"":70},""#a_Privateschool_2_qa_1"":{""x"":417.1000061035156,""y"":428,""width"":54.86665344238281,""height"":33,""top"":428,""right"":471.96665954589844,""bottom"":461,""left"":417.1000061035156},""#a_Privateschool_2_qa_2"":{""x"":375.75,""y"":500,""width"":143.26666259765625,""height"":33,""top"":500,""right"":519.0166625976562,""bottom"":533,""left"":375.75},""#a_Privateschool_2_qa_3"":{""x"":787.63330078125,""y"":500,""width"":224.76666259765625,""height"":33,""top"":500,""right"":1012.3999633789062,""bottom"":533,""left"":787.63330078125},""#a_Privateschool_2_qa_4"":{""x"":751.4000244140625,""y"":212,""width"":122.48333740234375,""height"":33,""top"":212,""right"":873.8833618164062,""bottom"":245,""left"":751.4000244140625}}","",""
"723","","{""Q0"":""1""}","survey-text","7","7874","0.0-7.0","Win32","1280","720","","","","","","","","","","","","a_Privateschool_2_qa_2","[]","{""#question"":{""x"":50,""y"":251.6999969482422,""width"":1180,""height"":184,""top"":251.6999969482422,""right"":1230,""bottom"":435.6999969482422,""left"":50}}","independent","Along with public schools, what type of school was recognized under the South African Schools Act?"
"931","
<p class=""webgaze-experiment"" id=""paragraph"">The <span id=""a_SuperBowl50_1_qa_5"">Broncos</span> defeated the <span id=""a_SuperBowl50_1_qa_0""><span id=""a_SuperBowl50_1_qa_10""><span id=""a_SuperBowl50_1_qa_13"">Pittsburgh Steelers</span></span></span> in the divisional round, <span id=""a_SuperBowl50_1_qa_6"">23–16</span>, by scoring <span id=""a_SuperBowl50_1_qa_1""><span id=""a_SuperBowl50_1_qa_11"">11</span></span> points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion <span id=""a_SuperBowl50_1_qa_2""><span id=""a_SuperBowl50_1_qa_7""><span id=""a_SuperBowl50_1_qa_12""><span id=""a_SuperBowl50_1_qa_14"">New England Patriots</span></span></span></span> in the AFC Championship Game, <span id=""a_SuperBowl50_1_qa_3"">20–18</span>, by intercepting a pass on New England's 2-point conversion attempt with <span id=""a_SuperBowl50_1_qa_4""><span id=""a_SuperBowl50_1_qa_8""><span id=""a_SuperBowl50_1_qa_15"">17</span></span> seconds</span> left on the clock. Despite <span id=""a_SuperBowl50_1_qa_9"">Manning</span>'s problems with interceptions during the season, he didn't throw any in their two playoff games.</p>"," ","html-keyboard-response","8","8806","0.0-8.0","Win32","1280","720","","","","","","","","","","","","a_SuperBowl50_1","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_SuperBowl50_1_qa_0"":{""x"":464.70001220703125,""y"":140,""width"":236.7166748046875,""height"":33,""top"":140,""right"":701.4166870117188,""bottom"":173,""left"":464.70001220703125},""#a_SuperBowl50_1_qa_1"":{""x"":240.1666717529297,""y"":212,""width"":27.433334350585938,""height"":33,""top"":212,""right"":267.6000061035156,""bottom"":245,""left"":240.1666717529297},""#a_SuperBowl50_1_qa_2"":{""x"":767.4666748046875,""y"":284,""width"":289.1166687011719,""height"":33,""top"":284,""right"":1056.5833435058594,""bottom"":317,""left"":767.4666748046875},""#a_SuperBowl50_1_qa_3"":{""x"":441.26666259765625,""y"":356,""width"":66.86666870117188,""height"":33,""top"":356,""right"":508.1333312988281,""bottom"":389,""left"":441.26666259765625},""#a_SuperBowl50_1_qa_4"":{""x"":534.7000122070312,""y"":428,""width"":150.35000610351562,""height"":33,""top"":428,""right"":685.0500183105469,""bottom"":461,""left"":534.7000122070312},""#a_SuperBowl50_1_qa_5"":{""x"":142.64999389648438,""y"":140,""width"":91.83334350585938,""height"":33,""top"":140,""right"":234.48333740234375,""bottom"":173,""left"":142.64999389648438},""#a_SuperBowl50_1_qa_6"":{""x"":1094.550048828125,""y"":140,""width"":66.86666870117188,""height"":33,""top"":140,""right"":1161.4167175292969,""bottom"":173,""left"":1094.550048828125},""#a_SuperBowl50_1_qa_7"":{""x"":767.4666748046875,""y"":284,""width"":289.1166687011719,""height"":33,""top"":284,""right"":1056.5833435058594,""bottom"":317,""left"":767.4666748046875},""#a_SuperBowl50_1_qa_8"":{""x"":534.7000122070312,""y"":428,""width"":27.433334350585938,""height"":33,""top"":428,""right"":562.1333465576172,""bottom"":461,""left"":534.7000122070312},""#a_SuperBowl50_1_qa_9"":{""x"":70,""y"":500,""width"":98.16667175292969,""height"":33,""top"":500,""right"":168.1666717529297,""bottom"":533,""left"":70},""#a_SuperBowl50_1_qa_10"":{""x"":464.70001220703125,""y"":140,""width"":236.7166748046875,""height"":33,""top"":140,""right"":701.4166870117188,""bottom"":173,""left"":464.70001220703125},""#a_SuperBowl50_1_qa_11"":{""x"":240.1666717529297,""y"":212,""width"":27.433334350585938,""height"":33,""top"":212,""right"":267.6000061035156,""bottom"":245,""left"":240.1666717529297},""#a_SuperBowl50_1_qa_12"":{""x"":767.4666748046875,""y"":284,""width"":289.1166687011719,""height"":33,""top"":284,""right"":1056.5833435058594,""bottom"":317,""left"":767.4666748046875},""#a_SuperBowl50_1_qa_13"":{""x"":464.70001220703125,""y"":140,""width"":236.7166748046875,""height"":33,""top"":140,""right"":701.4166870117188,""bottom"":173,""left"":464.70001220703125},""#a_SuperBowl50_1_qa_14"":{""x"":767.4666748046875,""y"":284,""width"":289.1166687011719,""height"":33,""top"":284,""right"":1056.5833435058594,""bottom"":317,""left"":767.4666748046875},""#a_SuperBowl50_1_qa_15"":{""x"":534.7000122070312,""y"":428,""width"":27.433334350585938,""height"":33,""top"":428,""right"":562.1333465576172,""bottom"":461,""left"":534.7000122070312}}","",""
"480","","{""Q0"":""1""}","survey-text","9","9289","0.0-9.0","Win32","1280","720","","","","","","","","","","","","a_SuperBowl50_1_qa_12","[]","{""#question"":{""x"":168.56666564941406,""y"":287.70001220703125,""width"":942.86669921875,""height"":112,""top"":287.70001220703125,""right"":1111.433364868164,""bottom"":399.70001220703125,""left"":168.56666564941406}}","New England Patriots","Who did the Broncos defeat in the AFC Championship game?"
