,text,word,counter,x,y,width,height
0,a_1973oilcrisis_3_1280_720,Enerji_,0,72,113,60,24
1,a_1973oilcrisis_3_1280_720,"krizi,",0,167,113,48,21
2,a_1973oilcrisis_3_1280_720,yenilenebilir,0,248,113,136,24
3,a_1973oilcrisis_3_1280_720,"enerji,",0,417,113,67,24
4,a_1973oilcrisis_3_1280_720,nukleer,0,519,113,82,18
5,a_1973oilcrisis_3_1280_720,enerji,1,634,113,61,24
6,a_1973oilcrisis_3_1280_720,ve,0,728,118,24,13
7,a_1973oilcrisis_3_1280_720,yerel,0,785,113,53,24
8,a_1973oilcrisis_3_1280_720,fosil,0,871,113,44,18
9,a_1973oilcrisis_3_1280_720,yakitlara,0,948,113,94,24
10,a_1973oilcrisis_3_1280_720,daha,0,1076,113,53,18
11,a_1973oilcrisis_3_1280_720,fazla_,0,71,185,49,18
12,a_1973oilcrisis_3_1280_720,ilgi,0,155,185,28,24
13,a_1973oilcrisis_3_1280_720,duyulmasina,0,217,185,140,24
14,a_1973oilcrisis_3_1280_720,neden,0,392,185,68,18
15,a_1973oilcrisis_3_1280_720,oldu.,0,494,185,53,18
16,a_1973oilcrisis_3_1280_720,Krizden,0,582,185,81,18
17,a_1973oilcrisis_3_1280_720,bu,0,698,185,26,18
18,a_1973oilcrisis_3_1280_720,yana,0,757,190,51,19
19,a_1973oilcrisis_3_1280_720,Amerikan,0,841,185,106,18
20,a_1973oilcrisis_3_1280_720,enerji,2,981,185,61,24
21,a_1973oilcrisis_3_1280_720,politikalarina,0,72,257,141,24
22,a_1973oilcrisis_3_1280_720,—,0,228,253,6,32
23,a_1973oilcrisis_3_1280_720,kriz-zihniyeti,0,248,257,137,24
24,a_1973oilcrisis_3_1280_720,dUstincesinin,0,419,257,145,24
25,a_1973oilcrisis_3_1280_720,egemen,0,599,262,87,19
26,a_1973oilcrisis_3_1280_720," olduguna,",0,720,257,109,24
27,a_1973oilcrisis_3_1280_720,pahali,0,864,257,65,24
28,a_1973oilcrisis_3_1280_720,hizli,0,964,257,40,18
29,a_1973oilcrisis_3_1280_720,duzeltmelerin,0,1038,257,152,18
30,a_1973oilcrisis_3_1280_720,ve,1,70,334,24,13
31,a_1973oilcrisis_3_1280_720,piyasa,0,129,329,67,24
32,a_1973oilcrisis_3_1280_720,ve,2,229,334,24,13
33,a_1973oilcrisis_3_1280_720,teknoloji,0,286,329,94,24
34,a_1973oilcrisis_3_1280_720,gercekliklerini,0,414,329,152,24
35,a_1973oilcrisis_3_1280_720,gormezden,0,600,329,125,24
36,a_1973oilcrisis_3_1280_720, gelen,0,758,329,59,24
37,a_1973oilcrisis_3_1280_720,tek,0,850,329,34,18
38,a_1973oilcrisis_3_1280_720,seferlik,0,917,329,79,18
39,a_1973oilcrisis_3_1280_720,¢6zUmlerin,0,1029,329,121,24
40,a_1973oilcrisis_3_1280_720,tesvik,0,71,401,63,24
41,a_1973oilcrisis_3_1280_720,edildigine,0,166,401,107,24
42,a_1973oilcrisis_3_1280_720,dair,0,306,401,42,18
43,a_1973oilcrisis_3_1280_720,elestiriler,0,381,401,103,24
44,a_1973oilcrisis_3_1280_720,bulunmakta.,0,518,401,137,18
45,a_1973oilcrisis_3_1280_720,Girisimcilik,0,690,401,119,24
46,a_1973oilcrisis_3_1280_720,ve,3,841,406,24,13
47,a_1973oilcrisis_3_1280_720,inovasyon,0,899,401,110,24
48,a_1973oilcrisis_3_1280_720, icgin,0,1044,401,34,24
49,a_1973oilcrisis_3_1280_720,cok,0,1113,401,37,24
50,a_1973oilcrisis_3_1280_720,fazla,0,71,473,49,18
51,a_1973oilcrisis_3_1280_720,alan’,0,154,473,45,18
