word_id,TRT,FixCount,scanPath,Span_word_is_in,text_id
A_0,nan,0,[],,meco_para_12
vehicle_0,nan,0,[],,meco_para_12
registration_0,nan,0,[],,meco_para_12
plate_0,nan,0,[],,meco_para_12
is_0,nan,0,[],,meco_para_12
a_1,nan,0,[],,meco_para_12
metal_0,nan,0,[],,meco_para_12
or_0,nan,0,[],,meco_para_12
plastic_0,nan,0,[],,meco_para_12
plate_1,nan,0,[],,meco_para_12
attached_0,nan,0,[],,meco_para_12
to_0,nan,0,[],,meco_para_12
a_2,nan,0,[],,meco_para_12
vehicle_1,nan,0,[],,meco_para_12
for_0,nan,0,[],,meco_para_12
officialidentification_0,nan,0,[],,meco_para_12
purposes._0,nan,0,[],,meco_para_12
All_0,nan,0,[],,meco_para_12
countries_0,nan,0,[],,meco_para_12
require_0,nan,0,[],,meco_para_12
registration_1,nan,0,[],,meco_para_12
plates_0,nan,0,[],,meco_para_12
for_1,nan,0,[],,meco_para_12
road_0,nan,0,[],,meco_para_12
vehicles_0,nan,0,[],,meco_para_12
such_0,224.0,1,[55],,meco_para_12
as_0,nan,0,[],,meco_para_12
"cars,_0",nan,0,[],,meco_para_12
"trucks,and_0",nan,0,[],,meco_para_12
motorcycles._0,nan,0,[],,meco_para_12
Whether_0,nan,0,[],,meco_para_12
they_0,nan,0,[],,meco_para_12
are_0,nan,0,[],,meco_para_12
required_0,nan,0,[],,meco_para_12
for_2,nan,0,[],,meco_para_12
other_0,nan,0,[],,meco_para_12
"vehicles,_1",nan,0,[],,meco_para_12
such_1,162.0,1,[56],,meco_para_12
as__0,nan,0,[],,meco_para_12
"bicycles,_0",nan,0,[],,meco_para_12
"boats,_0",242.0,2,"[13, 14]",meco_para_12_qa_2 ,meco_para_12
or_1,294.0,2,"[15, 71]",meco_para_12_qa_2 ,meco_para_12
"tractors,_0",nan,0,[],meco_para_12_qa_2 ,meco_para_12
may_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
vary_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
by_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
jurisdiction._0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
The_0,nan,0,[],,meco_para_12
registration_2,nan,0,[],,meco_para_12
identifier_0,155.0,1,[57],,meco_para_12
is_1,157.0,1,[11],,meco_para_12
a_3,317.0,2,"[58, 59]",,meco_para_12
series_0,303.0,2,"[12, 70]",meco_para_12_qa_3 ,meco_para_12
of_0,nan,0,[],meco_para_12_qa_3 ,meco_para_12
letters_0,823.0,6,"[16, 17, 22, 23, 72, 73]",meco_para_12_qa_3 ,meco_para_12
and_0,215.0,1,[24],meco_para_12_qa_3 ,meco_para_12
digits_0,397.0,2,"[28, 86]",meco_para_12_qa_3 ,meco_para_12
that_0,465.0,4,"[29, 30, 31, 87]",,meco_para_12
uniquely_0,139.0,1,[88],,meco_para_12
identifies_0,160.0,1,[92],,meco_para_12
the_1,218.0,2,"[44, 45]",,meco_para_12
vehicle_2,nan,0,[],,meco_para_12
owner_0,87.0,1,[110],,meco_para_12
within_0,299.0,3,"[10, 51, 113]",,meco_para_12
the_2,nan,0,[],,meco_para_12
issuing_0,471.0,4,"[50, 69, 74, 77]",,meco_para_12
region's_0,1077.0,6,"[19, 20, 21, 25, 26, 83]",,meco_para_12
vehicle_3,468.0,3,"[27, 33, 85]",,meco_para_12
register._0,148.0,2,"[32, 34]",,meco_para_12
In_0,nan,0,[],,meco_para_12
some_0,139.0,2,"[89, 90]",,meco_para_12
"countries,_1",299.0,3,"[43, 91, 95]",,meco_para_12
the_3,173.0,2,"[46, 96]",,meco_para_12
identifier_1,250.0,3,"[97, 98, 99]",,meco_para_12
is_2,152.0,1,[111],,meco_para_12
unique_0,245.0,3,"[107, 108, 112]",,meco_para_12
within_1,509.0,4,"[9, 60, 114, 116]",,meco_para_12
the_4,936.0,5,"[75, 78, 79, 80, 117]",,meco_para_12
entire_0,1014.0,4,"[76, 81, 82, 150]",,meco_para_12
"country,_0",232.0,3,"[49, 151, 152]",,meco_para_12
while_0,78.0,1,[48],,meco_para_12
in_1,nan,0,[],,meco_para_12
others_0,nan,0,[],,meco_para_12
it_0,142.0,1,[41],,meco_para_12
is_3,165.0,1,[42],,meco_para_12
unique_1,158.0,2,"[47, 100]",,meco_para_12
within_2,nan,0,[],,meco_para_12
a_4,nan,0,[],,meco_para_12
state_0,nan,0,[],,meco_para_12
or_2,nan,0,[],,meco_para_12
province._0,332.0,3,"[8, 106, 109]",,meco_para_12
France_0,139.0,1,[115],meco_para_12_qa_0 ,meco_para_12
was_0,321.0,2,"[68, 149]",meco_para_12_qa_0 ,meco_para_12
the_5,151.0,2,"[119, 153]",meco_para_12_qa_0 ,meco_para_12
first_0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
country_1,83.0,1,[131],meco_para_12_qa_0 ,meco_para_12
to_1,225.0,2,"[132, 135]",meco_para_12_qa_0 ,meco_para_12
introduce_0,77.0,1,[40],meco_para_12_qa_0 ,meco_para_12
the_6,nan,0,[],,meco_para_12
registration_3,nan,0,[],,meco_para_12
"plate,_2",nan,0,[],,meco_para_12
in_2,nan,0,[],,meco_para_12
the_7,nan,0,[],,meco_para_12
late_0,nan,0,[],,meco_para_12
nineteenth_0,1125.0,8,"[61, 66, 67, 105, 124, 145, 148, 175]",,meco_para_12
century._0,965.0,2,"[125, 176]",,meco_para_12
Early_0,308.0,2,"[102, 154]",,meco_para_12
twentieth_0,429.0,4,"[130, 155, 156, 157]",,meco_para_12
century_1,382.0,4,"[35, 39, 101, 158]",,meco_para_12
plates_1,549.0,3,"[137, 138, 139]",,meco_para_12
varied_0,nan,0,[],,meco_para_12
in_3,nan,0,[],,meco_para_12
size_0,nan,0,[],,meco_para_12
and_1,nan,0,[],,meco_para_12
shape_0,72.0,1,[172],,meco_para_12
from_0,621.0,2,"[62, 173]",,meco_para_12
one_0,388.0,4,"[65, 104, 144, 174]",,meco_para_12
jurisdiction_1,940.0,7,"[103, 123, 126, 127, 128, 177, 211]",,meco_para_12
to_2,73.0,1,[129],,meco_para_12
the_8,81.0,1,[212],,meco_para_12
"next,_0",290.0,1,[159],,meco_para_12
such_2,212.0,3,"[38, 140, 160]",,meco_para_12
that_1,249.0,2,"[162, 218]",,meco_para_12
if_0,79.0,1,[163],,meco_para_12
a_5,321.0,1,[164],,meco_para_12
person_0,nan,0,[],,meco_para_12
