word_id,TRT,FixCount,Span_word_is_in,text_id
Sarap_0,55.0,1,,meco_para_7
"tadimi,_0",nan,0,,meco_para_7
sarabin_0,nan,0,,meco_para_7
 duyumsal_0,nan,0,,meco_para_7
olarak_0,227.0,2,,meco_para_7
incelenmesi_0,55.0,1,,meco_para_7
ve_0,nan,0,,meco_para_7
degerlendirilmesidir._0,nan,0,,meco_para_7
Sarap_1,nan,0,,meco_para_7
tadim_0,nan,0,,meco_para_7
pratigi_0,nan,0,,meco_para_7
sarap_2,nan,0,,meco_para_7
Uretimi_0,nan,0,,meco_para_7
kadar_0,nan,0,,meco_para_7
"antikken,_0",204.0,3,,meco_para_7
daha_0,165.0,2,,meco_para_7
bicimsel_0,180.0,3,,meco_para_7
bir_0,nan,0,,meco_para_7
metodoloji_0,73.0,1,,meco_para_7
orta_0,nan,0,,meco_para_7
 caglarin_0,nan,0,,meco_para_7
sonlarindan_0,nan,0,,meco_para_7
 glnUmUuze_0,nan,0,,meco_para_7
yavasca__0,nan,0,,meco_para_7
olusmaktadir._0,53.0,1,,meco_para_7
"Modern,_0",262.0,4,,meco_para_7
profesyonel_0,55.0,1,,meco_para_7
sarap_3,139.0,2,,meco_para_7
—_0,82.0,1,,meco_para_7
tadimcilari_0,58.0,1,,meco_para_7
sarabin_1,nan,0,meco_para_7_qa_1 ,meco_para_7
algilanan_0,nan,0,meco_para_7_qa_1 ,meco_para_7
lezzet_0,nan,0,meco_para_7_qa_1 ,meco_para_7
" cesitlerini,_0",55.0,1,meco_para_7_qa_1 ,meco_para_7
aromasini_0,261.0,3,meco_para_7_qa_1 ,meco_para_7
ve_1,85.0,1,meco_para_7_qa_1 ,meco_para_7
 genel__0,nan,0,meco_para_7_qa_1 ,meco_para_7
karakteristigini_0,59.0,1,meco_para_7_qa_1 ,meco_para_7
tarif_0,73.0,1,meco_para_7_qa_1 ,meco_para_7
etmek_0,51.0,1,meco_para_7_qa_1 ,meco_para_7
icin_0,nan,0,meco_para_7_qa_1 ,meco_para_7
kullanilan_0,nan,0,meco_para_7_qa_1 ,meco_para_7
stirekli_0,nan,0,meco_para_7_qa_1 ,meco_para_7
olarak_1,nan,0,meco_para_7_qa_1 ,meco_para_7
gelisen_0,nan,0,meco_para_7_qa_1 ,meco_para_7
6zellesmis_—_0,126.0,2,meco_para_7_qa_1 ,meco_para_7
terminolojiyi_0,71.0,1,meco_para_7_qa_1 ,meco_para_7
kullanirlar._0,nan,1,meco_para_7_qa_1 ,meco_para_7
Son_0,nan,0,meco_para_7_qa_1 ,meco_para_7
yillarda_0,109.0,2,meco_para_7_qa_1 ,meco_para_7
