word_id,TRT,FixCount,scanPath,Span_word_is_in,text_id
La_0,nan,0,[],,meco_para_12
patente_0,nan,0,[],,meco_para_12
de_0,nan,0,[],,meco_para_12
un_0,nan,0,[],,meco_para_12
vehiculo_0,nan,0,[],,meco_para_12
es_0,nan,0,[],,meco_para_12
una_0,nan,0,[],,meco_para_12
placa_0,nan,0,[],,meco_para_12
de_1,nan,0,[],,meco_para_12
metal_0,nan,0,[],,meco_para_12
o_0,nan,0,[],,meco_para_12
 plastico_0,nan,0,[],,meco_para_12
fijada_0,nan,0,[],,meco_para_12
al_0,nan,0,[],,meco_para_12
vehiculo_1,nan,0,[],,meco_para_12
con_0,nan,0,[],,meco_para_12
el_0,nan,0,[],,meco_para_12
propdsito_0,nan,0,[],,meco_para_12
de_2,nan,0,[],,meco_para_12
identificacién_0,nan,0,[],,meco_para_12
oficial_0,nan,0,[],,meco_para_12
Todos_0,nan,0,[],,meco_para_12
los_0,nan,0,[],,meco_para_12
paises_0,nan,0,[],,meco_para_12
requieren_0,nan,0,[],,meco_para_12
patentes_0,nan,0,[],,meco_para_12
para_0,nan,0,[],,meco_para_12
vehiculos_0,nan,0,[],,meco_para_12
como_0,nan,0,[],,meco_para_12
"autos,_0",nan,0,[],,meco_para_12
camiones_0,nan,0,[],,meco_para_12
y_0,nan,0,[],,meco_para_12
motocicletas._0,nan,0,[],,meco_para_12
Su_0,nan,0,[],,meco_para_12
 requerimiento_0,nan,0,[],,meco_para_12
para_1,nan,0,[],,meco_para_12
otros_0,nan,0,[],,meco_para_12
vehiculos_1,nan,0,[],,meco_para_12
como_1,nan,0,[],,meco_para_12
"bicicletas,_0",nan,0,[],meco_para_12_qa_2 ,meco_para_12
botes_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
o_1,nan,0,[],meco_para_12_qa_2 ,meco_para_12
tractores_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
puede_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
variar_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
por_0,nan,0,[],meco_para_12_qa_2 ,meco_para_12
jurisdiccién._0,609.0,1,[29],meco_para_12_qa_2 ,meco_para_12
El_1,nan,0,[],,meco_para_12
identificador_0,nan,0,[],,meco_para_12
de_3,nan,0,[],,meco_para_12
registro_0,677.0,4,"[116, 117, 118, 141]",,meco_para_12
es_1,nan,0,[],,meco_para_12
una_1,66.0,1,[119],meco_para_12_qa_3 ,meco_para_12
serie_0,nan,0,[],meco_para_12_qa_3 ,meco_para_12
de_4,nan,0,[],meco_para_12_qa_3 ,meco_para_12
letras_0,nan,0,[],meco_para_12_qa_3 ,meco_para_12
o_2,nan,0,[],meco_para_12_qa_3 ,meco_para_12
ntmeros_0,nan,0,[],meco_para_12_qa_3 ,meco_para_12
que_0,nan,0,[],,meco_para_12
identifican_0,412.0,2,"[27, 28]",,meco_para_12
Unicamente_0,nan,0,[],,meco_para_12
al_1,nan,0,[],,meco_para_12
duefio_0,nan,0,[],,meco_para_12
de_5,235.0,1,[93],,meco_para_12
un_1,103.0,1,[94],,meco_para_12
vehiculo_2,1396.0,7,"[5, 6, 62, 81, 82, 132, 140]",,meco_para_12
dentro_0,869.0,5,"[120, 131, 133, 142, 160]",,meco_para_12
de_6,99.0,1,[130],,meco_para_12
la__0,nan,0,[],,meco_para_12
regidn_0,303.0,3,"[36, 99, 100]",,meco_para_12
del_0,nan,0,[],,meco_para_12
registro_1,100.0,1,[136],,meco_para_12
del_1,nan,0,[],,meco_para_12
vehiculo._3,270.0,1,[32],,meco_para_12
En_0,nan,0,[],,meco_para_12
algunos_0,nan,0,[],,meco_para_12
"paises,_1",nan,0,[],,meco_para_12
el_2,nan,0,[],,meco_para_12
identificador_1,733.0,6,"[61, 63, 73, 74, 95, 109]",,meco_para_12
es_2,238.0,3,"[60, 75, 80]",,meco_para_12
Unico_0,619.0,6,"[59, 76, 86, 110, 134, 159]",,meco_para_12
en_1,1023.0,3,"[77, 78, 111]",,meco_para_12
todo_0,613.0,3,"[135, 143, 164]",,meco_para_12
el_3,343.0,3,"[35, 98, 121]",,meco_para_12
"pais,_0",518.0,5,"[34, 37, 67, 122, 165]",,meco_para_12
mientras_0,1738.0,8,"[33, 38, 39, 68, 101, 123, 137, 166]",,meco_para_12
"que,_1",1117.0,4,"[30, 31, 40, 167]",,meco_para_12
en_2,712.0,1,[41],,meco_para_12
"otros,_1",55.0,1,[125],,meco_para_12
es_3,nan,0,[],,meco_para_12
Unico_1,nan,0,[],,meco_para_12
dentro_1,nan,0,[],meco_para_12_qa_0 ,meco_para_12
de_7,nan,0,[],meco_para_12_qa_0 ,meco_para_12
un_2,71.0,1,[64],meco_para_12_qa_0 ,meco_para_12
estado_0,339.0,2,"[85, 96]",meco_para_12_qa_0 ,meco_para_12
o_3,577.0,4,"[65, 79, 87, 174]",meco_para_12_qa_0 ,meco_para_12
provincia._0,608.0,6,"[58, 66, 97, 108, 129, 163]",meco_para_12_qa_0 ,meco_para_12
Francia_0,63.0,1,[173],meco_para_12_qa_0 ,meco_para_12
fue_0,678.0,4,"[88, 89, 145, 158]",meco_para_12_qa_0 ,meco_para_12
el_4,1572.0,7,"[49, 90, 112, 146, 157, 168, 172]",meco_para_12_qa_0 ,meco_para_12
primer_0,2550.0,14,"[26, 50, 69, 70, 91, 102, 103, 113, 124, 156, 161, 169, 170, 171]",meco_para_12_qa_0 ,meco_para_12
pais_1,1190.0,3,"[114, 138, 150]",meco_para_12_qa_0 ,meco_para_12
en_3,302.0,1,[72],meco_para_12_qa_0 ,meco_para_12
 introducir_0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
la_1,nan,0,[],meco_para_12_qa_0 ,meco_para_12
"patente,_1",nan,0,[],meco_para_12_qa_0 ,meco_para_12
a_0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
fines_0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
del_2,295.0,2,"[84, 175]",meco_para_12_qa_0 ,meco_para_12
siglo_0,469.0,2,"[4, 8]",meco_para_12_qa_0 ,meco_para_12
diecinueve._0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
Las_0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
patentes_1,510.0,3,"[48, 107, 176]",meco_para_12_qa_0 ,meco_para_12
de_8,100.0,1,[153],meco_para_12_qa_0 ,meco_para_12
 principios_0,611.0,5,"[52, 53, 104, 105, 149]",meco_para_12_qa_0 ,meco_para_12
de_9,752.0,2,"[92, 126]",meco_para_12_qa_0 ,meco_para_12
siglo_1,nan,0,[],meco_para_12_qa_0 ,meco_para_12
veinte_0,nan,0,[],meco_para_12_qa_0 ,meco_para_12
variaban_0,nan,0,[],,meco_para_12
en_4,nan,0,[],,meco_para_12
tamafio_0,68.0,1,[25],,meco_para_12
y_1,108.0,1,[45],,meco_para_12
forma_0,69.0,1,[46],,meco_para_12
de_10,68.0,1,[47],,meco_para_12
una_2,nan,0,[],,meco_para_12
 jurisdiccién_0,56.0,1,[2],,meco_para_12
a_1,nan,0,[],,meco_para_12
"otra,_0",135.0,1,[177],,meco_para_12
