word_id,TRT,FixCount,Scan_path,Span_word_is_in,text_id
The_0,nan,0,[],,meco_para_11
International_0,nan,0,[],,meco_para_11
Union_0,nan,0,[],,meco_para_11
for_0,nan,0,[],,meco_para_11
Conservation_0,nan,0,[],,meco_para_11
of_0,nan,0,[],,meco_para_11
Nature_0,nan,0,[],,meco_para_11
is_0,nan,0,[],,meco_para_11
an__0,nan,0,[],meco_para_11_qa_0 ,meco_para_11
international_1,nan,0,[],meco_para_11_qa_0 ,meco_para_11
organization_0,nan,0,[],meco_para_11_qa_0 ,meco_para_11
working_0,nan,0,[],,meco_para_11
in_0,nan,0,[],,meco_para_11
the_1,nan,0,[],,meco_para_11
field_0,nan,0,[],,meco_para_11
of_1,nan,0,[],,meco_para_11
nature_1,nan,0,[],,meco_para_11
conservation_1,nan,0,[],,meco_para_11
and_0,98.0,1,[78],,meco_para_11
the_2,nan,0,[],,meco_para_11
sustainable_0,nan,0,[],,meco_para_11
use_0,nan,0,[],,meco_para_11
of_2,nan,0,[],,meco_para_11
natural_0,nan,0,[],,meco_para_11
resources._0,nan,0,[],,meco_para_11
It_0,nan,0,[],,meco_para_11
is_1,nan,0,[],,meco_para_11
involved_0,88.0,1,[8],,meco_para_11
in_1,63.0,1,[93],,meco_para_11
data_0,446.0,3,"[7, 94, 96]",,meco_para_11
gathering_0,312.0,2,"[79, 80]",,meco_para_11
and_1,230.0,1,[22],,meco_para_11
"analysis,_0",nan,0,[],,meco_para_11
"research,_0",nan,0,[],,meco_para_11
field_1,nan,0,[],,meco_para_11
"projects,_0",nan,0,[],,meco_para_11
"advocacy,_0",nan,0,[],,meco_para_11
and_2,nan,0,[],,meco_para_11
education._0,53.0,1,[97],,meco_para_11
Its_0,117.0,2,"[9, 16]",,meco_para_11
mission_0,687.0,7,"[5, 6, 19, 54, 81, 89, 95]",,meco_para_11
is_2,nan,0,[],,meco_para_11
to_0,nan,0,[],,meco_para_11
"‘influence,_0",528.0,5,"[23, 24, 53, 76, 77]",,meco_para_11
encourage_0,nan,0,[],,meco_para_11
and_3,nan,0,[],,meco_para_11
assist_0,nan,0,[],,meco_para_11
societies_0,nan,0,[],,meco_para_11
throughout_0,nan,0,[],meco_para_11_qa_2 ,meco_para_11
the_3,nan,0,[],meco_para_11_qa_2 ,meco_para_11
world_0,593.0,2,"[11, 92]",meco_para_11_qa_2 ,meco_para_11
to_1,117.0,1,[98],meco_para_11_qa_2 ,meco_para_11
conserve_0,1341.0,12,"[10, 13, 14, 17, 55, 56, 82, 87, 88, 90, 91, 99]",meco_para_11_qa_2 ,meco_para_11
nature_2,53.0,1,[107],meco_para_11_qa_2 ,meco_para_11
and_4,51.0,1,[108],meco_para_11_qa_2 ,meco_para_11
to_2,112.0,2,"[64, 69]",meco_para_11_qa_2 ,meco_para_11
ensure_0,489.0,4,"[51, 65, 68, 110]",meco_para_11_qa_2 ,meco_para_11
that_0,nan,0,[],meco_para_11_qa_2 ,meco_para_11
any_0,nan,0,[],meco_para_11_qa_2 ,meco_para_11
use_1,nan,0,[],meco_para_11_qa_2 ,meco_para_11
of_3,nan,0,[],meco_para_11_qa_2 ,meco_para_11
natural_1,nan,0,[],meco_para_11_qa_2 ,meco_para_11
resources_1,nan,0,[],meco_para_11_qa_2 ,meco_para_11
is_3,nan,0,[],meco_para_11_qa_2 ,meco_para_11
equitable_0,374.0,1,[40],meco_para_11_qa_2 ,meco_para_11
and_5,400.0,4,"[12, 41, 57, 83]",meco_para_11_qa_2 ,meco_para_11
ecologically_0,636.0,6,"[15, 42, 74, 86, 100, 106]",meco_para_11_qa_2 ,meco_para_11
sustainable’._0,55.0,1,[49],meco_para_11_qa_2 ,meco_para_11
Over_0,116.0,2,"[50, 66]",meco_para_11_qa_2 ,meco_para_11
the_4,nan,0,[],meco_para_11_qa_2 ,meco_para_11
past_0,nan,0,[],meco_para_11_qa_2 ,meco_para_11
"decades,_0",nan,0,[],meco_para_11_qa_2 ,meco_para_11
the_5,nan,0,[],meco_para_11_qa_2 ,meco_para_11
organization_1,nan,0,[],,meco_para_11
has_0,nan,0,[],,meco_para_11
widened_0,167.0,2,"[39, 72]",,meco_para_11
its_1,279.0,2,"[58, 85]",,meco_para_11
focus_0,532.0,6,"[37, 43, 60, 61, 73, 101]",,meco_para_11
beyond_0,369.0,5,"[36, 46, 47, 62, 63]",,meco_para_11
conservation_2,nan,0,[],,meco_para_11
ecology_0,171.0,1,[67],,meco_para_11
and_6,nan,0,[],,meco_para_11
now_0,nan,0,[],,meco_para_11
incorporates_0,nan,0,[],,meco_para_11
issues_0,nan,0,[],,meco_para_11
related_0,nan,0,[],,meco_para_11
to_3,nan,0,[],,meco_para_11
sustainable_1,313.0,3,"[3, 59, 84]",,meco_para_11
development_0,296.0,3,"[44, 45, 105]",,meco_para_11
in_2,66.0,1,[48],,meco_para_11
its_2,nan,0,[],,meco_para_11
projects._1,166.0,1,[25],,meco_para_11
Unlike_0,nan,0,[],,meco_para_11
many_0,nan,0,[],,meco_para_11
other_0,nan,0,[],,meco_para_11
international_2,nan,0,[],,meco_para_11
environmental_0,94.0,1,[38],,meco_para_11
"organizations,_0",94.0,1,[102],,meco_para_11
it_1,75.0,1,[124],,meco_para_11
does_0,273.0,3,"[34, 35, 123]",,meco_para_11
not_0,152.0,2,"[119, 122]",,meco_para_11
aim_0,nan,0,[],,meco_para_11
to_4,nan,0,[],,meco_para_11
mobilize_0,nan,0,[],,meco_para_11
the_6,nan,0,[],,meco_para_11
public_0,nan,0,[],,meco_para_11
in_3,nan,0,[],,meco_para_11
support_0,nan,0,[],,meco_para_11
of_4,nan,0,[],,meco_para_11
nature_3,nan,0,[],,meco_para_11
conservation._3,nan,0,[],,meco_para_11
"Instead,_0",254.0,3,"[103, 104, 125]",,meco_para_11
the_7,278.0,3,"[27, 33, 118]",,meco_para_11
organization_2,78.0,1,[120],,meco_para_11
tries_0,nan,0,[],,meco_para_11
to_5,55.0,1,[112],,meco_para_11
influence_0,nan,0,[],,meco_para_11
the_8,nan,0,[],,meco_para_11
actions_0,nan,0,[],,meco_para_11
of_5,nan,0,[],,meco_para_11
"governments,_0",nan,0,[],,meco_para_11
business_0,nan,0,[],,meco_para_11
and_7,193.0,1,[1],,meco_para_11
other_1,nan,0,[],,meco_para_11
stakeholders_0,107.0,1,[32],,meco_para_11
by_0,57.0,1,[113],,meco_para_11
providing_0,nan,0,[],,meco_para_11
information_0,nan,0,[],,meco_para_11
and_8,nan,0,[],,meco_para_11
"advice,_0",nan,0,[],,meco_para_11
and_9,nan,0,[],,meco_para_11
through_0,nan,0,[],,meco_para_11
building_0,nan,0,[],,meco_para_11
partnerships._0,274.0,3,"[0, 28, 126]",,meco_para_11
The_9,165.0,2,"[115, 117]",,meco_para_11
organization_3,nan,0,[],,meco_para_11
is_4,nan,0,[],,meco_para_11
best_0,nan,0,[],,meco_para_11
known_0,nan,0,[],,meco_para_11
to_6,nan,0,[],,meco_para_11
the_10,nan,0,[],,meco_para_11
wider_0,nan,0,[],,meco_para_11
public_1,nan,0,[],,meco_para_11
for_1,nan,0,[],,meco_para_11
compiling_0,nan,0,[],meco_para_11_qa_3 ,meco_para_11
