,text,word,counter,x,y,width,height
0,a_Amazonrainforest_3_1280_720,Umweltschitzer,0,72,77,179,18
1,a_Amazonrainforest_3_1280_720,zeigen,0,284,77,69,24
2,a_Amazonrainforest_3_1280_720,sich,0,388,77,40,18
3,a_Amazonrainforest_3_1280_720,besorgt,0,463,77,83,24
4,a_Amazonrainforest_3_1280_720,Uber,0,580,77,50,18
5,a_Amazonrainforest_3_1280_720,den,0,663,77,40,18
6,a_Amazonrainforest_3_1280_720,Verlust,0,736,77,78,18
7,a_Amazonrainforest_3_1280_720,der,0,847,77,36,18
8,a_Amazonrainforest_3_1280_720,"Biodiversitat,",0,917,77,142,21
9,a_Amazonrainforest_3_1280_720,die,0,1093,77,32,18
10,a_Amazonrainforest_3_1280_720,sich,1,1159,77,41,18
11,a_Amazonrainforest_3_1280_720,aus,0,71,154,37,13
12,a_Amazonrainforest_3_1280_720,der,1,142,149,36,18
13,a_Amazonrainforest_3_1280_720,Zerstérung,0,211,150,122,23
14,a_Amazonrainforest_3_1280_720,des,0,366,149,37,18
15,a_Amazonrainforest_3_1280_720,Waldes,0,436,149,80,18
16,a_Amazonrainforest_3_1280_720,ergeben,0,549,149,90,24
17,a_Amazonrainforest_3_1280_720,"wird,",0,672,149,54,21
18,a_Amazonrainforest_3_1280_720,und,0,761,149,40,18
19,a_Amazonrainforest_3_1280_720,auch,0,835,149,51,18
20,a_Amazonrainforest_3_1280_720,Uber,1,921,149,51,18
21,a_Amazonrainforest_3_1280_720,die,1,1005,149,32,18
22,a_Amazonrainforest_3_1280_720,Freisetzung,0,1071,149,126,24
23,a_Amazonrainforest_3_1280_720,des,1,71,221,38,18
24,a_Amazonrainforest_3_1280_720,in,0,143,221,17,18
25,a_Amazonrainforest_3_1280_720,der,2,194,221,36,18
26,a_Amazonrainforest_3_1280_720,Vegetation,0,262,221,118,24
27,a_Amazonrainforest_3_1280_720,enthaltenen,0,414,221,133,18
28,a_Amazonrainforest_3_1280_720,"Kohlenstoffs,",0,582,221,143,21
29,a_Amazonrainforest_3_1280_720,der,3,759,221,36,18
30,a_Amazonrainforest_3_1280_720,die,2,828,221,32,18
31,a_Amazonrainforest_3_1280_720,globale,0,893,221,80,24
32,a_Amazonrainforest_3_1280_720,Erwarmung,0,1007,222,127,23
33,a_Amazonrainforest_3_1280_720,beschleunigen,0,72,293,158,24
34,a_Amazonrainforest_3_1280_720,kdnnte.,0,265,293,81,18
35,a_Amazonrainforest_3_1280_720,Die,3,382,293,33,18
36,a_Amazonrainforest_3_1280_720,immergriinen,0,449,293,151,24
37,a_Amazonrainforest_3_1280_720,Walder,0,633,293,79,18
38,a_Amazonrainforest_3_1280_720,des,2,745,293,37,18
39,a_Amazonrainforest_3_1280_720,Amazonasgebietes,0,815,293,209,24
40,a_Amazonrainforest_3_1280_720,machen,0,1058,293,86,18
41,a_Amazonrainforest_3_1280_720,etwa,0,71,367,51,16
42,a_Amazonrainforest_3_1280_720,10%,0,158,366,44,17
43,a_Amazonrainforest_3_1280_720,der,4,235,365,36,18
44,a_Amazonrainforest_3_1280_720,weltweiten,0,303,365,120,18
45,a_Amazonrainforest_3_1280_720, terrestrischen,0,456,365,155,18
46,a_Amazonrainforest_3_1280_720,Primarproduktion,0,646,365,196,24
47,a_Amazonrainforest_3_1280_720,und,1,877,365,41,18
48,a_Amazonrainforest_3_1280_720,10%,1,953,366,44,17
49,a_Amazonrainforest_3_1280_720,der,5,1030,365,37,18
50,a_Amazonrainforest_3_1280_720,Kohlenstoffspeicher,0,72,437,221,24
51,a_Amazonrainforest_3_1280_720,der,6,326,437,37,18
52,a_Amazonrainforest_3_1280_720,Okosysteme,0,396,434,136,27
53,a_Amazonrainforest_3_1280_720,aus,1,565,442,37,13
54,a_Amazonrainforest_3_1280_720,-,0,635,447,6,2
55,a_Amazonrainforest_3_1280_720,dies,0,675,437,43,18
56,a_Amazonrainforest_3_1280_720,entspricht,0,752,437,112,24
57,a_Amazonrainforest_3_1280_720,einer,0,896,437,56,18
58,a_Amazonrainforest_3_1280_720,Menge,0,986,438,73,23
59,a_Amazonrainforest_3_1280_720,von,0,1092,442,39,13
60,a_Amazonrainforest_3_1280_720,"1,1",0,1166,438,26,20
61,a_Amazonrainforest_3_1280_720,x,0,72,513,10,11
62,a_Amazonrainforest_3_1280_720,1011.,0,117,510,48,17
63,a_Amazonrainforest_3_1280_720,Tonnen_,0,201,510,83,17
64,a_Amazonrainforest_3_1280_720,Kohlenstoff.,0,320,509,131,18
65,a_Amazonrainforest_3_1280_720,Schatzungen,0,485,509,140,24
66,a_Amazonrainforest_3_1280_720,zufolge,0,659,509,79,24
67,a_Amazonrainforest_3_1280_720,haben,0,772,509,68,18
68,a_Amazonrainforest_3_1280_720,die,4,874,509,32,18
69,a_Amazonrainforest_3_1280_720,Wadlder,0,938,509,79,18
70,a_Amazonrainforest_3_1280_720,des,3,1050,509,37,18
71,a_Amazonrainforest_3_1280_720,Amazonas,0,70,582,115,17
72,a_Amazonrainforest_3_1280_720,zwischen,0,218,581,99,18
73,a_Amazonrainforest_3_1280_720,1975,0,353,582,51,17
74,a_Amazonrainforest_3_1280_720,und,2,438,581,41,18
75,a_Amazonrainforest_3_1280_720,1996,0,514,582,51,17
76,a_Amazonrainforest_3_1280_720,"0,62",0,599,582,45,20
77,a_Amazonrainforest_3_1280_720,+,0,677,584,12,15
78,a_Amazonrainforest_3_1280_720,"0,37",0,722,582,46,20
79,a_Amazonrainforest_3_1280_720,Tonnen_,1,800,582,83,17
80,a_Amazonrainforest_3_1280_720,Kohlenstoff,1,918,581,128,18
81,a_Amazonrainforest_3_1280_720,pro,0,1078,586,36,19
82,a_Amazonrainforest_3_1280_720,Hektar,0,72,653,73,18
83,a_Amazonrainforest_3_1280_720,und,3,179,653,40,18
84,a_Amazonrainforest_3_1280_720,Jahr,0,250,653,46,23
85,a_Amazonrainforest_3_1280_720,angesammelt.,0,329,653,155,24
86,a_Force_4_1280_720,Wo,0,70,150,35,17
87,a_Force_4_1280_720,ist,0,140,149,23,18
88,a_Force_4_1280_720,die,0,196,149,32,18
89,a_Force_4_1280_720,relevante,0,262,149,102,18
90,a_Force_4_1280_720,Querschnittsflache,0,398,149,208,22
91,a_Force_4_1280_720,flr,0,639,149,32,18
92,a_Force_4_1280_720,das,0,704,149,37,18
93,a_Force_4_1280_720,"Volumen,",0,773,149,105,21
94,a_Force_4_1280_720,fir,0,911,149,32,18
95,a_Force_4_1280_720,das,1,976,149,37,18
96,a_Force_4_1280_720,der,0,1046,149,37,18
97,a_Force_4_1280_720,Spannungstensor,0,71,222,196,23
98,a_Force_4_1280_720,berechnet,0,300,221,112,18
99,a_Force_4_1280_720,wird.,0,444,221,54,18
100,a_Force_4_1280_720,Dieser,0,533,222,69,17
101,a_Force_4_1280_720,Formalismus,0,636,221,141,18
102,a_Force_4_1280_720, beinhaltet,0,811,221,111,18
103,a_Force_4_1280_720,"Druckkrafte,",0,956,221,134,21
104,a_Force_4_1280_720,die,1,1124,221,32,18
105,a_Force_4_1280_720,mit,0,72,293,34,18
106,a_Force_4_1280_720,Kraften,0,140,293,79,18
107,a_Force_4_1280_720,verbunden,0,252,293,120,18
108,a_Force_4_1280_720,"sind,",0,407,293,50,21
109,a_Force_4_1280_720,die,2,491,293,32,18
110,a_Force_4_1280_720,normal,0,557,293,77,18
111,a_Force_4_1280_720,zur,0,668,298,34,13
112,a_Force_4_1280_720,Querschnittsflache,1,736,293,208,22
113,a_Force_4_1280_720,wirken,0,977,293,73,18
114,a_Force_4_1280_720,(die,0,1084,293,39,22
115,a_Force_4_1280_720,Matrixdiagonalen,0,72,365,192,24
116,a_Force_4_1280_720,des,0,298,365,38,18
117,a_Force_4_1280_720,"Tensors),",0,368,366,100,21
118,a_Force_4_1280_720,sowie,0,502,365,62,18
119,a_Force_4_1280_720,"Scherkrafte,",0,597,365,132,21
120,a_Force_4_1280_720,die,3,763,365,32,18
121,a_Force_4_1280_720,mit,1,830,365,34,18
122,a_Force_4_1280_720,Kraften,1,898,365,79,18
123,a_Force_4_1280_720,verbunden,1,1010,365,120,18
124,a_Force_4_1280_720,"sind,",1,71,437,50,21
125,a_Force_4_1280_720,die,4,155,437,32,18
126,a_Force_4_1280_720,parallel,0,222,437,79,24
127,a_Force_4_1280_720,zur,1,335,442,34,13
128,a_Force_4_1280_720,Querschnittsflache,2,402,437,209,22
129,a_Force_4_1280_720,wirken,1,643,437,73,18
130,a_Force_4_1280_720,(die,1,750,437,40,22
131,a_Force_4_1280_720, nicht-diagonalen,0,824,437,183,24
132,a_Force_4_1280_720,Elemente).,0,1043,437,114,22
133,a_Force_4_1280_720,Der,1,72,510,38,17
134,a_Force_4_1280_720,Spannungstensor,1,143,510,195,23
135,a_Force_4_1280_720, berticksichtigt,0,372,509,154,24
136,a_Force_4_1280_720,"Krafte,",0,560,509,70,21
137,a_Force_4_1280_720,die,5,665,509,32,18
138,a_Force_4_1280_720,alle,0,730,509,37,18
139,a_Force_4_1280_720,Dehnungen,0,801,509,127,24
140,a_Force_4_1280_720, (Verformungen),0,962,509,175,24
141,a_Force_4_1280_720,einschlieBlich,0,71,581,148,18
142,a_Force_4_1280_720,der,2,253,581,37,18
143,a_Force_4_1280_720,Zugbelastungen,0,322,581,177,24
144,a_Force_4_1280_720,und,0,534,581,41,18
145,a_Force_4_1280_720,Kompressionen,0,610,581,171,24
146,a_Force_4_1280_720, verursachen.:133-134:38-1-38-11,0,815,581,370,18
147,a_FresnoCalifornia_3_1280_720,Durch,0,72,113,64,18
148,a_FresnoCalifornia_3_1280_720,Fresno,0,172,114,72,17
149,a_FresnoCalifornia_3_1280_720,verlauft,0,277,113,85,18
150,a_FresnoCalifornia_3_1280_720,die,0,395,113,32,18
151,a_FresnoCalifornia_3_1280_720,California,0,461,113,104,18
152,a_FresnoCalifornia_3_1280_720,State,0,599,114,55,17
153,a_FresnoCalifornia_3_1280_720,Route,0,688,114,63,17
154,a_FresnoCalifornia_3_1280_720,99.,0,785,114,30,17
155,a_FresnoCalifornia_3_1280_720,Sie,0,850,113,30,18
156,a_FresnoCalifornia_3_1280_720,ist,0,914,113,24,18
157,a_FresnoCalifornia_3_1280_720,die,1,971,113,32,18
158,a_FresnoCalifornia_3_1280_720,wichtigste,0,1035,113,111,24
159,a_FresnoCalifornia_3_1280_720,"Nord-Sud-Autobahn,",0,72,185,228,21
160,a_FresnoCalifornia_3_1280_720,die,2,334,185,32,18
161,a_FresnoCalifornia_3_1280_720,die,3,399,185,32,18
162,a_FresnoCalifornia_3_1280_720,groRen,0,464,185,78,24
163,a_FresnoCalifornia_3_1280_720,Ballungszentren,0,577,185,177,24
164,a_FresnoCalifornia_3_1280_720,des,0,789,185,37,18
165,a_FresnoCalifornia_3_1280_720,California,1,860,185,104,18
166,a_FresnoCalifornia_3_1280_720,Central,0,998,185,78,18
167,a_FresnoCalifornia_3_1280_720,Valley,0,1109,185,65,24
168,a_FresnoCalifornia_3_1280_720,verbindet.,0,70,257,112,18
169,a_FresnoCalifornia_3_1280_720,Die,4,217,257,34,18
170,a_FresnoCalifornia_3_1280_720,State,1,284,258,55,17
171,a_FresnoCalifornia_3_1280_720,Route,1,374,258,62,17
172,a_FresnoCalifornia_3_1280_720,"168,",0,471,258,43,20
173,a_FresnoCalifornia_3_1280_720,der,0,548,257,37,18
174,a_FresnoCalifornia_3_1280_720,Sierra,0,618,257,63,18
175,a_FresnoCalifornia_3_1280_720,"Freeway,",0,716,258,95,23
