,text,word,counter,x,y,width,height
0,a_Computationalcomplexitytheory_4_1280_720,Se,0,71,114,25,17
1,a_Computationalcomplexitytheory_4_1280_720,"sospecha,",0,129,113,108,24
2,a_Computationalcomplexitytheory_4_1280_720,aunque,0,271,118,84,19
3,a_Computationalcomplexitytheory_4_1280_720,no,0,389,118,26,13
4,a_Computationalcomplexitytheory_4_1280_720,ha_,0,449,113,25,18
5,a_Computationalcomplexitytheory_4_1280_720,sido,0,508,113,44,18
6,a_Computationalcomplexitytheory_4_1280_720,"demostrado,",0,586,113,140,21
7,a_Computationalcomplexitytheory_4_1280_720,que,0,760,118,41,19
8,a_Computationalcomplexitytheory_4_1280_720,muchas,0,835,113,85,18
9,a_Computationalcomplexitytheory_4_1280_720,clases,0,954,113,65,18
10,a_Computationalcomplexitytheory_4_1280_720,de,0,1052,113,26,18
11,a_Computationalcomplexitytheory_4_1280_720,complejidad,0,71,185,134,24
12,a_Computationalcomplexitytheory_4_1280_720,conocidas,0,240,185,109,18
13,a_Computationalcomplexitytheory_4_1280_720,pueden,0,384,185,82,24
14,a_Computationalcomplexitytheory_4_1280_720,ser,0,500,190,33,13
15,a_Computationalcomplexitytheory_4_1280_720,desiguales.,0,566,185,121,24
16,a_Computationalcomplexitytheory_4_1280_720,Por,0,722,186,36,17
17,a_Computationalcomplexitytheory_4_1280_720,ejemplo:,0,791,185,94,24
18,a_Computationalcomplexitytheory_4_1280_720,P,0,920,186,11,17
19,a_Computationalcomplexitytheory_4_1280_720,©,0,966,188,12,15
20,a_Computationalcomplexitytheory_4_1280_720,NP,0,1014,186,29,17
21,a_Computationalcomplexitytheory_4_1280_720,¢,0,1078,188,12,15
22,a_Computationalcomplexitytheory_4_1280_720,PP,0,1126,186,26,17
23,a_Computationalcomplexitytheory_4_1280_720,¢,1,1187,188,12,15
24,a_Computationalcomplexitytheory_4_1280_720,"PSPACE,",0,72,258,88,20
25,a_Computationalcomplexitytheory_4_1280_720,aunque,1,194,262,84,19
26,a_Computationalcomplexitytheory_4_1280_720,es_,0,311,262,23,13
27,a_Computationalcomplexitytheory_4_1280_720,posible,0,368,257,78,24
28,a_Computationalcomplexitytheory_4_1280_720,que,1,479,262,41,19
29,a_Computationalcomplexitytheory_4_1280_720,P,1,554,258,12,17
30,a_Computationalcomplexitytheory_4_1280_720,=,0,599,263,11,7
31,a_Computationalcomplexitytheory_4_1280_720,PSPACE.,1,645,258,88,17
32,a_Computationalcomplexitytheory_4_1280_720,En,0,768,258,24,17
33,a_Computationalcomplexitytheory_4_1280_720,el,0,827,257,16,18
34,a_Computationalcomplexitytheory_4_1280_720,caso,0,877,262,49,13
35,a_Computationalcomplexitytheory_4_1280_720,de,1,959,257,26,18
36,a_Computationalcomplexitytheory_4_1280_720,que,2,1019,262,40,19
37,a_Computationalcomplexitytheory_4_1280_720,P_,0,1094,258,11,17
38,a_Computationalcomplexitytheory_4_1280_720,no,1,1139,262,26,13
39,a_Computationalcomplexitytheory_4_1280_720,sea,0,71,334,36,13
40,a_Computationalcomplexitytheory_4_1280_720,igual,0,141,329,50,24
41,a_Computationalcomplexitytheory_4_1280_720,a,0,225,334,11,13
42,a_Computationalcomplexitytheory_4_1280_720,"NP,",1,271,330,34,20
43,a_Computationalcomplexitytheory_4_1280_720,entonces,0,340,331,100,16
44,a_Computationalcomplexitytheory_4_1280_720,P,2,474,330,11,17
45,a_Computationalcomplexitytheory_4_1280_720,tampoco,0,518,331,98,22
46,a_Computationalcomplexitytheory_4_1280_720,sera,0,649,328,45,19
47,a_Computationalcomplexitytheory_4_1280_720,igual,1,729,329,50,24
48,a_Computationalcomplexitytheory_4_1280_720,a,1,813,334,10,13
49,a_Computationalcomplexitytheory_4_1280_720,PSPACE.,2,858,330,89,17
50,a_Computationalcomplexitytheory_4_1280_720,Dada,0,982,329,55,18
51,a_Computationalcomplexitytheory_4_1280_720,la,0,1071,329,16,18
52,a_Computationalcomplexitytheory_4_1280_720,existencia,0,71,401,108,18
53,a_Computationalcomplexitytheory_4_1280_720,de,2,214,401,25,18
54,a_Computationalcomplexitytheory_4_1280_720,tantas,0,272,403,69,16
55,a_Computationalcomplexitytheory_4_1280_720,clases,1,374,401,65,18
56,a_Computationalcomplexitytheory_4_1280_720,de,3,473,401,26,18
57,a_Computationalcomplexitytheory_4_1280_720,complejidad,1,532,401,134,24
58,a_Computationalcomplexitytheory_4_1280_720,conocidas,1,700,401,110,18
59,a_Computationalcomplexitytheory_4_1280_720,entre,0,844,403,58,16
60,a_Computationalcomplexitytheory_4_1280_720,P,3,936,402,11,17
61,a_Computationalcomplexitytheory_4_1280_720,y,0,980,406,11,19
62,a_Computationalcomplexitytheory_4_1280_720,PSPACE,3,1025,402,82,17
63,a_Computationalcomplexitytheory_4_1280_720,como,0,1141,406,60,13
64,a_Computationalcomplexitytheory_4_1280_720,"RP,",0,72,474,32,20
65,a_Computationalcomplexitytheory_4_1280_720,"BPP,",0,139,474,46,20
66,a_Computationalcomplexitytheory_4_1280_720,"PP,",1,221,474,31,20
67,a_Computationalcomplexitytheory_4_1280_720,"BQP,",0,287,474,51,21
68,a_Computationalcomplexitytheory_4_1280_720,"MA,",0,373,474,39,20
69,a_Computationalcomplexitytheory_4_1280_720,"PH,",0,447,474,35,20
70,a_Computationalcomplexitytheory_4_1280_720,etc.,0,516,475,37,16
71,a_Computationalcomplexitytheory_4_1280_720,es,0,587,478,23,13
72,a_Computationalcomplexitytheory_4_1280_720,posible,1,644,473,78,24
73,a_Computationalcomplexitytheory_4_1280_720,que,3,755,478,41,19
74,a_Computationalcomplexitytheory_4_1280_720,todas,0,829,473,60,18
75,a_Computationalcomplexitytheory_4_1280_720,estas,0,923,475,56,16
76,a_Computationalcomplexitytheory_4_1280_720,clases,2,1012,473,65,18
77,a_Computationalcomplexitytheory_4_1280_720,converjan,0,71,546,107,23
78,a_Computationalcomplexitytheory_4_1280_720,en,1,212,550,26,13
79,a_Computationalcomplexitytheory_4_1280_720,una,0,273,550,39,13
80,a_Computationalcomplexitytheory_4_1280_720,sola.,0,346,545,49,18
81,a_Computationalcomplexitytheory_4_1280_720,Conseguir,0,429,545,111,24
82,a_Computationalcomplexitytheory_4_1280_720,probar,0,573,545,75,24
83,a_Computationalcomplexitytheory_4_1280_720,que,4,681,550,40,19
84,a_Computationalcomplexitytheory_4_1280_720,alguna,0,755,545,72,24
85,a_Computationalcomplexitytheory_4_1280_720,de,4,861,545,26,18
86,a_Computationalcomplexitytheory_4_1280_720,estas,1,921,547,56,16
87,a_Computationalcomplexitytheory_4_1280_720,clases,3,1010,545,65,18
88,a_Computationalcomplexitytheory_4_1280_720,es,1,1109,550,22,13
89,a_Computationalcomplexitytheory_4_1280_720,desigual,0,71,617,90,24
90,a_Computationalcomplexitytheory_4_1280_720, supondria,0,195,616,111,25
91,a_Computationalcomplexitytheory_4_1280_720,un,0,341,622,26,13
92,a_Computationalcomplexitytheory_4_1280_720,gran,0,400,622,49,19
93,a_Computationalcomplexitytheory_4_1280_720,descubrimiento,0,483,617,174,18
94,a_Computationalcomplexitytheory_4_1280_720,en,2,690,622,25,13
95,a_Computationalcomplexitytheory_4_1280_720,la,1,750,617,16,18
96,a_Computationalcomplexitytheory_4_1280_720,teoria,0,800,616,63,19
97,a_Computationalcomplexitytheory_4_1280_720,de,5,897,617,26,18
98,a_Computationalcomplexitytheory_4_1280_720,la,2,957,617,16,18
99,a_Computationalcomplexitytheory_4_1280_720,complejidad.,2,1007,617,141,24
100,a_FresnoCalifornia_3_1280_720,A,0,70,78,15,17
101,a_FresnoCalifornia_3_1280_720,Fresno,0,119,78,72,17
102,a_FresnoCalifornia_3_1280_720,se,0,225,82,23,13
