,text,word,counter,x,y,width,height
0,a_Amazonrainforest_3_1280_720,Ot,0,71,78,25,17
1,a_Amazonrainforest_3_1280_720,TleptBaAAovtoAdyot,0,128,75,220,26
2,a_Amazonrainforest_3_1280_720,avnovxoUv,0,381,75,125,26
3,a_Amazonrainforest_3_1280_720,yia,0,538,82,35,19
4,a_Amazonrainforest_3_1280_720,THY,0,604,82,38,19
5,a_Amazonrainforest_3_1280_720,amMWAELa,0,675,75,95,20
6,a_Amazonrainforest_3_1280_720,thHG,0,802,82,36,19
7,a_Amazonrainforest_3_1280_720,flomoKdtTNtag,0,872,75,185,26
8,a_Amazonrainforest_3_1280_720,tou,0,1090,82,43,13
9,a_Amazonrainforest_3_1280_720,6a,0,1166,77,28,18
10,a_Amazonrainforest_3_1280_720,TIPOKUWPEL,0,70,147,109,26
11,a_Amazonrainforest_3_1280_720,WG,0,212,154,28,18
12,a_Amazonrainforest_3_1280_720,ATOTEAEGHA,0,273,147,135,26
13,a_Amazonrainforest_3_1280_720,HG,0,440,154,36,19
14,a_Amazonrainforest_3_1280_720,KATAaOTpO~G,0,510,147,149,26
15,a_Amazonrainforest_3_1280_720,TOU,1,692,154,38,13
16,a_Amazonrainforest_3_1280_720,"SdoouUG,",0,764,147,88,25
17,a_Amazonrainforest_3_1280_720,KabWG,0,887,147,69,25
18,a_Amazonrainforest_3_1280_720,Kat,0,989,154,33,13
19,a_Amazonrainforest_3_1280_720,yla,0,1054,154,35,19
20,a_Amazonrainforest_3_1280_720,thv,0,1121,154,38,19
21,a_Amazonrainforest_3_1280_720,ameAeuSépwon,0,71,219,166,26
22,a_Amazonrainforest_3_1280_720,avepaka,0,271,219,97,26
23,a_Amazonrainforest_3_1280_720,mou,0,400,226,43,13
24,a_Amazonrainforest_3_1280_720,eEpTepléxetat,0,476,219,145,26
25,a_Amazonrainforest_3_1280_720,otn,0,654,226,38,19
26,a_Amazonrainforest_3_1280_720,"PAdotnon,",0,727,219,115,26
27,a_Amazonrainforest_3_1280_720,n,0,877,226,11,19
28,a_Amazonrainforest_3_1280_720,omoia,0,922,219,66,20
29,a_Amazonrainforest_3_1280_720,8a,0,1020,221,28,18
30,a_Amazonrainforest_3_1280_720,pmMopovce,0,1081,219,112,26
31,a_Amazonrainforest_3_1280_720,va,0,70,298,27,13
32,a_Amazonrainforest_3_1280_720,emitayUvel,0,130,291,120,26
33,a_Amazonrainforest_3_1280_720,tnV,0,282,298,38,19
34,a_Amazonrainforest_3_1280_720,TayKoopla,0,352,291,122,26
35,a_Amazonrainforest_3_1280_720,uTepSEpHavon.,0,507,291,171,26
36,a_Amazonrainforest_3_1280_720,Ta,0,711,294,27,17
37,a_Amazonrainforest_3_1280_720,aei8aAr),0,771,291,88,26
38,a_Amazonrainforest_3_1280_720,Sdon,0,893,291,55,26
39,a_Amazonrainforest_3_1280_720,tou,2,982,298,39,13
40,a_Amazonrainforest_3_1280_720,Apadoviou,0,1053,291,120,26
41,a_Amazonrainforest_3_1280_720,avtumtpoowmevouv,0,71,363,207,26
42,a_Amazonrainforest_3_1280_720,tepitou,0,310,363,93,26
43,a_Amazonrainforest_3_1280_720,to,0,436,370,24,13
44,a_Amazonrainforest_3_1280_720,10%,0,495,366,44,17
45,a_Amazonrainforest_3_1280_720,NG,0,571,370,37,19
46,a_Amazonrainforest_3_1280_720,MayKOoHLag,0,640,363,133,26
47,a_Amazonrainforest_3_1280_720,TMpWtoyevolUcg,0,805,363,151,26
48,a_Amazonrainforest_3_1280_720,TapaywytKdtntac,0,988,363,200,26
49,a_Amazonrainforest_3_1280_720,Kat,1,72,442,33,13
50,a_Amazonrainforest_3_1280_720,10%,1,139,438,44,17
51,a_Amazonrainforest_3_1280_720,Twv,0,216,442,41,13
52,a_Amazonrainforest_3_1280_720,amoBeHdtwy,0,290,435,141,26
53,a_Amazonrainforest_3_1280_720,avOpaKa,0,464,435,97,26
54,a_Amazonrainforest_3_1280_720,oe,0,594,442,24,13
55,a_Amazonrainforest_3_1280_720,OlKOOUOTIATaA,0,651,435,174,26
56,a_Amazonrainforest_3_1280_720,-,0,857,447,6,2
57,a_Amazonrainforest_3_1280_720,to,1,896,442,36,19
58,a_Amazonrainforest_3_1280_720,taEng,0,965,435,62,26
59,a_Amazonrainforest_3_1280_720,"1,1.",0,1062,438,26,20
60,a_Amazonrainforest_3_1280_720,x,0,1126,441,10,11
61,a_Amazonrainforest_3_1280_720,1011,0,72,510,48,17
62,a_Amazonrainforest_3_1280_720,petpikoi,0,158,507,93,26
63,a_Amazonrainforest_3_1280_720,Ttovot,0,283,507,61,20
