,text,word,counter,x,y,width,height
0,a_Apolloprogram_2_1280_720,"Grissom,",0,71,113,96,21
1,a_Apolloprogram_2_1280_720,"White,",0,201,113,69,21
2,a_Apolloprogram_2_1280_720,and,0,304,113,40,18
3,a_Apolloprogram_2_1280_720,Chaffee,0,378,113,84,18
4,a_Apolloprogram_2_1280_720,decided,0,495,113,86,18
5,a_Apolloprogram_2_1280_720,to,0,615,115,21,16
6,a_Apolloprogram_2_1280_720,name,0,670,118,61,13
7,a_Apolloprogram_2_1280_720,their,0,764,113,51,18
8,a_Apolloprogram_2_1280_720,flight,0,848,113,55,24
9,a_Apolloprogram_2_1280_720,Apollo,0,935,113,69,24
10,a_Apolloprogram_2_1280_720,1,0,1039,114,7,17
11,a_Apolloprogram_2_1280_720,as,0,1083,118,23,13
12,a_Apolloprogram_2_1280_720,a,0,1139,118,11,13
13,a_Apolloprogram_2_1280_720,motivational,0,72,185,136,18
14,a_Apolloprogram_2_1280_720,focus,0,242,185,58,18
15,a_Apolloprogram_2_1280_720,on,0,333,190,27,13
16,a_Apolloprogram_2_1280_720,the,0,393,185,35,18
17,a_Apolloprogram_2_1280_720,first,0,461,185,43,18
18,a_Apolloprogram_2_1280_720,manned,0,538,185,89,18
19,a_Apolloprogram_2_1280_720,flight.,1,661,185,60,24
20,a_Apolloprogram_2_1280_720,They,0,754,185,54,24
21,a_Apolloprogram_2_1280_720,trained,0,840,185,78,18
22,a_Apolloprogram_2_1280_720,and,1,952,185,40,18
23,a_Apolloprogram_2_1280_720,conducted,0,1026,185,115,18
24,a_Apolloprogram_2_1280_720,tests,0,71,259,51,16
25,a_Apolloprogram_2_1280_720,of,0,156,257,22,18
26,a_Apolloprogram_2_1280_720,their,1,209,257,52,18
27,a_Apolloprogram_2_1280_720,spacecraft,0,293,257,115,24
28,a_Apolloprogram_2_1280_720,at,0,440,259,21,16
29,a_Apolloprogram_2_1280_720,North,0,494,257,62,18
30,a_Apolloprogram_2_1280_720,"American,",0,589,257,111,21
31,a_Apolloprogram_2_1280_720,and,2,734,257,40,18
32,a_Apolloprogram_2_1280_720,in,0,809,258,17,17
33,a_Apolloprogram_2_1280_720,the,1,860,257,35,18
34,a_Apolloprogram_2_1280_720,altitude,0,928,257,83,18
35,a_Apolloprogram_2_1280_720,chamber,0,1045,257,98,18
36,a_Apolloprogram_2_1280_720,at,1,1176,259,20,16
37,a_Apolloprogram_2_1280_720,the,2,71,329,35,18
38,a_Apolloprogram_2_1280_720,Kennedy,0,140,329,96,24
